age,job,marital,education,default,housing,loan,id,contact,month,day_of_week,campaign,pdays,previous,poutcome,Unnamed: 0,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
28,blue-collar,married,basic.9y,no,no,no,26334,telephone,jul,tue,8,999,0,nonexistent,1421,1.4,93.918,-42.7,3,5228.1
32,admin.,married,university.degree,no,yes,yes,3843,cellular,aug,mon,2,999,0,nonexistent,1422,1.4,93.444,-36.1,3,5228.1
35,services,married,high.school,no,no,no,23289,telephone,may,tue,2,999,0,nonexistent,1423,1.1,93.994,-36.4,3,5191.0
56,admin.,divorced,unknown,no,no,no,11602,telephone,jun,thu,2,999,0,nonexistent,1424,1.4,94.465,-41.8,3,5228.1
24,unknown,single,university.degree,no,yes,yes,29192,cellular,jun,tue,1,999,2,failure,1425,-2.9,92.963,-40.8,3,5076.2
47,services,single,unknown,no,unknown,unknown,10929,cellular,mar,thu,2,999,0,nonexistent,1426,-1.8,93.369,-34.8,3,5008.7
40,blue-collar,married,basic.6y,no,yes,no,9832,telephone,jun,mon,4,999,0,nonexistent,1427,1.4,94.465,-41.8,3,5228.1
37,admin.,married,university.degree,no,no,no,36908,cellular,may,wed,2,999,1,failure,1428,-1.8,92.893,-46.2,3,5099.1
49,technician,divorced,professional.course,no,yes,no,7697,cellular,mar,tue,2,999,1,failure,1429,-1.8,93.369,-34.8,3,5008.7
45,blue-collar,married,unknown,no,yes,yes,18959,cellular,apr,fri,1,999,0,nonexistent,1430,-1.8,93.075,-47.1,3,5099.1
44,technician,single,university.degree,no,yes,no,21505,cellular,aug,wed,6,999,0,nonexistent,1431,1.4,93.444,-36.1,3,5228.1
39,entrepreneur,divorced,basic.4y,no,no,no,31560,cellular,jul,wed,1,999,0,nonexistent,1432,1.4,93.918,-42.7,3,5228.1
89,retired,divorced,basic.4y,no,yes,no,21885,cellular,sep,tue,1,999,0,nonexistent,1433,-1.1,94.199,-37.5,3,4963.6
37,unemployed,married,university.degree,no,yes,no,35025,cellular,oct,thu,2,999,1,failure,1434,-3.4,92.431,-26.9,3,5017.5
24,student,single,basic.9y,no,yes,no,40304,telephone,may,thu,8,999,0,nonexistent,1435,-1.8,92.893,-46.2,3,5099.1
37,entrepreneur,divorced,high.school,no,no,yes,35257,cellular,jul,wed,1,999,0,nonexistent,1436,1.4,93.918,-42.7,3,5228.1
29,services,single,high.school,no,no,yes,18552,telephone,jun,mon,1,999,0,nonexistent,1437,-1.7,94.055,-39.8,3,4991.6
47,management,married,unknown,no,no,no,13056,cellular,jul,thu,1,999,0,nonexistent,1438,1.4,93.918,-42.7,3,5228.1
34,services,divorced,high.school,no,yes,yes,4499,cellular,may,fri,2,999,0,nonexistent,1439,-1.8,92.893,-46.2,3,5099.1
42,blue-collar,married,basic.4y,no,no,no,30787,cellular,may,wed,2,999,1,failure,1440,-1.8,92.893,-46.2,3,5099.1
37,technician,married,professional.course,unknown,yes,yes,16691,cellular,jul,tue,1,999,0,nonexistent,1441,1.4,93.918,-42.7,3,5228.1
23,student,single,high.school,no,no,no,8009,cellular,apr,mon,2,999,0,nonexistent,1442,-1.8,93.075,-47.1,3,5099.1
39,self-employed,married,university.degree,unknown,no,no,7902,cellular,nov,wed,1,999,0,nonexistent,1443,-0.1,93.2,-42.0,3,5195.8
60,retired,married,professional.course,no,no,no,38484,cellular,aug,wed,2,999,0,nonexistent,1444,1.4,93.444,-36.1,3,5228.1
40,self-employed,married,university.degree,no,no,no,3606,cellular,apr,fri,1,999,0,nonexistent,1445,-1.8,93.075,-47.1,3,5099.1
32,management,divorced,university.degree,no,no,no,2039,cellular,jul,tue,5,999,0,nonexistent,1446,1.4,93.918,-42.7,3,5228.1
39,technician,single,professional.course,no,yes,no,3761,telephone,jul,thu,1,999,0,nonexistent,1447,1.4,93.918,-42.7,3,5228.1
44,services,divorced,high.school,no,yes,no,32030,cellular,jul,mon,5,999,0,nonexistent,1448,1.4,93.918,-42.7,3,5228.1
29,services,divorced,high.school,no,yes,no,10142,telephone,may,tue,3,999,0,nonexistent,1449,1.1,93.994,-36.4,3,5191.0
61,technician,married,professional.course,no,no,no,33336,cellular,oct,thu,2,999,0,nonexistent,1450,-3.4,92.431,-26.9,3,5017.5
41,admin.,married,basic.4y,unknown,no,yes,16573,telephone,may,thu,1,999,0,nonexistent,1451,1.1,93.994,-36.4,3,5191.0
40,blue-collar,married,basic.6y,unknown,no,no,20318,telephone,may,tue,1,999,0,nonexistent,1452,1.1,93.994,-36.4,3,5191.0
31,management,single,university.degree,no,no,no,13062,cellular,nov,thu,1,999,1,failure,1453,-0.1,93.2,-42.0,3,5195.8
37,unemployed,single,professional.course,no,no,no,4633,telephone,jun,fri,2,999,0,nonexistent,1454,1.4,94.465,-41.8,3,5228.1
43,technician,divorced,professional.course,unknown,yes,no,9551,telephone,apr,mon,5,999,1,failure,1455,-1.8,93.075,-47.1,3,5099.1
45,services,married,professional.course,no,no,no,33813,cellular,apr,tue,1,999,1,failure,1456,-1.8,93.075,-47.1,3,5099.1
40,admin.,single,high.school,unknown,unknown,unknown,10041,cellular,nov,mon,2,999,0,nonexistent,1457,-0.1,93.2,-42.0,3,5195.8
29,self-employed,married,university.degree,unknown,yes,no,32893,telephone,may,tue,1,999,0,nonexistent,1458,1.1,93.994,-36.4,3,5191.0
32,admin.,married,university.degree,no,yes,no,19556,cellular,nov,fri,1,999,1,failure,1459,-0.1,93.2,-42.0,3,5195.8
36,admin.,married,university.degree,no,yes,no,33235,cellular,jul,mon,10,999,0,nonexistent,1460,1.4,93.918,-42.7,3,5228.1
29,management,single,university.degree,no,no,no,41091,telephone,jun,tue,2,999,0,nonexistent,1461,1.4,94.465,-41.8,3,5228.1
72,retired,married,professional.course,no,no,no,6084,cellular,sep,wed,1,999,1,failure,1462,-1.1,94.199,-37.5,3,4963.6
49,admin.,married,high.school,no,no,no,5841,cellular,aug,thu,2,999,0,nonexistent,1463,1.4,93.444,-36.1,3,5228.1
55,blue-collar,married,basic.9y,unknown,no,yes,38001,cellular,may,tue,7,999,0,nonexistent,1464,-1.8,92.893,-46.2,3,5099.1
59,housemaid,married,basic.4y,no,no,yes,22603,telephone,jun,mon,1,999,0,nonexistent,1465,1.4,94.465,-41.8,3,5228.1
58,services,married,high.school,no,yes,no,21235,cellular,jul,fri,30,999,0,nonexistent,1466,1.4,93.918,-42.7,3,5228.1
45,blue-collar,married,unknown,no,yes,no,25711,cellular,apr,thu,1,999,1,failure,1467,-1.8,93.075,-47.1,3,5099.1
46,blue-collar,married,basic.9y,unknown,yes,no,36268,cellular,may,thu,3,999,0,nonexistent,1468,-1.8,92.893,-46.2,3,5099.1
41,admin.,married,high.school,no,yes,no,746,cellular,may,tue,1,999,1,failure,1469,-1.8,92.893,-46.2,3,5099.1
27,admin.,single,basic.9y,no,yes,yes,872,cellular,may,thu,4,999,0,nonexistent,1470,-1.8,92.893,-46.2,3,5099.1
38,housemaid,divorced,university.degree,no,yes,no,6955,cellular,may,wed,1,999,0,nonexistent,1471,-1.8,92.893,-46.2,3,5099.1
60,management,married,university.degree,no,unknown,unknown,14503,cellular,aug,fri,5,999,0,nonexistent,1472,1.4,93.444,-36.1,3,5228.1
39,admin.,married,university.degree,no,no,no,1876,cellular,aug,thu,2,999,0,nonexistent,1473,1.4,93.444,-36.1,3,5228.1
35,entrepreneur,married,high.school,no,no,no,39006,telephone,may,tue,1,999,0,nonexistent,1474,1.1,93.994,-36.4,3,5191.0
37,technician,married,university.degree,no,yes,no,23031,cellular,may,tue,3,999,0,nonexistent,1475,-1.8,92.893,-46.2,3,5099.1
38,technician,single,high.school,unknown,no,no,16611,cellular,aug,tue,6,999,0,nonexistent,1476,1.4,93.444,-36.1,3,5228.1
37,unemployed,married,high.school,no,yes,no,12374,telephone,jun,tue,1,999,0,nonexistent,1477,-1.7,94.055,-39.8,3,4991.6
59,retired,married,basic.9y,no,no,yes,17540,telephone,jun,thu,2,999,0,nonexistent,1478,1.4,94.465,-41.8,3,5228.1
34,unemployed,single,university.degree,no,no,no,20951,cellular,aug,wed,1,999,0,nonexistent,1479,-2.9,92.201,-31.4,3,5076.2
47,services,married,professional.course,no,yes,no,12175,telephone,may,fri,2,999,0,nonexistent,1480,1.1,93.994,-36.4,3,5191.0
60,admin.,married,university.degree,unknown,no,no,36940,telephone,may,tue,2,999,0,nonexistent,1481,1.1,93.994,-36.4,3,5191.0
46,blue-collar,married,basic.6y,unknown,no,yes,16900,cellular,aug,tue,1,999,0,nonexistent,1482,1.4,93.444,-36.1,3,5228.1
32,admin.,single,basic.9y,no,no,no,36185,cellular,jul,thu,1,999,0,nonexistent,1483,1.4,93.918,-42.7,3,5228.1
43,blue-collar,single,professional.course,no,yes,no,26842,telephone,jun,tue,2,999,0,nonexistent,1484,1.4,94.465,-41.8,3,5228.1
29,management,married,university.degree,no,no,no,3065,cellular,may,wed,3,999,0,nonexistent,1485,-1.8,92.893,-46.2,3,5099.1
49,entrepreneur,married,high.school,no,no,no,40703,telephone,nov,tue,2,999,0,nonexistent,1486,-0.1,93.2,-42.0,3,5195.8
37,technician,married,basic.9y,no,no,no,20644,telephone,jun,mon,1,999,0,nonexistent,1487,1.4,94.465,-41.8,3,5228.1
35,technician,married,university.degree,unknown,no,no,38679,cellular,aug,thu,5,999,0,nonexistent,1488,1.4,93.444,-36.1,3,5228.1
49,admin.,divorced,university.degree,no,no,no,29366,cellular,may,mon,5,999,0,nonexistent,1489,-1.8,92.893,-46.2,3,5099.1
55,management,married,university.degree,no,yes,no,24516,cellular,aug,tue,2,999,0,nonexistent,1490,1.4,93.444,-36.1,3,5228.1
52,unknown,married,basic.4y,no,no,no,31184,telephone,may,tue,1,999,0,nonexistent,1491,1.1,93.994,-36.4,3,5191.0
30,blue-collar,single,basic.9y,no,yes,no,39257,cellular,may,wed,6,999,1,failure,1492,-1.8,92.893,-46.2,3,5099.1
25,blue-collar,married,basic.9y,unknown,yes,no,31769,telephone,may,wed,1,999,0,nonexistent,1493,1.1,93.994,-36.4,3,5191.0
32,blue-collar,single,high.school,no,no,no,26723,telephone,jul,tue,8,999,0,nonexistent,1494,1.4,93.918,-42.7,3,5228.1
32,technician,single,university.degree,no,yes,no,37201,cellular,may,wed,4,999,0,nonexistent,1495,-1.8,92.893,-46.2,3,5099.1
47,admin.,single,university.degree,no,yes,yes,34036,telephone,may,fri,1,999,0,nonexistent,1496,1.1,93.994,-36.4,3,5191.0
31,admin.,married,basic.9y,unknown,yes,no,34374,telephone,jul,mon,5,999,0,nonexistent,1497,1.4,93.918,-42.7,3,5228.1
51,admin.,married,university.degree,unknown,no,no,23941,cellular,jul,thu,2,999,0,nonexistent,1498,1.4,93.918,-42.7,3,5228.1
31,unemployed,single,university.degree,no,yes,no,30311,cellular,aug,mon,3,999,0,nonexistent,1499,1.4,93.444,-36.1,3,5228.1
41,blue-collar,married,basic.6y,no,yes,yes,39387,telephone,nov,tue,1,999,0,nonexistent,1500,-0.1,93.2,-42.0,3,5195.8
43,services,married,high.school,no,no,no,40470,telephone,may,mon,2,999,0,nonexistent,1501,1.1,93.994,-36.4,3,5191.0
39,admin.,married,university.degree,no,no,no,32744,cellular,apr,mon,3,999,2,failure,1502,-1.8,93.075,-47.1,3,5099.1
39,admin.,single,university.degree,no,yes,yes,5815,cellular,jul,mon,18,999,0,nonexistent,1503,1.4,93.918,-42.7,3,5228.1
31,services,single,high.school,no,no,no,36546,cellular,may,wed,2,999,0,nonexistent,1504,-1.8,92.893,-46.2,3,5099.1
31,unemployed,single,professional.course,no,no,no,16796,telephone,may,tue,12,999,0,nonexistent,1505,1.1,93.994,-36.4,3,5191.0
45,housemaid,divorced,university.degree,no,yes,no,26418,telephone,may,thu,1,999,0,nonexistent,1506,1.1,93.994,-36.4,3,5191.0
66,retired,married,basic.6y,no,yes,no,28217,cellular,aug,thu,1,999,0,nonexistent,1507,-2.9,92.201,-31.4,3,5076.2
27,blue-collar,married,basic.9y,unknown,yes,no,38961,telephone,may,tue,2,999,0,nonexistent,1508,1.1,93.994,-36.4,3,5191.0
45,services,married,basic.9y,unknown,yes,yes,7125,cellular,jul,thu,1,999,0,nonexistent,1509,1.4,93.918,-42.7,3,5228.1
71,retired,married,basic.4y,no,yes,no,27806,cellular,oct,thu,1,999,1,failure,1510,-3.4,92.431,-26.9,3,5017.5
32,blue-collar,single,basic.4y,no,no,no,9636,cellular,jul,mon,4,999,0,nonexistent,1511,1.4,93.918,-42.7,3,5228.1
47,blue-collar,married,unknown,unknown,no,no,10585,telephone,may,tue,1,999,0,nonexistent,1512,1.1,93.994,-36.4,3,5191.0
52,blue-collar,married,basic.4y,unknown,no,no,23511,cellular,jul,fri,1,999,0,nonexistent,1513,1.4,93.918,-42.7,3,5228.1
29,admin.,single,high.school,no,yes,no,18892,cellular,nov,thu,2,999,1,failure,1514,-0.1,93.2,-42.0,3,5195.8
30,technician,single,professional.course,no,no,no,28738,cellular,aug,wed,4,999,0,nonexistent,1515,1.4,93.444,-36.1,3,5228.1
30,admin.,divorced,high.school,no,yes,no,20984,telephone,jun,fri,4,999,0,nonexistent,1516,1.4,94.465,-41.8,3,5228.1
47,admin.,single,university.degree,no,no,yes,35105,telephone,jul,fri,9,999,0,nonexistent,1517,1.4,93.918,-42.7,3,5228.1
43,admin.,married,high.school,no,yes,no,30478,cellular,jul,thu,1,999,0,nonexistent,1518,1.4,93.918,-42.7,3,5228.1
27,admin.,single,university.degree,no,no,no,21703,telephone,may,mon,2,999,0,nonexistent,1519,1.1,93.994,-36.4,3,5191.0
41,admin.,married,university.degree,no,no,no,3204,cellular,apr,fri,1,999,0,nonexistent,1520,-1.8,93.075,-47.1,3,5099.1
41,technician,divorced,high.school,no,yes,no,14866,cellular,jul,mon,1,999,0,nonexistent,1521,1.4,93.918,-42.7,3,5228.1
32,technician,single,university.degree,no,no,no,467,cellular,aug,fri,1,999,0,nonexistent,1522,1.4,93.444,-36.1,3,5228.1
30,services,single,university.degree,no,yes,no,16213,cellular,nov,fri,3,999,0,nonexistent,1523,-0.1,93.2,-42.0,3,5195.8
37,blue-collar,married,professional.course,no,yes,no,17172,cellular,apr,mon,4,999,0,nonexistent,1524,-1.8,93.075,-47.1,3,5099.1
54,blue-collar,married,basic.9y,unknown,yes,no,38315,cellular,jul,thu,1,999,0,nonexistent,1525,1.4,93.918,-42.7,3,5228.1
43,services,married,high.school,no,no,no,35729,cellular,apr,thu,1,999,1,failure,1526,-1.8,93.075,-47.1,3,5099.1
46,blue-collar,married,basic.6y,unknown,yes,no,7458,telephone,jul,tue,3,999,0,nonexistent,1527,1.4,93.918,-42.7,3,5228.1
45,admin.,married,basic.9y,unknown,yes,no,2714,telephone,jun,thu,1,999,0,nonexistent,1528,1.4,94.465,-41.8,3,5228.1
48,blue-collar,married,basic.9y,no,yes,no,5822,cellular,aug,tue,3,999,0,nonexistent,1529,1.4,93.444,-36.1,3,5228.1
38,management,married,university.degree,no,yes,no,23669,telephone,aug,thu,4,999,0,nonexistent,1530,1.4,93.444,-36.1,3,5228.1
31,management,married,university.degree,no,yes,no,15894,cellular,nov,mon,1,999,0,nonexistent,1531,-1.1,94.767,-50.8,3,4963.6
42,services,married,high.school,no,no,no,12047,cellular,may,fri,1,999,1,failure,1532,-1.8,92.893,-46.2,3,5099.1
48,admin.,married,university.degree,no,no,no,34393,cellular,nov,fri,1,999,0,nonexistent,1533,-0.1,93.2,-42.0,3,5195.8
53,admin.,married,high.school,no,no,yes,40686,cellular,aug,wed,3,999,0,nonexistent,1534,1.4,93.444,-36.1,3,5228.1
32,admin.,married,high.school,no,yes,yes,27662,cellular,may,wed,2,999,0,nonexistent,1535,-1.8,92.893,-46.2,3,5099.1
39,admin.,divorced,high.school,no,no,yes,33877,cellular,may,fri,1,999,1,failure,1536,-1.8,92.893,-46.2,3,5099.1
31,unemployed,married,university.degree,no,yes,no,32723,cellular,aug,fri,4,999,0,nonexistent,1537,1.4,93.444,-36.1,3,5228.1
32,technician,married,professional.course,no,no,no,9746,cellular,nov,thu,2,999,0,nonexistent,1538,-0.1,93.2,-42.0,3,5195.8
42,management,divorced,unknown,no,yes,no,32918,cellular,oct,thu,1,999,0,nonexistent,1539,-3.4,92.431,-26.9,3,5017.5
32,management,married,university.degree,no,no,no,23879,cellular,may,fri,2,999,0,nonexistent,1540,-1.8,92.893,-46.2,3,5099.1
32,admin.,single,high.school,no,yes,no,32286,cellular,nov,thu,1,999,0,nonexistent,1541,-0.1,93.2,-42.0,3,5195.8
32,technician,single,university.degree,no,unknown,unknown,20524,cellular,may,fri,1,999,0,nonexistent,1542,-1.8,92.893,-46.2,3,5099.1
32,housemaid,married,university.degree,no,yes,no,23585,telephone,jun,wed,1,999,0,nonexistent,1543,1.4,94.465,-41.8,3,5228.1
56,retired,married,university.degree,no,yes,no,26914,telephone,may,wed,3,999,0,nonexistent,1544,1.1,93.994,-36.4,3,5191.0
27,admin.,married,professional.course,no,no,no,30195,cellular,may,thu,3,999,0,nonexistent,1545,-1.8,92.893,-46.2,3,5099.1
30,admin.,single,university.degree,no,no,no,39862,cellular,jul,thu,2,999,0,nonexistent,1546,1.4,93.918,-42.7,3,5228.1
51,housemaid,married,high.school,no,no,no,30183,cellular,nov,wed,2,999,0,nonexistent,1547,-0.1,93.2,-42.0,3,5195.8
46,admin.,married,high.school,no,yes,no,33868,cellular,nov,thu,1,999,1,failure,1548,-0.1,93.2,-42.0,3,5195.8
36,technician,divorced,professional.course,no,yes,yes,19708,cellular,jul,mon,4,999,0,nonexistent,1549,1.4,93.918,-42.7,3,5228.1
48,blue-collar,married,basic.6y,unknown,no,no,966,telephone,may,mon,3,999,0,nonexistent,1550,1.1,93.994,-36.4,3,5191.0
33,blue-collar,married,basic.9y,unknown,yes,no,28537,telephone,may,wed,1,999,0,nonexistent,1551,1.1,93.994,-36.4,3,5191.0
31,technician,single,university.degree,no,no,no,23639,cellular,aug,mon,4,999,0,nonexistent,1552,1.4,93.444,-36.1,3,5228.1
57,admin.,married,university.degree,unknown,yes,no,38652,cellular,aug,thu,1,999,0,nonexistent,1553,1.4,93.444,-36.1,3,5228.1
51,technician,married,professional.course,no,yes,no,23132,cellular,apr,thu,1,999,0,nonexistent,1554,-1.8,93.075,-47.1,3,5099.1
43,blue-collar,married,basic.6y,no,yes,yes,33534,cellular,may,thu,1,999,0,nonexistent,1555,-1.8,92.893,-46.2,3,5099.1
41,technician,married,basic.9y,no,no,no,34907,telephone,may,mon,2,999,0,nonexistent,1556,1.1,93.994,-36.4,3,5191.0
35,management,married,university.degree,no,yes,no,35285,cellular,nov,mon,1,999,0,nonexistent,1557,-0.1,93.2,-42.0,3,5195.8
40,services,married,high.school,no,no,no,1170,telephone,may,thu,1,999,0,nonexistent,1558,1.1,93.994,-36.4,3,5191.0
38,admin.,married,university.degree,no,no,no,19150,telephone,jun,tue,2,999,0,nonexistent,1559,1.4,94.465,-41.8,3,5228.1
53,blue-collar,married,basic.9y,unknown,yes,no,33788,telephone,may,fri,1,999,0,nonexistent,1560,1.1,93.994,-36.4,3,5191.0
34,admin.,married,university.degree,no,no,no,29029,telephone,nov,fri,3,999,1,failure,1561,-0.1,93.2,-42.0,3,5195.8
49,blue-collar,divorced,basic.6y,unknown,yes,no,36837,cellular,jul,thu,3,999,0,nonexistent,1562,1.4,93.918,-42.7,3,5228.1
40,admin.,single,high.school,no,no,no,20210,cellular,may,mon,5,999,1,failure,1563,-1.8,92.893,-46.2,3,5099.1
30,blue-collar,married,high.school,unknown,yes,no,14135,cellular,aug,mon,3,999,0,nonexistent,1564,1.4,93.444,-36.1,3,5228.1
36,admin.,married,university.degree,no,yes,no,26225,cellular,apr,thu,1,999,1,failure,1565,-1.8,93.075,-47.1,3,5099.1
39,blue-collar,married,high.school,no,yes,no,18382,telephone,may,mon,2,999,0,nonexistent,1566,1.1,93.994,-36.4,3,5191.0
36,self-employed,married,university.degree,no,no,yes,36991,cellular,may,mon,2,999,1,failure,1567,-1.8,92.893,-46.2,3,5099.1
39,services,married,high.school,unknown,yes,no,12933,telephone,may,tue,1,999,0,nonexistent,1568,1.1,93.994,-36.4,3,5191.0
39,management,married,university.degree,no,no,no,39834,telephone,may,fri,1,999,0,nonexistent,1569,1.1,93.994,-36.4,3,5191.0
42,admin.,divorced,university.degree,no,yes,no,9644,cellular,aug,mon,5,999,0,nonexistent,1570,1.4,93.444,-36.1,3,5228.1
50,admin.,single,basic.9y,no,unknown,unknown,12823,cellular,jun,wed,1,999,1,failure,1571,-2.9,92.963,-40.8,3,5076.2
41,unemployed,married,basic.9y,unknown,yes,no,17037,telephone,may,fri,4,999,0,nonexistent,1572,1.1,93.994,-36.4,3,5191.0
41,technician,married,professional.course,no,no,no,20303,telephone,may,mon,1,999,0,nonexistent,1573,1.1,93.994,-36.4,3,5191.0
41,blue-collar,divorced,basic.9y,no,no,no,8602,cellular,aug,tue,1,999,0,nonexistent,1574,1.4,93.444,-36.1,3,5228.1
35,technician,divorced,professional.course,no,no,no,12695,telephone,may,wed,1,999,0,nonexistent,1575,1.1,93.994,-36.4,3,5191.0
35,self-employed,married,basic.4y,unknown,no,no,5395,telephone,jun,thu,1,999,0,nonexistent,1576,1.4,94.465,-41.8,3,5228.1
36,blue-collar,married,basic.4y,no,no,no,2200,telephone,jun,thu,1,999,0,nonexistent,1577,1.4,94.465,-41.8,3,5228.1
54,blue-collar,divorced,basic.4y,unknown,no,no,15198,cellular,jul,thu,1,999,0,nonexistent,1578,1.4,93.918,-42.7,3,5228.1
33,technician,single,university.degree,no,yes,no,24812,cellular,aug,tue,3,999,0,nonexistent,1579,1.4,93.444,-36.1,3,5228.1
30,technician,single,university.degree,no,yes,no,24349,cellular,jul,thu,2,999,0,nonexistent,1580,1.4,93.918,-42.7,3,5228.1
44,admin.,married,high.school,no,no,no,16030,telephone,jul,wed,3,999,0,nonexistent,1581,1.4,93.918,-42.7,3,5228.1
48,entrepreneur,married,basic.6y,no,yes,no,27793,telephone,jul,thu,1,999,0,nonexistent,1582,1.4,93.918,-42.7,3,5228.1
39,admin.,single,university.degree,no,yes,yes,30885,cellular,may,mon,4,999,1,failure,1583,-1.8,92.893,-46.2,3,5099.1
30,technician,unknown,university.degree,no,no,no,38897,cellular,mar,mon,2,11,2,success,1584,-1.8,93.369,-34.8,3,5008.7
48,blue-collar,married,basic.6y,no,no,no,40720,telephone,may,mon,10,999,0,nonexistent,1585,1.1,93.994,-36.4,3,5191.0
29,blue-collar,married,basic.9y,no,no,no,7018,telephone,jun,mon,2,999,0,nonexistent,1586,1.4,94.465,-41.8,3,5228.1
57,technician,divorced,basic.4y,no,yes,no,37631,telephone,may,thu,2,999,0,nonexistent,1587,1.1,93.994,-36.4,3,5191.0
50,admin.,married,university.degree,no,yes,yes,1600,telephone,apr,thu,3,999,0,nonexistent,1588,-1.8,93.075,-47.1,3,5099.1
32,admin.,divorced,high.school,no,unknown,unknown,31723,cellular,jul,thu,4,999,0,nonexistent,1589,1.4,93.918,-42.7,3,5228.1
50,technician,married,professional.course,unknown,no,yes,18358,cellular,jul,tue,1,999,0,nonexistent,1590,1.4,93.918,-42.7,3,5228.1
31,admin.,single,university.degree,no,yes,no,33102,cellular,aug,wed,1,999,0,nonexistent,1591,1.4,93.444,-36.1,3,5228.1
27,blue-collar,married,basic.9y,no,no,no,12056,telephone,may,wed,2,999,0,nonexistent,1592,1.1,93.994,-36.4,3,5191.0
43,technician,married,basic.9y,no,no,yes,27052,telephone,jul,wed,5,999,0,nonexistent,1593,1.4,93.918,-42.7,3,5228.1
34,blue-collar,married,basic.9y,no,no,no,16475,cellular,may,fri,1,999,1,failure,1594,-1.8,92.893,-46.2,3,5099.1
31,services,divorced,high.school,no,yes,no,34985,cellular,nov,thu,2,999,0,nonexistent,1595,-0.1,93.2,-42.0,3,5195.8
57,blue-collar,married,basic.4y,no,yes,no,9800,telephone,jul,thu,1,999,0,nonexistent,1596,1.4,93.918,-42.7,3,5228.1
36,services,single,high.school,no,yes,no,35346,cellular,may,tue,2,999,0,nonexistent,1597,-1.8,92.893,-46.2,3,5099.1
26,student,single,basic.4y,no,no,yes,30117,cellular,may,mon,2,999,0,nonexistent,1598,-1.8,92.893,-46.2,3,5099.1
30,blue-collar,single,unknown,no,yes,yes,32347,telephone,may,tue,2,999,0,nonexistent,1599,1.1,93.994,-36.4,3,5191.0
46,self-employed,divorced,basic.9y,no,yes,no,29104,telephone,jun,mon,1,999,0,nonexistent,1600,1.4,94.465,-41.8,3,5228.1
42,admin.,single,university.degree,no,no,no,26775,cellular,jul,tue,4,999,0,nonexistent,1601,1.4,93.918,-42.7,3,5228.1
23,blue-collar,single,basic.4y,no,yes,no,1079,telephone,apr,thu,1,999,0,nonexistent,1602,-1.8,93.075,-47.1,3,5099.1
29,admin.,single,high.school,no,yes,no,26207,cellular,may,thu,2,999,0,nonexistent,1603,-1.8,92.893,-46.2,3,5099.1
41,technician,single,professional.course,no,no,no,7149,cellular,may,mon,1,999,0,nonexistent,1604,-1.8,92.893,-46.2,3,5099.1
29,technician,single,high.school,no,no,no,37366,cellular,jul,thu,29,999,0,nonexistent,1605,1.4,93.918,-42.7,3,5228.1
47,blue-collar,married,basic.4y,no,no,no,28600,cellular,jul,wed,1,999,0,nonexistent,1606,1.4,93.918,-42.7,3,5228.1
51,admin.,divorced,university.degree,unknown,no,no,39142,telephone,may,fri,6,999,0,nonexistent,1607,1.1,93.994,-36.4,3,5191.0
49,admin.,married,high.school,no,no,yes,17808,telephone,may,thu,3,999,0,nonexistent,1608,1.1,93.994,-36.4,3,5191.0
32,admin.,single,high.school,no,no,yes,24605,telephone,jun,fri,2,999,0,nonexistent,1609,1.4,94.465,-41.8,3,5228.1
43,blue-collar,married,basic.9y,unknown,yes,no,10085,cellular,may,tue,1,999,0,nonexistent,1610,-1.8,92.893,-46.2,3,5099.1
45,blue-collar,married,basic.9y,unknown,yes,no,23127,telephone,may,wed,1,999,0,nonexistent,1611,1.1,93.994,-36.4,3,5191.0
48,entrepreneur,married,basic.6y,no,no,no,20492,cellular,may,wed,1,999,0,nonexistent,1612,-1.8,92.893,-46.2,3,5099.1
59,retired,divorced,basic.4y,no,no,no,39835,telephone,may,tue,3,999,0,nonexistent,1613,1.1,93.994,-36.4,3,5191.0
39,services,married,university.degree,no,no,no,2046,cellular,apr,thu,1,999,0,nonexistent,1614,-1.8,93.075,-47.1,3,5099.1
41,self-employed,married,basic.6y,no,yes,no,1910,telephone,aug,thu,15,999,0,nonexistent,1615,1.4,93.444,-36.1,3,5228.1
45,blue-collar,married,basic.9y,unknown,no,no,17768,telephone,jun,wed,3,999,0,nonexistent,1616,1.4,94.465,-41.8,3,5228.1
33,technician,married,professional.course,no,no,no,19394,telephone,jun,mon,4,999,0,nonexistent,1617,1.4,94.465,-41.8,3,5228.1
34,technician,divorced,professional.course,no,yes,no,37930,cellular,aug,fri,5,999,0,nonexistent,1618,1.4,93.444,-36.1,3,5228.1
29,technician,married,university.degree,no,yes,no,40368,cellular,jul,wed,2,999,0,nonexistent,1619,-2.9,92.469,-33.6,3,5076.2
55,entrepreneur,married,professional.course,unknown,yes,no,31789,cellular,jul,fri,2,999,0,nonexistent,1620,1.4,93.918,-42.7,3,5228.1
32,self-employed,married,basic.9y,no,yes,yes,29844,telephone,jun,tue,2,999,0,nonexistent,1621,1.4,94.465,-41.8,3,5228.1
37,entrepreneur,married,basic.6y,no,yes,no,10167,cellular,aug,fri,2,999,0,nonexistent,1622,-2.9,92.201,-31.4,3,5076.2
29,blue-collar,married,basic.6y,no,no,no,23022,cellular,jul,mon,1,999,0,nonexistent,1623,1.4,93.918,-42.7,3,5228.1
