age,job,marital,education,default,housing,loan,id,contact,month,day_of_week,campaign,pdays,previous,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed
52,retired,married,university.degree,no,yes,no,227,telephone,nov,thu,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
53,technician,married,high.school,no,yes,no,14969,cellular,aug,wed,1,999,0,1.4,93.444,-36.1,4.967,5228.1
47,technician,single,high.school,no,no,no,25659,cellular,aug,mon,1,999,0,1.4,93.444,-36.1,4.965,5228.1
37,blue-collar,married,basic.9y,no,no,no,10205,cellular,may,wed,2,999,0,-1.8,92.893,-46.2,1.334,5099.1
55,admin.,married,high.school,unknown,no,no,5317,telephone,may,tue,3,999,0,1.1,93.994,-36.4,4.857,5191.0
30,services,single,high.school,no,no,no,38699,cellular,jul,thu,1,999,0,1.4,93.918,-42.7,4.963,5228.1
77,retired,married,basic.4y,no,no,no,26000,cellular,aug,thu,1,9,4,-1.7,94.027,-38.3,0.904,4991.6
42,admin.,married,university.degree,no,no,yes,6489,cellular,nov,fri,1,999,0,-0.1,93.2,-42.0,4.021,5195.8
41,admin.,single,university.degree,no,yes,no,13963,cellular,may,mon,2,999,0,-1.8,92.893,-46.2,1.244,5099.1
37,blue-collar,divorced,professional.course,no,yes,no,31438,cellular,nov,thu,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
31,blue-collar,single,basic.4y,no,yes,no,24794,cellular,nov,thu,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
36,admin.,married,university.degree,unknown,yes,yes,29686,cellular,aug,fri,1,999,0,1.4,93.444,-36.1,4.964,5228.1
25,services,married,high.school,no,no,no,30572,cellular,jul,tue,1,999,0,1.4,93.918,-42.7,4.962,5228.1
23,unemployed,single,basic.9y,no,yes,no,30388,cellular,oct,thu,1,4,1,-3.4,92.431,-26.9,0.754,5017.5
37,management,married,unknown,no,yes,no,39876,cellular,jul,tue,9,999,0,1.4,93.918,-42.7,4.961,5228.1
36,services,single,high.school,no,yes,no,18816,cellular,may,mon,2,999,1,-1.8,92.893,-46.2,1.244,5099.1
52,self-employed,married,university.degree,unknown,no,no,38616,cellular,nov,mon,2,999,0,-0.1,93.2,-42.0,4.191,5195.8
54,technician,married,professional.course,no,no,no,18299,cellular,jul,fri,1,999,0,1.4,93.918,-42.7,4.962,5228.1
29,blue-collar,married,basic.6y,no,no,no,3303,cellular,may,tue,1,999,1,-1.8,92.893,-46.2,1.291,5099.1
29,admin.,single,university.degree,no,no,no,16408,cellular,aug,tue,1,999,0,1.4,93.444,-36.1,4.968,5228.1
27,blue-collar,single,high.school,no,yes,no,8740,cellular,oct,tue,3,999,1,-1.1,94.601,-49.5,0.982,4963.6
40,self-employed,single,university.degree,no,yes,no,33500,cellular,apr,mon,3,999,0,-1.8,93.075,-47.1,1.405,5099.1
44,technician,single,professional.course,no,yes,no,11856,cellular,nov,fri,4,999,0,-0.1,93.2,-42.0,4.021,5195.8
46,admin.,divorced,university.degree,no,yes,no,33957,telephone,jul,mon,4,999,0,1.4,93.918,-42.7,4.962,5228.1
54,services,married,high.school,no,yes,no,16732,cellular,aug,thu,9,999,0,1.4,93.444,-36.1,4.964,5228.1
41,management,divorced,basic.6y,no,no,no,26998,cellular,nov,thu,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
50,unknown,married,basic.4y,unknown,no,yes,35193,cellular,may,tue,4,999,1,-1.8,92.893,-46.2,1.291,5099.1
38,self-employed,married,university.degree,unknown,yes,no,13543,cellular,apr,mon,3,999,0,-1.8,93.075,-47.1,1.405,5099.1
42,housemaid,married,high.school,no,no,no,31611,telephone,may,tue,2,999,0,1.1,93.994,-36.4,4.856,5191.0
39,blue-collar,divorced,basic.9y,no,yes,no,21883,telephone,may,tue,6,999,0,1.1,93.994,-36.4,4.856,5191.0
39,admin.,married,university.degree,no,yes,no,13897,cellular,jun,mon,1,999,1,-2.9,92.963,-40.8,1.266,5076.2
57,management,divorced,university.degree,no,no,no,24698,telephone,may,fri,1,999,0,1.1,93.994,-36.4,4.859,5191.0
57,blue-collar,married,basic.4y,no,no,no,4146,telephone,jun,fri,4,999,0,1.4,94.465,-41.8,4.959,5228.1
35,entrepreneur,married,basic.6y,no,yes,no,13607,telephone,jun,tue,2,999,0,1.4,94.465,-41.8,4.961,5228.1
50,blue-collar,married,basic.4y,no,no,no,10296,cellular,aug,wed,2,999,0,1.4,93.444,-36.1,4.964,5228.1
34,admin.,single,high.school,no,no,yes,35200,telephone,jun,wed,1,999,0,1.4,94.465,-41.8,4.962,5228.1
37,technician,single,professional.course,no,yes,yes,22869,cellular,aug,mon,1,999,0,1.4,93.444,-36.1,4.965,5228.1
42,blue-collar,married,basic.4y,unknown,no,yes,6390,telephone,may,wed,3,999,0,1.1,93.994,-36.4,4.859,5191.0
31,services,married,professional.course,unknown,no,yes,2649,cellular,aug,wed,2,999,0,1.4,93.444,-36.1,4.967,5228.1
45,unemployed,married,professional.course,unknown,no,no,6887,cellular,sep,thu,1,999,0,-1.1,94.199,-37.5,0.879,4963.6
48,blue-collar,married,basic.4y,no,no,no,28645,telephone,jun,thu,2,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1
29,self-employed,married,professional.course,no,no,no,38031,telephone,jun,wed,1,999,0,1.4,94.465,-41.8,4.962,5228.1
38,blue-collar,married,basic.9y,unknown,no,no,12404,telephone,jul,wed,3,999,0,1.4,93.918,-42.7,4.956,5228.1
47,technician,married,professional.course,no,yes,no,10545,cellular,jul,thu,18,999,0,1.4,93.918,-42.7,4.968,5228.1
60,housemaid,married,basic.4y,no,yes,no,15970,cellular,jul,thu,2,5,2,-2.9,92.469,-33.6,1.072,5076.2
40,blue-collar,married,basic.4y,no,no,no,25107,telephone,may,tue,1,999,0,1.1,93.994,-36.4,4.856,5191.0
37,blue-collar,married,basic.9y,no,no,yes,30168,cellular,apr,mon,3,999,0,-1.8,93.075,-47.1,1.405,5099.1
36,technician,married,professional.course,no,no,no,8175,cellular,aug,wed,1,999,0,1.4,93.444,-36.1,4.964,5228.1
37,services,married,high.school,no,yes,no,2680,cellular,nov,fri,2,999,0,-0.1,93.2,-42.0,4.021,5195.8
44,blue-collar,married,basic.4y,no,yes,no,19975,cellular,apr,thu,1,999,0,-1.8,93.075,-47.1,1.41,5099.1
40,blue-collar,married,unknown,no,no,no,2797,cellular,jul,tue,3,999,0,1.4,93.918,-42.7,4.961,5228.1
31,management,married,university.degree,no,no,no,28164,cellular,aug,tue,2,999,0,1.4,93.444,-36.1,4.963,5228.1
27,admin.,single,university.degree,no,no,yes,14965,telephone,jun,thu,2,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1
35,admin.,single,high.school,no,no,yes,4421,cellular,aug,thu,1,999,1,-2.9,92.201,-31.4,0.873,5076.2
46,blue-collar,married,basic.6y,unknown,yes,no,36717,telephone,may,tue,1,999,0,1.1,93.994,-36.4,4.856,5191.0
30,admin.,married,high.school,no,no,no,8819,telephone,jun,thu,1,999,0,1.4,94.465,-41.8,4.961,5228.1
36,management,single,university.degree,no,no,no,31492,cellular,jul,mon,5,999,0,1.4,93.918,-42.7,4.962,5228.1
44,technician,married,professional.course,no,no,no,14606,cellular,nov,wed,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
38,self-employed,married,professional.course,no,yes,no,10898,cellular,nov,thu,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
28,admin.,married,university.degree,no,no,no,33940,telephone,jun,wed,1,999,0,1.4,94.465,-41.8,4.959,5228.1
58,housemaid,married,basic.4y,unknown,no,no,37622,cellular,jul,tue,1,999,0,1.4,93.918,-42.7,4.961,5228.1
43,blue-collar,married,basic.9y,unknown,unknown,unknown,23880,cellular,may,tue,1,999,0,-1.8,92.893,-46.2,1.344,5099.1
31,admin.,married,professional.course,no,yes,yes,32046,cellular,may,thu,2,999,0,-1.8,93.876,-40.0,0.6920000000000001,5008.7
46,technician,divorced,university.degree,no,no,no,32163,cellular,jul,fri,2,999,0,1.4,93.918,-42.7,4.962,5228.1
49,unemployed,divorced,university.degree,no,yes,yes,34577,cellular,jul,fri,5,999,0,1.4,93.918,-42.7,4.957,5228.1
38,blue-collar,married,basic.4y,no,no,no,35183,cellular,may,wed,1,999,1,-1.8,92.893,-46.2,1.334,5099.1
54,technician,married,professional.course,no,yes,no,19199,cellular,apr,wed,2,999,0,-1.8,93.075,-47.1,1.405,5099.1
45,admin.,married,university.degree,unknown,yes,no,17354,cellular,aug,wed,8,999,0,1.4,93.444,-36.1,4.964,5228.1
41,unemployed,married,basic.9y,unknown,no,no,30538,cellular,apr,fri,1,999,1,-1.8,93.075,-47.1,1.405,5099.1
28,admin.,single,university.degree,no,no,no,20396,cellular,jul,thu,2,999,0,1.4,93.918,-42.7,4.968,5228.1
70,retired,divorced,basic.4y,no,yes,no,37513,cellular,mar,mon,3,999,0,-1.8,92.843,-50.0,1.811,5099.1
48,blue-collar,married,high.school,no,yes,no,39049,telephone,jun,thu,2,999,0,1.4,94.465,-41.8,4.958,5228.1
45,admin.,married,university.degree,no,yes,no,37416,cellular,aug,wed,5,999,0,1.4,93.444,-36.1,4.967,5228.1
36,admin.,single,university.degree,no,yes,no,17948,cellular,jun,wed,1,999,1,-1.7,94.055,-39.8,0.7390000000000001,4991.6
27,management,single,university.degree,no,no,no,33027,cellular,jul,wed,3,999,0,1.4,93.918,-42.7,4.963,5228.1
30,blue-collar,married,basic.9y,unknown,yes,no,14545,telephone,may,thu,1,999,0,1.1,93.994,-36.4,4.855,5191.0
33,admin.,married,professional.course,no,yes,yes,5931,telephone,jun,fri,2,999,0,1.4,94.465,-41.8,4.967,5228.1
48,admin.,single,high.school,no,yes,no,22060,cellular,nov,wed,1,999,1,-0.1,93.2,-42.0,4.12,5195.8
26,services,single,high.school,no,yes,no,33408,cellular,may,mon,1,999,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1
29,blue-collar,married,professional.course,no,no,no,22239,telephone,may,wed,5,999,0,1.1,93.994,-36.4,4.857,5191.0
26,technician,married,professional.course,no,no,no,3020,telephone,may,fri,1,999,0,1.1,93.994,-36.4,4.864,5191.0
35,admin.,married,university.degree,no,yes,no,5294,cellular,apr,mon,1,999,1,-1.8,93.075,-47.1,1.405,5099.1
45,blue-collar,divorced,professional.course,unknown,no,no,11500,cellular,jul,wed,1,999,0,1.4,93.918,-42.7,4.962,5228.1
31,services,married,basic.9y,no,yes,no,15925,cellular,jul,wed,1,999,0,1.4,93.918,-42.7,4.962,5228.1
32,services,married,high.school,no,no,no,37745,cellular,nov,wed,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
50,self-employed,single,basic.9y,no,no,no,3672,cellular,apr,thu,2,999,1,-1.8,93.075,-47.1,1.483,5099.1
55,management,married,university.degree,unknown,no,no,10325,telephone,may,tue,2,999,0,1.1,93.994,-36.4,4.857,5191.0
54,admin.,married,high.school,no,yes,no,25472,cellular,nov,fri,1,3,3,-3.4,92.649,-30.1,0.716,5017.5
34,technician,married,professional.course,no,no,no,6297,cellular,apr,fri,2,999,1,-1.8,93.075,-47.1,1.405,5099.1
29,admin.,single,university.degree,no,no,no,5222,telephone,may,fri,1,999,0,1.1,93.994,-36.4,4.857,5191.0
35,services,single,basic.4y,no,no,no,25614,telephone,jun,mon,1,999,0,1.4,94.465,-41.8,4.865,5228.1
41,blue-collar,married,professional.course,no,no,no,13073,telephone,may,mon,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0
38,technician,married,professional.course,no,yes,no,36188,cellular,nov,mon,1,999,0,-0.1,93.2,-42.0,4.191,5195.8
39,self-employed,married,basic.4y,unknown,no,no,24356,telephone,may,mon,4,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0
40,self-employed,married,basic.9y,no,yes,yes,29518,cellular,apr,mon,4,999,0,-1.8,93.075,-47.1,1.405,5099.1
34,student,single,basic.4y,unknown,no,no,15326,telephone,may,thu,1,999,0,1.1,93.994,-36.4,4.86,5191.0
53,retired,divorced,high.school,no,no,yes,34317,telephone,may,thu,5,999,0,1.1,93.994,-36.4,4.86,5191.0
33,services,single,high.school,no,yes,no,33382,cellular,nov,thu,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
20,student,single,high.school,no,yes,no,23912,cellular,jun,fri,2,999,0,-2.9,92.963,-40.8,1.268,5076.2
30,self-employed,single,university.degree,no,yes,no,9778,cellular,aug,mon,4,999,0,1.4,93.444,-36.1,4.963,5228.1
29,technician,married,basic.9y,no,yes,yes,28294,telephone,jun,mon,4,999,0,1.4,94.465,-41.8,4.865,5228.1
33,blue-collar,single,basic.9y,no,no,no,38339,cellular,aug,fri,1,999,1,-2.9,92.201,-31.4,0.8690000000000001,5076.2
28,blue-collar,married,basic.4y,no,no,no,31959,cellular,may,mon,2,999,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1
41,technician,married,professional.course,no,no,yes,24009,cellular,aug,thu,2,999,0,1.4,93.444,-36.1,4.963,5228.1
56,management,married,university.degree,no,no,no,36694,cellular,jul,tue,2,999,0,1.4,93.918,-42.7,4.961,5228.1
44,blue-collar,married,unknown,no,yes,no,21097,telephone,jun,wed,1,999,0,1.4,94.465,-41.8,4.958,5228.1
36,admin.,single,university.degree,no,yes,no,29688,cellular,may,mon,1,999,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1
41,technician,divorced,university.degree,no,no,no,13059,cellular,aug,fri,1,999,0,1.4,93.444,-36.1,4.966,5228.1
32,management,single,university.degree,no,yes,no,1432,telephone,jun,tue,2,999,0,1.4,94.465,-41.8,4.961,5228.1
43,admin.,single,high.school,no,yes,no,5671,cellular,jul,thu,1,999,0,1.4,93.918,-42.7,4.962,5228.1
28,blue-collar,single,basic.9y,no,no,yes,33611,telephone,may,fri,4,999,0,1.1,93.994,-36.4,4.859,5191.0
33,admin.,single,university.degree,no,yes,no,21558,cellular,nov,thu,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
33,admin.,single,high.school,no,yes,no,9335,cellular,may,wed,1,999,1,-1.8,92.893,-46.2,1.281,5099.1
33,admin.,married,university.degree,no,yes,no,6984,telephone,jun,mon,8,999,0,1.4,94.465,-41.8,4.865,5228.1
43,blue-collar,married,professional.course,no,no,yes,13248,cellular,nov,fri,2,999,0,-0.1,93.2,-42.0,4.021,5195.8
27,blue-collar,married,basic.9y,no,yes,yes,9662,telephone,may,tue,2,999,0,1.1,93.994,-36.4,4.856,5191.0
31,blue-collar,married,basic.9y,no,yes,no,7016,cellular,jul,mon,5,999,0,1.4,93.918,-42.7,4.962,5228.1
55,services,married,high.school,no,yes,no,1907,telephone,may,fri,1,999,0,1.1,93.994,-36.4,4.855,5191.0
55,technician,married,professional.course,no,no,no,28322,cellular,nov,fri,1,999,1,-0.1,93.2,-42.0,4.021,5195.8
41,technician,single,high.school,no,yes,no,21808,telephone,may,mon,1,999,0,1.1,93.994,-36.4,4.857,5191.0
39,management,married,unknown,no,no,no,28132,cellular,nov,thu,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8
30,services,married,university.degree,unknown,no,yes,28817,telephone,jun,mon,2,999,0,1.4,94.465,-41.8,4.961,5228.1
85,retired,divorced,basic.4y,unknown,yes,no,30771,cellular,dec,mon,3,6,1,-3.0,92.713,-33.0,0.715,5023.5
35,admin.,single,university.degree,no,no,yes,8990,cellular,aug,wed,2,999,0,1.4,93.444,-36.1,4.964,5228.1
30,blue-collar,single,basic.9y,no,yes,no,19338,telephone,may,fri,1,999,0,1.1,93.994,-36.4,4.855,5191.0
40,technician,single,professional.course,no,no,no,18305,cellular,aug,wed,2,999,0,1.4,93.444,-36.1,4.964,5228.1
55,technician,married,professional.course,no,no,no,13051,telephone,jul,mon,1,999,0,1.4,93.918,-42.7,4.962,5228.1
41,self-employed,married,university.degree,no,no,no,16126,cellular,aug,mon,2,999,0,1.4,93.444,-36.1,4.963,5228.1
40,unemployed,married,professional.course,no,yes,no,29751,cellular,may,thu,1,999,0,-1.8,92.893,-46.2,1.327,5099.1
33,blue-collar,married,basic.9y,no,no,no,17167,telephone,may,thu,1,999,0,1.1,93.994,-36.4,4.86,5191.0
48,admin.,divorced,university.degree,no,yes,no,35690,cellular,jul,wed,3,999,0,1.4,93.918,-42.7,4.963,5228.1
29,admin.,single,university.degree,no,yes,no,6964,telephone,may,wed,1,999,0,1.1,93.994,-36.4,4.856,5191.0
27,technician,divorced,unknown,unknown,no,no,12753,cellular,may,fri,4,999,0,-1.8,92.893,-46.2,1.25,5099.1
30,housemaid,married,high.school,unknown,yes,no,40443,telephone,may,fri,2,999,0,1.1,93.994,-36.4,4.855,5191.0
31,services,single,high.school,no,yes,no,22955,cellular,may,tue,1,999,0,-1.8,92.893,-46.2,1.344,5099.1
27,student,single,basic.9y,no,yes,yes,21309,cellular,may,mon,1,999,0,-1.8,93.876,-40.0,0.701,5008.7
34,services,married,high.school,unknown,yes,no,9012,telephone,may,wed,7,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0
28,admin.,single,university.degree,no,yes,no,15341,telephone,may,fri,5,999,0,1.1,93.994,-36.4,4.855,5191.0
34,management,married,university.degree,no,yes,no,30724,telephone,may,fri,1,999,0,1.1,93.994,-36.4,4.857,5191.0
43,entrepreneur,married,professional.course,no,no,no,8788,cellular,may,fri,4,999,0,-1.8,92.893,-46.2,1.25,5099.1
51,housemaid,married,basic.4y,unknown,no,yes,3436,cellular,aug,thu,1,999,0,1.4,93.444,-36.1,4.968,5228.1
48,admin.,married,high.school,unknown,no,no,30347,telephone,jun,mon,2,999,0,1.4,94.465,-41.8,4.96,5228.1
34,admin.,single,high.school,no,no,no,13660,telephone,may,mon,3,999,0,1.1,93.994,-36.4,4.857,5191.0
57,blue-collar,married,basic.9y,no,yes,no,32153,cellular,aug,mon,2,999,0,1.4,93.444,-36.1,4.965,5228.1
37,management,divorced,university.degree,no,no,no,14105,cellular,may,thu,1,999,0,-1.8,92.893,-46.2,1.327,5099.1
27,blue-collar,married,basic.9y,unknown,no,no,38458,telephone,jun,wed,1,999,0,1.4,94.465,-41.8,4.864,5228.1
32,blue-collar,divorced,basic.9y,no,yes,no,14923,telephone,may,tue,4,999,0,-1.8,92.893,-46.2,1.291,5099.1
27,services,single,professional.course,no,no,no,19119,telephone,may,thu,3,999,0,1.1,93.994,-36.4,4.86,5191.0
39,admin.,single,university.degree,no,yes,yes,26670,cellular,nov,wed,2,999,0,-0.1,93.2,-42.0,4.12,5195.8
59,entrepreneur,divorced,high.school,unknown,no,no,10968,telephone,may,tue,1,999,0,1.1,93.994,-36.4,4.856,5191.0
36,services,single,high.school,no,no,no,16466,cellular,jul,wed,17,999,0,1.4,93.918,-42.7,4.962,5228.1
54,blue-collar,married,basic.9y,unknown,unknown,unknown,7809,telephone,jun,fri,1,999,0,1.4,94.465,-41.8,4.967,5228.1
40,self-employed,married,university.degree,no,no,yes,7078,cellular,dec,mon,1,999,0,-3.0,92.713,-33.0,0.706,5023.5
35,services,single,high.school,no,no,no,8503,cellular,jul,tue,1,999,0,1.4,93.918,-42.7,4.962,5228.1
25,blue-collar,single,basic.9y,no,no,no,32183,cellular,mar,thu,2,10,2,-1.8,93.369,-34.8,0.654,5008.7
36,services,single,high.school,no,no,no,33332,cellular,jul,fri,2,999,0,1.4,93.918,-42.7,4.963,5228.1
53,self-employed,married,university.degree,no,yes,no,40744,telephone,aug,thu,3,999,0,1.4,93.444,-36.1,4.962,5228.1
47,blue-collar,married,basic.6y,no,yes,no,16242,cellular,aug,fri,1,999,0,1.4,93.444,-36.1,4.964,5228.1
50,management,married,basic.9y,no,yes,no,22181,cellular,apr,fri,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
42,retired,single,basic.4y,unknown,yes,yes,35364,cellular,may,fri,3,999,0,-1.8,93.876,-40.0,0.682,5008.7
32,services,married,high.school,no,no,yes,28907,cellular,jul,fri,3,999,0,1.4,93.918,-42.7,4.957,5228.1
35,services,single,high.school,no,yes,no,37120,cellular,jul,fri,1,999,0,1.4,93.918,-42.7,4.963,5228.1
49,technician,married,professional.course,no,no,no,34144,telephone,may,thu,1,999,0,1.1,93.994,-36.4,4.855,5191.0
36,housemaid,married,high.school,no,no,no,40687,telephone,may,fri,1,999,0,1.1,93.994,-36.4,4.859,5191.0
39,entrepreneur,married,basic.6y,no,no,no,7441,cellular,sep,tue,4,16,2,-3.4,92.379,-29.8,0.8190000000000001,5017.5
41,management,married,high.school,no,no,no,15302,telephone,may,thu,1,999,0,1.1,93.994,-36.4,4.86,5191.0
59,retired,married,university.degree,unknown,no,no,22232,cellular,jul,wed,5,999,0,1.4,93.918,-42.7,4.957,5228.1
74,retired,married,high.school,no,no,no,24561,cellular,aug,thu,1,999,0,-2.9,92.201,-31.4,0.883,5076.2
52,retired,married,basic.9y,unknown,no,no,27190,telephone,may,thu,7,999,0,1.1,93.994,-36.4,4.86,5191.0
33,technician,married,university.degree,no,no,no,2761,telephone,jun,tue,3,999,0,1.4,94.465,-41.8,4.961,5228.1
39,blue-collar,divorced,basic.9y,no,yes,no,7,cellular,may,fri,1,999,0,-1.8,92.893,-46.2,1.3130000000000002,5099.1
42,management,married,university.degree,no,no,no,14243,cellular,aug,mon,2,999,0,1.4,93.444,-36.1,4.965,5228.1
42,blue-collar,married,basic.6y,no,yes,no,6477,telephone,may,tue,1,999,0,1.1,93.994,-36.4,4.856,5191.0
32,technician,single,professional.course,no,yes,yes,18232,cellular,jul,thu,1,999,0,1.4,93.918,-42.7,4.968,5228.1
54,unemployed,married,basic.9y,no,yes,no,6197,cellular,nov,tue,1,999,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8
35,technician,divorced,professional.course,no,no,no,17667,cellular,jun,wed,1,13,2,-1.7,94.055,-39.8,0.7390000000000001,4991.6
56,management,married,university.degree,no,no,no,17306,cellular,nov,wed,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
48,blue-collar,married,unknown,unknown,unknown,unknown,7232,cellular,aug,thu,3,999,0,1.4,93.444,-36.1,4.968,5228.1
42,admin.,married,university.degree,no,yes,no,33590,cellular,nov,wed,2,999,0,-0.1,93.2,-42.0,4.12,5195.8
31,admin.,married,university.degree,no,no,no,10254,cellular,aug,thu,1,999,0,1.4,93.444,-36.1,4.964,5228.1
58,unemployed,married,basic.9y,no,yes,no,35219,cellular,apr,thu,1,6,1,-1.8,93.749,-34.6,0.644,5008.7
49,blue-collar,married,basic.9y,no,yes,no,25969,cellular,jul,thu,1,999,0,1.4,93.918,-42.7,4.963,5228.1
29,admin.,married,high.school,no,yes,no,37311,cellular,jul,tue,1,999,0,1.4,93.918,-42.7,4.962,5228.1
52,retired,divorced,basic.4y,no,yes,yes,4895,telephone,may,wed,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0
54,admin.,married,university.degree,no,yes,yes,34511,cellular,nov,tue,1,999,0,-3.4,92.649,-30.1,0.72,5017.5
37,blue-collar,married,basic.6y,unknown,yes,no,4084,telephone,jul,thu,1,999,0,1.4,93.918,-42.7,4.966,5228.1
37,management,married,university.degree,no,yes,no,8305,telephone,may,tue,1,999,0,1.1,93.994,-36.4,4.857,5191.0
46,blue-collar,married,basic.9y,no,yes,no,31701,cellular,aug,mon,3,999,0,1.4,93.444,-36.1,4.965,5228.1
32,blue-collar,married,basic.4y,no,yes,no,13209,cellular,jul,mon,4,999,0,1.4,93.918,-42.7,4.96,5228.1
53,technician,divorced,professional.course,no,no,no,6966,telephone,jul,thu,4,999,0,1.4,93.918,-42.7,4.966,5228.1
27,unemployed,single,university.degree,no,yes,yes,17939,cellular,jul,thu,2,999,0,1.4,93.918,-42.7,4.958,5228.1
34,admin.,divorced,university.degree,no,yes,no,12444,cellular,apr,fri,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
57,blue-collar,married,basic.4y,unknown,yes,no,8575,cellular,aug,wed,1,999,0,1.4,93.444,-36.1,4.964,5228.1
39,housemaid,married,basic.4y,no,yes,no,11115,telephone,may,tue,3,999,0,1.1,93.994,-36.4,4.857,5191.0
33,technician,married,high.school,no,no,no,38003,cellular,apr,mon,2,999,1,-1.8,93.075,-47.1,1.405,5099.1
48,blue-collar,married,basic.4y,unknown,yes,yes,12454,cellular,jul,fri,2,999,0,1.4,93.918,-42.7,4.963,5228.1
36,management,married,university.degree,no,no,no,10814,cellular,aug,wed,7,999,0,1.4,93.444,-36.1,4.964,5228.1
52,services,married,high.school,unknown,yes,yes,23857,cellular,aug,mon,2,999,0,1.4,93.444,-36.1,4.965,5228.1
39,blue-collar,married,high.school,no,yes,no,20174,telephone,may,fri,2,999,0,1.1,93.994,-36.4,4.855,5191.0
54,retired,divorced,basic.4y,unknown,no,yes,17831,cellular,jul,tue,5,999,0,1.4,93.918,-42.7,4.961,5228.1
40,technician,single,basic.9y,unknown,yes,yes,40347,cellular,nov,mon,1,999,1,-0.1,93.2,-42.0,4.191,5195.8
34,self-employed,single,university.degree,no,yes,no,17762,cellular,jul,wed,1,999,0,1.4,93.918,-42.7,4.963,5228.1
27,services,married,university.degree,no,no,no,26975,cellular,may,tue,1,999,0,-1.8,92.893,-46.2,1.266,5099.1
31,blue-collar,married,basic.9y,unknown,yes,no,7204,cellular,jun,mon,1,999,0,-2.9,92.963,-40.8,1.266,5076.2
31,admin.,single,university.degree,no,yes,no,35802,telephone,nov,fri,1,999,0,-0.1,93.2,-42.0,4.021,5195.8
41,blue-collar,married,basic.4y,unknown,yes,no,7207,cellular,may,tue,1,999,0,-1.8,92.893,-46.2,1.344,5099.1
31,technician,divorced,high.school,no,no,no,22422,cellular,aug,tue,3,999,0,1.4,93.444,-36.1,4.965,5228.1
43,admin.,single,university.degree,no,yes,no,37318,cellular,aug,wed,5,999,0,1.4,93.444,-36.1,4.964,5228.1
47,retired,single,basic.6y,unknown,yes,no,33980,cellular,jul,mon,2,999,0,1.4,93.918,-42.7,4.962,5228.1
56,blue-collar,married,basic.4y,unknown,yes,no,10587,cellular,jul,fri,1,999,0,1.4,93.918,-42.7,4.963,5228.1
36,services,divorced,professional.course,no,yes,no,20094,telephone,jul,tue,12,999,0,1.4,93.918,-42.7,4.961,5228.1
56,management,married,professional.course,no,no,no,31285,cellular,jul,wed,2,999,0,-2.9,92.469,-33.6,1.085,5076.2
39,services,married,high.school,no,yes,no,26635,cellular,may,thu,2,6,3,-1.8,93.876,-40.0,0.6829999999999999,5008.7
36,services,single,basic.6y,unknown,no,no,31699,telephone,jun,tue,1,999,0,1.4,94.465,-41.8,4.864,5228.1
38,admin.,divorced,basic.9y,no,yes,no,9522,cellular,apr,mon,4,999,0,-1.8,93.075,-47.1,1.405,5099.1
23,blue-collar,single,high.school,no,yes,no,14126,cellular,jul,wed,2,999,0,1.4,93.918,-42.7,4.957,5228.1
45,services,married,high.school,unknown,yes,no,33159,cellular,apr,mon,2,999,1,-1.8,93.075,-47.1,1.405,5099.1
54,blue-collar,married,basic.4y,unknown,yes,no,39200,cellular,aug,wed,1,999,0,1.4,93.444,-36.1,4.965,5228.1
36,technician,married,professional.course,no,yes,no,13426,cellular,aug,thu,3,999,0,1.4,93.444,-36.1,4.964,5228.1
42,blue-collar,married,basic.4y,unknown,no,no,14138,telephone,jun,thu,2,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1
38,services,married,basic.9y,no,yes,no,33477,cellular,apr,thu,1,999,1,-1.8,93.075,-47.1,1.483,5099.1
32,management,divorced,university.degree,no,no,no,17095,cellular,may,tue,3,999,0,-1.8,92.893,-46.2,1.344,5099.1
35,services,divorced,high.school,unknown,yes,no,34037,cellular,jul,mon,3,999,0,1.4,93.918,-42.7,4.96,5228.1
