contact,month,day_of_week,campaign,pdays,previous,poutcome,id
cellular,jul,thu,1,999,0,nonexistent,13056
cellular,may,fri,2,999,0,nonexistent,4499
cellular,may,wed,2,999,1,failure,30787
cellular,jul,tue,1,999,0,nonexistent,16691
cellular,apr,mon,2,999,0,nonexistent,8009
cellular,nov,wed,1,999,0,nonexistent,7902
cellular,aug,wed,2,999,0,nonexistent,38484
cellular,apr,fri,1,999,0,nonexistent,3606
cellular,jul,tue,5,999,0,nonexistent,2039
telephone,jul,thu,1,999,0,nonexistent,3761
cellular,jul,mon,5,999,0,nonexistent,32030
telephone,may,tue,3,999,0,nonexistent,10142
cellular,oct,thu,2,999,0,nonexistent,33336
telephone,may,thu,1,999,0,nonexistent,16573
telephone,may,tue,1,999,0,nonexistent,20318
cellular,nov,thu,1,999,1,failure,13062
telephone,jun,fri,2,999,0,nonexistent,4633
telephone,apr,mon,5,999,1,failure,9551
cellular,apr,tue,1,999,1,failure,33813
cellular,nov,mon,2,999,0,nonexistent,10041
telephone,may,tue,1,999,0,nonexistent,32893
cellular,nov,fri,1,999,1,failure,19556
cellular,jul,mon,10,999,0,nonexistent,33235
telephone,jun,tue,2,999,0,nonexistent,41091
cellular,sep,wed,1,999,1,failure,6084
cellular,aug,thu,2,999,0,nonexistent,5841
cellular,may,tue,7,999,0,nonexistent,38001
telephone,jun,mon,1,999,0,nonexistent,22603
cellular,jul,fri,30,999,0,nonexistent,21235
cellular,apr,thu,1,999,1,failure,25711
cellular,may,thu,3,999,0,nonexistent,36268
cellular,may,tue,1,999,1,failure,746
cellular,may,thu,4,999,0,nonexistent,872
cellular,may,wed,1,999,0,nonexistent,6955
cellular,aug,fri,5,999,0,nonexistent,14503
cellular,aug,thu,2,999,0,nonexistent,1876
telephone,may,tue,1,999,0,nonexistent,39006
cellular,may,tue,3,999,0,nonexistent,23031
cellular,aug,tue,6,999,0,nonexistent,16611
telephone,jun,tue,1,999,0,nonexistent,12374
telephone,jun,thu,2,999,0,nonexistent,17540
cellular,aug,wed,1,999,0,nonexistent,20951
telephone,may,fri,2,999,0,nonexistent,12175
telephone,may,tue,2,999,0,nonexistent,36940
cellular,aug,tue,1,999,0,nonexistent,16900
cellular,jul,thu,1,999,0,nonexistent,36185
telephone,jun,tue,2,999,0,nonexistent,26842
cellular,may,wed,3,999,0,nonexistent,3065
telephone,nov,tue,2,999,0,nonexistent,40703
telephone,jun,mon,1,999,0,nonexistent,20644
cellular,aug,thu,5,999,0,nonexistent,38679
cellular,may,mon,5,999,0,nonexistent,29366
cellular,aug,tue,2,999,0,nonexistent,24516
telephone,may,tue,1,999,0,nonexistent,31184
cellular,may,wed,6,999,1,failure,39257
telephone,may,wed,1,999,0,nonexistent,31769
telephone,jul,tue,8,999,0,nonexistent,26723
cellular,may,wed,4,999,0,nonexistent,37201
telephone,may,fri,1,999,0,nonexistent,34036
telephone,jul,mon,5,999,0,nonexistent,34374
cellular,jul,thu,2,999,0,nonexistent,23941
cellular,aug,mon,3,999,0,nonexistent,30311
telephone,nov,tue,1,999,0,nonexistent,39387
telephone,may,mon,2,999,0,nonexistent,40470
cellular,apr,mon,3,999,2,failure,32744
cellular,jul,mon,18,999,0,nonexistent,5815
cellular,may,wed,2,999,0,nonexistent,36546
telephone,may,tue,12,999,0,nonexistent,16796
telephone,may,thu,1,999,0,nonexistent,26418
cellular,aug,thu,1,999,0,nonexistent,28217
telephone,may,tue,2,999,0,nonexistent,38961
cellular,jul,thu,1,999,0,nonexistent,7125
cellular,oct,thu,1,999,1,failure,27806
cellular,jul,mon,4,999,0,nonexistent,9636
telephone,may,tue,1,999,0,nonexistent,10585
cellular,jul,fri,1,999,0,nonexistent,23511
cellular,nov,thu,2,999,1,failure,18892
cellular,aug,wed,4,999,0,nonexistent,28738
telephone,jun,fri,4,999,0,nonexistent,20984
telephone,jul,fri,9,999,0,nonexistent,35105
cellular,jul,thu,1,999,0,nonexistent,30478
telephone,may,mon,2,999,0,nonexistent,21703
cellular,apr,fri,1,999,0,nonexistent,3204
cellular,jul,mon,1,999,0,nonexistent,14866
cellular,aug,fri,1,999,0,nonexistent,467
cellular,nov,fri,3,999,0,nonexistent,16213
cellular,apr,mon,4,999,0,nonexistent,17172
cellular,jul,thu,1,999,0,nonexistent,38315
cellular,apr,thu,1,999,1,failure,35729
telephone,jul,tue,3,999,0,nonexistent,7458
telephone,jun,thu,1,999,0,nonexistent,2714
cellular,aug,tue,3,999,0,nonexistent,5822
telephone,aug,thu,4,999,0,nonexistent,23669
cellular,nov,mon,1,999,0,nonexistent,15894
cellular,may,fri,1,999,1,failure,12047
cellular,nov,fri,1,999,0,nonexistent,34393
cellular,aug,wed,3,999,0,nonexistent,40686
cellular,may,wed,2,999,0,nonexistent,27662
cellular,may,fri,1,999,1,failure,33877
cellular,aug,fri,4,999,0,nonexistent,32723
cellular,nov,thu,2,999,0,nonexistent,9746
cellular,oct,thu,1,999,0,nonexistent,32918
cellular,may,fri,2,999,0,nonexistent,23879
cellular,nov,thu,1,999,0,nonexistent,32286
cellular,may,fri,1,999,0,nonexistent,20524
telephone,jun,wed,1,999,0,nonexistent,23585
telephone,may,wed,3,999,0,nonexistent,26914
cellular,may,thu,3,999,0,nonexistent,30195
cellular,jul,thu,2,999,0,nonexistent,39862
cellular,nov,wed,2,999,0,nonexistent,30183
cellular,nov,thu,1,999,1,failure,33868
cellular,jul,mon,4,999,0,nonexistent,19708
telephone,may,mon,3,999,0,nonexistent,966
telephone,may,wed,1,999,0,nonexistent,28537
cellular,aug,mon,4,999,0,nonexistent,23639
cellular,aug,thu,1,999,0,nonexistent,38652
cellular,apr,thu,1,999,0,nonexistent,23132
cellular,may,thu,1,999,0,nonexistent,33534
telephone,may,mon,2,999,0,nonexistent,34907
cellular,nov,mon,1,999,0,nonexistent,35285
telephone,may,thu,1,999,0,nonexistent,1170
telephone,jun,tue,2,999,0,nonexistent,19150
telephone,may,fri,1,999,0,nonexistent,33788
telephone,nov,fri,3,999,1,failure,29029
cellular,jul,thu,3,999,0,nonexistent,36837
cellular,may,mon,5,999,1,failure,20210
cellular,aug,mon,3,999,0,nonexistent,14135
cellular,apr,thu,1,999,1,failure,26225
telephone,may,mon,2,999,0,nonexistent,18382
cellular,may,mon,2,999,1,failure,36991
telephone,may,tue,1,999,0,nonexistent,12933
telephone,may,fri,1,999,0,nonexistent,39834
cellular,aug,mon,5,999,0,nonexistent,9644
cellular,jun,wed,1,999,1,failure,12823
telephone,may,fri,4,999,0,nonexistent,17037
telephone,may,mon,1,999,0,nonexistent,20303
cellular,aug,tue,1,999,0,nonexistent,8602
telephone,may,wed,1,999,0,nonexistent,12695
telephone,jun,thu,1,999,0,nonexistent,5395
telephone,jun,thu,1,999,0,nonexistent,2200
cellular,jul,thu,1,999,0,nonexistent,15198
cellular,aug,tue,3,999,0,nonexistent,24812
cellular,jul,thu,2,999,0,nonexistent,24349
telephone,jul,wed,3,999,0,nonexistent,16030
telephone,jul,thu,1,999,0,nonexistent,27793
cellular,may,mon,4,999,1,failure,30885
cellular,mar,mon,2,11,2,success,38897
telephone,may,mon,10,999,0,nonexistent,40720
telephone,jun,mon,2,999,0,nonexistent,7018
telephone,may,thu,2,999,0,nonexistent,37631
telephone,apr,thu,3,999,0,nonexistent,1600
cellular,jul,thu,4,999,0,nonexistent,31723
cellular,jul,tue,1,999,0,nonexistent,18358
cellular,aug,wed,1,999,0,nonexistent,33102
telephone,may,wed,2,999,0,nonexistent,12056
telephone,jul,wed,5,999,0,nonexistent,27052
cellular,may,fri,1,999,1,failure,16475
cellular,nov,thu,2,999,0,nonexistent,34985
telephone,jul,thu,1,999,0,nonexistent,9800
cellular,may,tue,2,999,0,nonexistent,35346
cellular,may,mon,2,999,0,nonexistent,30117
telephone,may,tue,2,999,0,nonexistent,32347
telephone,jun,mon,1,999,0,nonexistent,29104
cellular,jul,tue,4,999,0,nonexistent,26775
telephone,apr,thu,1,999,0,nonexistent,1079
cellular,may,thu,2,999,0,nonexistent,26207
cellular,may,mon,1,999,0,nonexistent,7149
cellular,jul,thu,29,999,0,nonexistent,37366
cellular,jul,wed,1,999,0,nonexistent,28600
telephone,may,fri,6,999,0,nonexistent,39142
telephone,may,thu,3,999,0,nonexistent,17808
telephone,jun,fri,2,999,0,nonexistent,24605
cellular,may,tue,1,999,0,nonexistent,10085
telephone,may,wed,1,999,0,nonexistent,23127
cellular,may,wed,1,999,0,nonexistent,20492
telephone,may,tue,3,999,0,nonexistent,39835
cellular,apr,thu,1,999,0,nonexistent,2046
telephone,aug,thu,15,999,0,nonexistent,1910
telephone,jun,wed,3,999,0,nonexistent,17768
telephone,jun,mon,4,999,0,nonexistent,19394
cellular,aug,fri,5,999,0,nonexistent,37930
cellular,jul,wed,2,999,0,nonexistent,40368
cellular,jul,fri,2,999,0,nonexistent,31789
telephone,jun,tue,2,999,0,nonexistent,29844
cellular,aug,fri,2,999,0,nonexistent,10167
cellular,jul,mon,1,999,0,nonexistent,23022
cellular,nov,thu,1,999,0,nonexistent,45
telephone,may,thu,3,999,0,nonexistent,10356
cellular,apr,thu,10,999,0,nonexistent,22583
cellular,jul,mon,1,999,0,nonexistent,23183
cellular,nov,wed,1,999,0,nonexistent,38530
cellular,nov,mon,1,999,1,failure,24165
cellular,apr,wed,1,999,0,nonexistent,33815
cellular,apr,tue,1,999,0,nonexistent,26079
cellular,jul,tue,3,999,0,nonexistent,26616
cellular,nov,tue,1,999,0,nonexistent,21826
cellular,may,fri,1,999,0,nonexistent,1286
cellular,nov,fri,2,999,0,nonexistent,6248
telephone,may,mon,1,999,0,nonexistent,21585
cellular,aug,tue,1,999,0,nonexistent,40758
cellular,nov,tue,1,999,1,failure,24167
cellular,aug,tue,2,999,0,nonexistent,18014
telephone,may,thu,4,999,0,nonexistent,21124
telephone,nov,fri,4,999,1,failure,27151
telephone,may,wed,1,999,0,nonexistent,15934
cellular,apr,mon,2,999,1,failure,8694
cellular,may,mon,2,999,1,failure,23966
cellular,may,tue,1,999,0,nonexistent,13066
telephone,may,fri,7,999,0,nonexistent,12137
telephone,may,thu,6,999,0,nonexistent,14315
telephone,may,tue,1,999,0,nonexistent,21963
telephone,may,thu,2,999,0,nonexistent,11788
cellular,jun,tue,1,999,1,failure,32035
cellular,jul,fri,2,999,0,nonexistent,12457
telephone,jun,fri,1,999,0,nonexistent,17272
cellular,jul,wed,1,999,0,nonexistent,30307
cellular,jul,fri,1,999,0,nonexistent,22950
cellular,aug,tue,1,999,0,nonexistent,4313
cellular,apr,mon,1,999,0,nonexistent,38646
cellular,nov,mon,2,999,0,nonexistent,8883
cellular,may,mon,2,999,1,failure,4573
cellular,may,tue,4,999,0,nonexistent,16074
cellular,may,mon,1,999,1,failure,8697
cellular,apr,wed,1,999,0,nonexistent,36317
cellular,aug,tue,2,999,0,nonexistent,9954
telephone,may,tue,4,999,0,nonexistent,15665
telephone,may,mon,2,999,0,nonexistent,39165
cellular,may,fri,2,999,0,nonexistent,15776
telephone,jun,wed,2,999,0,nonexistent,1604
telephone,may,thu,2,999,0,nonexistent,29090
cellular,nov,tue,1,999,0,nonexistent,25131
cellular,may,wed,1,999,0,nonexistent,928
cellular,dec,mon,4,999,0,nonexistent,34000
cellular,jul,mon,15,999,0,nonexistent,32259
telephone,may,tue,2,999,0,nonexistent,17467
telephone,may,wed,1,999,0,nonexistent,28821
cellular,aug,wed,3,999,0,nonexistent,27608
telephone,may,tue,1,999,0,nonexistent,9822
cellular,may,fri,1,999,0,nonexistent,29264
cellular,oct,thu,6,6,3,failure,37891
telephone,jun,fri,2,999,0,nonexistent,4824
cellular,aug,mon,7,999,0,nonexistent,23948
telephone,jul,wed,5,999,0,nonexistent,1841
cellular,may,mon,1,999,0,nonexistent,14634
telephone,may,fri,3,999,0,nonexistent,3149
telephone,jun,mon,1,999,0,nonexistent,12354
cellular,apr,thu,1,999,0,nonexistent,39494
cellular,jul,wed,1,999,0,nonexistent,39784
cellular,jul,thu,24,999,0,nonexistent,6779
cellular,may,wed,1,999,0,nonexistent,15204
telephone,jun,thu,1,999,0,nonexistent,22228
telephone,may,tue,2,999,0,nonexistent,1262
telephone,jun,tue,3,999,0,nonexistent,625
telephone,jun,wed,1,999,0,nonexistent,9883
telephone,jun,fri,12,999,0,nonexistent,35197
cellular,jun,mon,1,999,0,nonexistent,21080
cellular,aug,tue,2,999,0,nonexistent,18757
telephone,jun,tue,5,999,0,nonexistent,8780
cellular,aug,thu,1,999,0,nonexistent,5375
telephone,may,tue,1,999,0,nonexistent,21664
cellular,aug,fri,1,999,0,nonexistent,37100
cellular,jul,thu,1,999,0,nonexistent,13408
telephone,jul,tue,1,999,0,nonexistent,11846
telephone,may,mon,7,999,0,nonexistent,434
telephone,may,wed,2,12,1,success,2998
telephone,jun,thu,4,999,0,nonexistent,3532
telephone,may,thu,1,999,0,nonexistent,17458
cellular,apr,tue,2,999,0,nonexistent,21043
cellular,jul,fri,1,999,0,nonexistent,6030
cellular,jul,mon,4,999,0,nonexistent,18966
telephone,may,thu,1,999,0,nonexistent,38108
cellular,may,fri,1,999,0,nonexistent,34521
cellular,may,mon,1,999,0,nonexistent,13515
cellular,apr,thu,2,999,0,nonexistent,2881
cellular,jul,thu,1,999,0,nonexistent,20493
telephone,may,thu,2,999,0,nonexistent,30396
cellular,nov,mon,1,999,0,nonexistent,26379
telephone,jun,thu,6,999,0,nonexistent,23156
cellular,may,fri,1,999,1,failure,20453
cellular,aug,tue,1,999,0,nonexistent,25740
telephone,may,mon,1,999,0,nonexistent,5238
cellular,nov,thu,1,999,0,nonexistent,8559
telephone,may,tue,1,999,0,nonexistent,4033
telephone,may,mon,1,999,0,nonexistent,39856
telephone,jun,wed,6,999,0,nonexistent,13775
cellular,jul,thu,2,999,0,nonexistent,17941
cellular,may,thu,3,999,0,nonexistent,6866
telephone,may,wed,6,999,0,nonexistent,1064
cellular,aug,mon,8,999,0,nonexistent,37511
cellular,apr,mon,2,4,1,success,1886
cellular,aug,wed,3,999,1,failure,28306
cellular,jul,thu,1,999,0,nonexistent,29523
cellular,may,wed,1,999,1,failure,40654
cellular,may,mon,1,999,0,nonexistent,38051
telephone,may,wed,2,999,0,nonexistent,33584
cellular,jul,tue,3,999,0,nonexistent,25135
cellular,sep,fri,1,999,0,nonexistent,34359
telephone,jul,thu,1,999,0,nonexistent,19366
cellular,jun,fri,2,999,0,nonexistent,27093
cellular,apr,mon,3,999,1,failure,29034
cellular,nov,thu,1,999,0,nonexistent,24693
cellular,aug,tue,2,999,0,nonexistent,28270
telephone,may,fri,2,999,0,nonexistent,2586
telephone,jun,fri,1,999,0,nonexistent,7792
cellular,jul,thu,4,999,0,nonexistent,27745
cellular,apr,tue,3,999,0,nonexistent,4554
cellular,apr,wed,4,999,0,nonexistent,438
cellular,may,thu,3,999,0,nonexistent,35534
cellular,oct,thu,1,3,1,success,31738
telephone,oct,tue,1,999,0,nonexistent,14711
cellular,aug,tue,1,999,0,nonexistent,38038
cellular,nov,fri,2,999,0,nonexistent,9213
cellular,jul,mon,3,999,0,nonexistent,16883
cellular,may,tue,1,999,0,nonexistent,23103
telephone,jun,thu,2,999,0,nonexistent,361
cellular,aug,tue,3,999,0,nonexistent,36882
cellular,may,mon,2,999,0,nonexistent,9296
cellular,apr,wed,2,999,0,nonexistent,17871
cellular,jul,mon,4,999,0,nonexistent,32751
telephone,jul,tue,4,999,0,nonexistent,3446
cellular,may,wed,3,999,0,nonexistent,38182
telephone,may,tue,1,999,0,nonexistent,36425
cellular,jul,mon,6,999,0,nonexistent,29919
cellular,apr,fri,1,999,1,failure,35210
telephone,may,wed,2,999,0,nonexistent,4906
telephone,jun,mon,2,999,0,nonexistent,5670
cellular,jul,mon,2,999,0,nonexistent,8413
telephone,may,mon,2,999,0,nonexistent,252
telephone,may,thu,7,999,0,nonexistent,16974
cellular,aug,fri,2,999,0,nonexistent,19248
cellular,nov,wed,2,999,0,nonexistent,3288
cellular,aug,wed,1,999,0,nonexistent,28213
telephone,may,tue,1,999,0,nonexistent,13552
cellular,may,thu,1,999,1,failure,37918
cellular,aug,fri,3,999,0,nonexistent,24457
cellular,aug,fri,2,999,0,nonexistent,4694
cellular,jul,thu,1,999,0,nonexistent,24731
telephone,may,fri,1,999,0,nonexistent,20177
cellular,sep,fri,3,999,0,nonexistent,32115
cellular,oct,fri,1,20,4,failure,7405
cellular,jul,thu,1,999,0,nonexistent,650
cellular,jul,thu,14,999,0,nonexistent,22865
telephone,may,tue,1,999,0,nonexistent,17507
cellular,apr,tue,2,999,0,nonexistent,35048
cellular,apr,thu,1,999,0,nonexistent,4963
telephone,may,thu,2,999,0,nonexistent,4061
cellular,aug,wed,3,999,0,nonexistent,20071
telephone,jun,fri,5,999,0,nonexistent,32786
telephone,jun,thu,1,999,0,nonexistent,20474
cellular,nov,thu,1,999,0,nonexistent,36418
cellular,may,wed,1,999,1,failure,13227
cellular,nov,mon,1,999,1,failure,29457
cellular,may,wed,2,999,1,failure,11988
telephone,may,wed,1,999,0,nonexistent,16335
cellular,jul,wed,11,999,0,nonexistent,790
telephone,may,wed,2,999,0,nonexistent,3869
cellular,nov,fri,4,999,0,nonexistent,26473
cellular,may,fri,1,999,1,failure,34587
telephone,may,tue,1,999,0,nonexistent,25549
telephone,jun,thu,3,999,0,nonexistent,2411
cellular,aug,thu,3,999,0,nonexistent,24953
cellular,jul,wed,10,999,0,nonexistent,31232
cellular,aug,mon,4,999,0,nonexistent,30716
cellular,nov,mon,3,999,0,nonexistent,20860
telephone,jun,wed,1,999,0,nonexistent,40869
cellular,nov,thu,1,999,0,nonexistent,12649
telephone,nov,fri,4,999,0,nonexistent,31713
telephone,may,fri,3,999,0,nonexistent,31678
cellular,sep,wed,1,999,0,nonexistent,23874
cellular,aug,wed,1,999,0,nonexistent,14705
cellular,aug,wed,2,999,0,nonexistent,30015
telephone,jul,mon,3,999,0,nonexistent,34734
telephone,jun,thu,1,999,0,nonexistent,35546
cellular,may,fri,2,999,0,nonexistent,16853
telephone,may,fri,1,999,0,nonexistent,16693
cellular,sep,mon,3,3,4,success,25963
cellular,may,tue,1,999,1,failure,23902
cellular,nov,fri,3,999,0,nonexistent,33163
cellular,apr,fri,1,999,2,failure,23145
telephone,nov,tue,1,999,0,nonexistent,22796
cellular,aug,thu,6,999,0,nonexistent,7080
cellular,aug,tue,1,999,0,nonexistent,27195
telephone,jun,thu,2,999,0,nonexistent,33954
telephone,apr,fri,3,6,1,success,20450
cellular,aug,fri,2,999,0,nonexistent,9029
telephone,may,mon,2,999,0,nonexistent,2211
cellular,apr,thu,1,999,1,failure,15046
cellular,jul,mon,2,999,0,nonexistent,18377
telephone,jun,fri,1,999,0,nonexistent,36230
cellular,jun,mon,1,999,0,nonexistent,15513
telephone,may,thu,2,999,0,nonexistent,13597
cellular,apr,thu,1,999,0,nonexistent,30489
cellular,may,mon,1,999,0,nonexistent,32406
cellular,may,tue,1,999,2,failure,8736
cellular,may,tue,1,6,1,success,40340
cellular,jul,thu,1,999,0,nonexistent,21117
cellular,jul,thu,2,999,0,nonexistent,1976
cellular,aug,fri,4,999,0,nonexistent,4661
cellular,aug,tue,3,999,0,nonexistent,7737
telephone,jun,thu,1,999,0,nonexistent,29603
cellular,jun,wed,1,999,0,nonexistent,4492
telephone,may,fri,2,999,0,nonexistent,22892
cellular,aug,mon,2,999,0,nonexistent,6531
cellular,jun,mon,1,999,0,nonexistent,17603
cellular,may,wed,1,999,0,nonexistent,3080
cellular,may,thu,1,999,0,nonexistent,17878
telephone,oct,fri,1,999,0,nonexistent,27010
cellular,nov,fri,2,999,0,nonexistent,25911
telephone,may,thu,3,999,0,nonexistent,29927
cellular,jul,fri,2,999,0,nonexistent,20766
cellular,aug,mon,3,999,0,nonexistent,41144
telephone,may,fri,1,999,0,nonexistent,29771
cellular,jul,mon,10,999,1,failure,9890
cellular,jul,fri,3,999,0,nonexistent,40177
telephone,jun,mon,5,999,0,nonexistent,4124
cellular,aug,fri,1,999,0,nonexistent,6114
cellular,may,wed,2,999,0,nonexistent,4926
cellular,aug,tue,5,999,0,nonexistent,3058
cellular,aug,thu,1,999,0,nonexistent,40881
cellular,jul,wed,1,999,0,nonexistent,789
telephone,may,mon,3,999,0,nonexistent,5366
telephone,may,wed,1,999,0,nonexistent,1601
cellular,may,mon,2,999,0,nonexistent,30973
telephone,sep,fri,1,999,0,nonexistent,16992
cellular,oct,tue,1,999,0,nonexistent,29071
cellular,apr,thu,1,999,0,nonexistent,13119
cellular,jul,fri,2,999,0,nonexistent,23957
cellular,aug,mon,3,999,0,nonexistent,11593
cellular,aug,thu,5,999,0,nonexistent,1335
cellular,jul,mon,1,999,0,nonexistent,17586
cellular,nov,wed,1,999,0,nonexistent,15440
cellular,jul,fri,2,999,0,nonexistent,28323
cellular,may,wed,4,999,0,nonexistent,17548
telephone,may,fri,4,999,0,nonexistent,38187
cellular,dec,mon,2,6,1,success,15901
cellular,aug,wed,1,999,0,nonexistent,14734
telephone,apr,wed,2,999,0,nonexistent,30930
cellular,jul,fri,3,999,0,nonexistent,40759
cellular,jul,mon,2,999,0,nonexistent,19341
cellular,may,mon,1,999,0,nonexistent,39687
cellular,aug,fri,1,999,0,nonexistent,37941
cellular,jul,wed,1,999,0,nonexistent,30241
cellular,jun,wed,1,3,2,success,20900
telephone,jun,mon,1,999,0,nonexistent,32993
telephone,jul,fri,2,999,0,nonexistent,31586
telephone,jun,fri,4,999,0,nonexistent,21841
cellular,may,mon,1,999,0,nonexistent,780
cellular,apr,fri,2,999,0,nonexistent,31945
cellular,aug,tue,1,999,0,nonexistent,1490
cellular,aug,tue,2,999,0,nonexistent,39104
cellular,aug,tue,1,999,0,nonexistent,4796
cellular,aug,wed,2,999,0,nonexistent,18801
cellular,apr,mon,1,999,1,failure,29009
telephone,jun,tue,2,999,0,nonexistent,28347
cellular,nov,thu,2,999,0,nonexistent,11388
cellular,jul,wed,1,999,0,nonexistent,32883
telephone,may,wed,2,999,0,nonexistent,1333
cellular,jul,fri,2,999,0,nonexistent,29281
telephone,may,tue,2,999,1,failure,10492
telephone,jul,tue,2,999,0,nonexistent,38771
telephone,jun,thu,1,999,0,nonexistent,28041
cellular,nov,wed,1,999,0,nonexistent,6159
cellular,may,mon,3,999,0,nonexistent,21580
cellular,may,tue,1,999,0,nonexistent,1116
cellular,apr,fri,2,999,0,nonexistent,27338
telephone,may,fri,1,999,0,nonexistent,11784
telephone,jun,tue,2,999,0,nonexistent,27847
cellular,jun,wed,1,999,0,nonexistent,16143
cellular,aug,fri,1,999,0,nonexistent,41126
telephone,may,tue,2,999,0,nonexistent,35879
cellular,may,tue,3,999,0,nonexistent,6260
telephone,jul,tue,2,999,0,nonexistent,40724
cellular,jul,thu,7,999,0,nonexistent,22194
telephone,may,mon,1,999,0,nonexistent,25950
cellular,jul,tue,1,999,0,nonexistent,30029
cellular,may,fri,4,999,1,failure,25340
cellular,may,wed,1,999,0,nonexistent,18415
cellular,apr,wed,2,999,0,nonexistent,31182
cellular,apr,mon,3,999,0,nonexistent,39219
cellular,jul,mon,7,999,0,nonexistent,30206
cellular,nov,thu,3,999,1,failure,899
cellular,may,mon,1,999,0,nonexistent,30695
telephone,may,fri,1,999,0,nonexistent,33664
telephone,may,tue,2,999,0,nonexistent,14710
cellular,apr,thu,1,999,0,nonexistent,7810
telephone,may,fri,5,999,0,nonexistent,12362
telephone,may,fri,2,999,0,nonexistent,9240
cellular,may,fri,1,999,1,failure,32633
telephone,jul,fri,1,999,0,nonexistent,41063
telephone,may,thu,3,999,0,nonexistent,37651
cellular,sep,wed,1,6,1,success,15851
cellular,may,thu,1,999,0,nonexistent,7823
cellular,may,wed,1,999,0,nonexistent,16524
cellular,apr,wed,1,999,1,failure,6222
cellular,aug,tue,2,999,0,nonexistent,22527
cellular,nov,wed,3,999,1,failure,17245
telephone,jun,thu,4,999,0,nonexistent,1075
cellular,jul,thu,5,999,0,nonexistent,40403
cellular,aug,tue,3,999,0,nonexistent,14433
telephone,jun,fri,4,999,0,nonexistent,19185
cellular,aug,tue,3,999,0,nonexistent,18404
telephone,jun,thu,1,999,0,nonexistent,38208
telephone,nov,thu,3,999,0,nonexistent,15075
cellular,aug,thu,2,999,0,nonexistent,37150
cellular,aug,tue,2,999,0,nonexistent,23521
telephone,jun,thu,2,999,0,nonexistent,40791
telephone,may,mon,7,999,0,nonexistent,7108
telephone,jun,fri,1,999,0,nonexistent,39345
telephone,jun,mon,2,999,0,nonexistent,21231
cellular,aug,tue,5,999,0,nonexistent,28879
cellular,jul,fri,9,999,1,failure,27265
telephone,may,fri,2,999,0,nonexistent,4826
telephone,may,fri,1,999,0,nonexistent,16679
telephone,jun,tue,1,999,0,nonexistent,14414
cellular,apr,mon,3,999,1,failure,30422
cellular,aug,fri,10,999,0,nonexistent,4534
cellular,aug,fri,1,999,0,nonexistent,19081
cellular,apr,thu,1,999,0,nonexistent,5715
telephone,may,thu,1,999,0,nonexistent,8810
cellular,jul,wed,3,999,0,nonexistent,27789
telephone,jun,fri,5,999,0,nonexistent,9998
cellular,aug,wed,2,999,0,nonexistent,5824
cellular,apr,mon,2,6,2,success,27534
telephone,jun,fri,1,999,0,nonexistent,14091
telephone,jun,thu,2,999,0,nonexistent,5772
cellular,may,wed,1,999,0,nonexistent,9393
telephone,may,thu,2,999,0,nonexistent,8563
telephone,may,mon,3,999,0,nonexistent,26843
cellular,jul,thu,3,999,0,nonexistent,8098
cellular,jul,tue,1,999,0,nonexistent,30534
cellular,may,tue,1,999,1,failure,37862
telephone,nov,mon,2,6,1,success,9621
cellular,aug,fri,1,999,0,nonexistent,39106
cellular,may,tue,2,999,0,nonexistent,21869
cellular,aug,thu,4,999,0,nonexistent,15375
telephone,aug,fri,1,999,0,nonexistent,41178
cellular,jul,fri,1,999,0,nonexistent,11251
cellular,aug,tue,1,999,0,nonexistent,4443
telephone,may,fri,6,6,1,success,2219
cellular,aug,wed,11,999,0,nonexistent,23070
cellular,apr,thu,1,999,0,nonexistent,27603
telephone,may,tue,1,999,0,nonexistent,17628
telephone,may,tue,1,999,0,nonexistent,3095
cellular,aug,fri,2,999,0,nonexistent,37657
telephone,may,tue,1,999,0,nonexistent,9038
cellular,jul,mon,3,999,0,nonexistent,25471
telephone,may,thu,2,999,0,nonexistent,37423
cellular,jul,thu,1,999,0,nonexistent,18762
telephone,may,tue,1,999,0,nonexistent,30456
telephone,jun,wed,1,999,0,nonexistent,6591
cellular,aug,tue,1,999,0,nonexistent,19078
cellular,may,thu,2,999,0,nonexistent,29236
cellular,nov,wed,2,999,0,nonexistent,1819
telephone,jul,fri,1,999,0,nonexistent,2352
cellular,apr,thu,1,999,0,nonexistent,40083
telephone,jun,thu,1,999,0,nonexistent,37593
cellular,may,thu,4,999,0,nonexistent,9294
cellular,aug,fri,1,999,0,nonexistent,4451
telephone,may,thu,1,999,0,nonexistent,21957
telephone,may,tue,5,999,0,nonexistent,31415
telephone,jun,wed,2,999,0,nonexistent,12664
cellular,aug,fri,1,999,0,nonexistent,4767
cellular,may,mon,4,999,1,failure,27992
cellular,may,mon,2,999,1,failure,7714
cellular,jun,tue,1,999,1,failure,15684
cellular,apr,fri,2,999,1,failure,29817
telephone,may,thu,1,999,0,nonexistent,15169
telephone,may,thu,2,999,0,nonexistent,14974
cellular,nov,fri,3,999,0,nonexistent,17569
cellular,aug,mon,2,999,0,nonexistent,31279
cellular,may,thu,1,999,0,nonexistent,22067
cellular,aug,fri,1,999,0,nonexistent,23433
telephone,may,tue,1,999,0,nonexistent,27469
telephone,jun,tue,1,999,0,nonexistent,16196
cellular,may,wed,6,999,2,failure,40773
cellular,aug,mon,1,999,0,nonexistent,30501
cellular,apr,fri,3,999,1,failure,38462
