age,job,marital,education,default,housing,loan,id
51,technician,divorced,professional.course,no,yes,no,9334
34,services,single,professional.course,unknown,yes,no,10581
22,student,single,high.school,no,yes,yes,13171
38,blue-collar,single,high.school,no,yes,no,5410
40,admin.,married,high.school,no,no,no,10921
50,services,single,basic.4y,no,no,no,40298
31,blue-collar,married,basic.9y,no,no,no,21878
37,services,married,high.school,no,no,no,32572
33,technician,single,professional.course,no,yes,no,12409
42,self-employed,married,university.degree,no,no,no,25916
33,entrepreneur,married,high.school,no,yes,no,1800
63,retired,married,professional.course,no,yes,no,6373
38,housemaid,married,university.degree,no,no,no,27680
51,entrepreneur,married,university.degree,no,no,no,13307
32,services,married,high.school,no,yes,no,39493
51,technician,married,high.school,no,yes,no,39431
39,admin.,married,high.school,no,yes,no,32132
62,services,married,high.school,no,yes,no,33851
26,admin.,single,high.school,no,yes,no,34575
47,services,married,high.school,no,no,no,40521
46,admin.,single,high.school,no,unknown,unknown,17849
50,entrepreneur,married,university.degree,no,no,no,27594
41,admin.,married,high.school,no,yes,no,4129
40,admin.,married,basic.9y,unknown,yes,no,11986
29,admin.,single,university.degree,no,yes,yes,27387
42,management,married,university.degree,no,no,no,10673
47,services,married,basic.6y,no,yes,yes,29897
33,services,single,high.school,no,unknown,unknown,37239
28,blue-collar,single,basic.9y,no,yes,no,30950
28,blue-collar,married,basic.4y,unknown,no,yes,1273
57,admin.,divorced,basic.9y,no,no,no,9519
36,technician,married,professional.course,no,no,no,35928
44,management,married,basic.6y,no,yes,yes,38398
35,entrepreneur,married,basic.9y,no,yes,no,24493
35,unknown,married,basic.9y,no,no,no,38133
34,unemployed,married,basic.4y,unknown,yes,no,35241
39,blue-collar,married,basic.6y,unknown,no,no,17246
45,admin.,divorced,basic.9y,unknown,yes,no,40844
39,housemaid,married,basic.9y,no,yes,yes,3661
34,admin.,divorced,university.degree,no,yes,no,40915
53,entrepreneur,married,unknown,no,yes,no,1148
51,admin.,single,university.degree,unknown,no,no,27972
42,technician,married,professional.course,no,yes,no,39461
56,retired,married,university.degree,no,no,no,28594
44,self-employed,married,professional.course,no,yes,no,17479
41,admin.,married,professional.course,unknown,yes,no,16812
50,technician,married,professional.course,unknown,yes,no,28075
26,technician,single,professional.course,no,yes,no,868
36,management,single,university.degree,no,no,no,32563
38,technician,married,university.degree,no,yes,yes,8363
32,technician,married,unknown,unknown,yes,no,31667
50,blue-collar,married,basic.4y,unknown,no,no,33939
31,technician,married,university.degree,no,yes,no,27346
28,blue-collar,married,basic.6y,no,yes,no,9780
33,entrepreneur,married,university.degree,no,yes,no,22258
25,unemployed,married,university.degree,no,no,no,14403
38,admin.,single,university.degree,unknown,yes,no,10435
33,technician,single,university.degree,no,no,no,17705
27,admin.,single,university.degree,no,yes,no,37957
31,entrepreneur,single,basic.9y,no,no,no,40950
54,entrepreneur,married,basic.4y,unknown,yes,no,27115
28,blue-collar,married,basic.9y,no,no,no,26334
32,admin.,married,university.degree,no,yes,yes,3843
35,services,married,high.school,no,no,no,23289
56,admin.,divorced,unknown,no,no,no,11602
24,unknown,single,university.degree,no,yes,yes,29192
47,services,single,unknown,no,unknown,unknown,10929
40,blue-collar,married,basic.6y,no,yes,no,9832
37,admin.,married,university.degree,no,no,no,36908
49,technician,divorced,professional.course,no,yes,no,7697
45,blue-collar,married,unknown,no,yes,yes,18959
44,technician,single,university.degree,no,yes,no,21505
39,entrepreneur,divorced,basic.4y,no,no,no,31560
89,retired,divorced,basic.4y,no,yes,no,21885
37,unemployed,married,university.degree,no,yes,no,35025
24,student,single,basic.9y,no,yes,no,40304
37,entrepreneur,divorced,high.school,no,no,yes,35257
29,services,single,high.school,no,no,yes,18552
47,management,married,unknown,no,no,no,13056
34,services,divorced,high.school,no,yes,yes,4499
42,blue-collar,married,basic.4y,no,no,no,30787
37,technician,married,professional.course,unknown,yes,yes,16691
23,student,single,high.school,no,no,no,8009
39,self-employed,married,university.degree,unknown,no,no,7902
60,retired,married,professional.course,no,no,no,38484
40,self-employed,married,university.degree,no,no,no,3606
32,management,divorced,university.degree,no,no,no,2039
39,technician,single,professional.course,no,yes,no,3761
44,services,divorced,high.school,no,yes,no,32030
29,services,divorced,high.school,no,yes,no,10142
61,technician,married,professional.course,no,no,no,33336
41,admin.,married,basic.4y,unknown,no,yes,16573
40,blue-collar,married,basic.6y,unknown,no,no,20318
31,management,single,university.degree,no,no,no,13062
37,unemployed,single,professional.course,no,no,no,4633
43,technician,divorced,professional.course,unknown,yes,no,9551
45,services,married,professional.course,no,no,no,33813
40,admin.,single,high.school,unknown,unknown,unknown,10041
29,self-employed,married,university.degree,unknown,yes,no,32893
32,admin.,married,university.degree,no,yes,no,19556
36,admin.,married,university.degree,no,yes,no,33235
29,management,single,university.degree,no,no,no,41091
72,retired,married,professional.course,no,no,no,6084
49,admin.,married,high.school,no,no,no,5841
55,blue-collar,married,basic.9y,unknown,no,yes,38001
59,housemaid,married,basic.4y,no,no,yes,22603
58,services,married,high.school,no,yes,no,21235
45,blue-collar,married,unknown,no,yes,no,25711
46,blue-collar,married,basic.9y,unknown,yes,no,36268
41,admin.,married,high.school,no,yes,no,746
27,admin.,single,basic.9y,no,yes,yes,872
38,housemaid,divorced,university.degree,no,yes,no,6955
60,management,married,university.degree,no,unknown,unknown,14503
39,admin.,married,university.degree,no,no,no,1876
35,entrepreneur,married,high.school,no,no,no,39006
37,technician,married,university.degree,no,yes,no,23031
38,technician,single,high.school,unknown,no,no,16611
37,unemployed,married,high.school,no,yes,no,12374
59,retired,married,basic.9y,no,no,yes,17540
34,unemployed,single,university.degree,no,no,no,20951
47,services,married,professional.course,no,yes,no,12175
60,admin.,married,university.degree,unknown,no,no,36940
46,blue-collar,married,basic.6y,unknown,no,yes,16900
32,admin.,single,basic.9y,no,no,no,36185
43,blue-collar,single,professional.course,no,yes,no,26842
29,management,married,university.degree,no,no,no,3065
49,entrepreneur,married,high.school,no,no,no,40703
37,technician,married,basic.9y,no,no,no,20644
35,technician,married,university.degree,unknown,no,no,38679
49,admin.,divorced,university.degree,no,no,no,29366
55,management,married,university.degree,no,yes,no,24516
52,unknown,married,basic.4y,no,no,no,31184
30,blue-collar,single,basic.9y,no,yes,no,39257
25,blue-collar,married,basic.9y,unknown,yes,no,31769
32,blue-collar,single,high.school,no,no,no,26723
32,technician,single,university.degree,no,yes,no,37201
47,admin.,single,university.degree,no,yes,yes,34036
31,admin.,married,basic.9y,unknown,yes,no,34374
51,admin.,married,university.degree,unknown,no,no,23941
31,unemployed,single,university.degree,no,yes,no,30311
41,blue-collar,married,basic.6y,no,yes,yes,39387
43,services,married,high.school,no,no,no,40470
39,admin.,married,university.degree,no,no,no,32744
39,admin.,single,university.degree,no,yes,yes,5815
31,services,single,high.school,no,no,no,36546
31,unemployed,single,professional.course,no,no,no,16796
45,housemaid,divorced,university.degree,no,yes,no,26418
66,retired,married,basic.6y,no,yes,no,28217
27,blue-collar,married,basic.9y,unknown,yes,no,38961
45,services,married,basic.9y,unknown,yes,yes,7125
71,retired,married,basic.4y,no,yes,no,27806
32,blue-collar,single,basic.4y,no,no,no,9636
47,blue-collar,married,unknown,unknown,no,no,10585
52,blue-collar,married,basic.4y,unknown,no,no,23511
29,admin.,single,high.school,no,yes,no,18892
30,technician,single,professional.course,no,no,no,28738
30,admin.,divorced,high.school,no,yes,no,20984
47,admin.,single,university.degree,no,no,yes,35105
43,admin.,married,high.school,no,yes,no,30478
27,admin.,single,university.degree,no,no,no,21703
41,admin.,married,university.degree,no,no,no,3204
41,technician,divorced,high.school,no,yes,no,14866
32,technician,single,university.degree,no,no,no,467
30,services,single,university.degree,no,yes,no,16213
37,blue-collar,married,professional.course,no,yes,no,17172
54,blue-collar,married,basic.9y,unknown,yes,no,38315
43,services,married,high.school,no,no,no,35729
46,blue-collar,married,basic.6y,unknown,yes,no,7458
45,admin.,married,basic.9y,unknown,yes,no,2714
48,blue-collar,married,basic.9y,no,yes,no,5822
38,management,married,university.degree,no,yes,no,23669
31,management,married,university.degree,no,yes,no,15894
42,services,married,high.school,no,no,no,12047
48,admin.,married,university.degree,no,no,no,34393
53,admin.,married,high.school,no,no,yes,40686
32,admin.,married,high.school,no,yes,yes,27662
39,admin.,divorced,high.school,no,no,yes,33877
31,unemployed,married,university.degree,no,yes,no,32723
32,technician,married,professional.course,no,no,no,9746
42,management,divorced,unknown,no,yes,no,32918
32,management,married,university.degree,no,no,no,23879
32,admin.,single,high.school,no,yes,no,32286
32,technician,single,university.degree,no,unknown,unknown,20524
32,housemaid,married,university.degree,no,yes,no,23585
56,retired,married,university.degree,no,yes,no,26914
27,admin.,married,professional.course,no,no,no,30195
30,admin.,single,university.degree,no,no,no,39862
51,housemaid,married,high.school,no,no,no,30183
46,admin.,married,high.school,no,yes,no,33868
36,technician,divorced,professional.course,no,yes,yes,19708
48,blue-collar,married,basic.6y,unknown,no,no,966
33,blue-collar,married,basic.9y,unknown,yes,no,28537
31,technician,single,university.degree,no,no,no,23639
57,admin.,married,university.degree,unknown,yes,no,38652
51,technician,married,professional.course,no,yes,no,23132
43,blue-collar,married,basic.6y,no,yes,yes,33534
41,technician,married,basic.9y,no,no,no,34907
35,management,married,university.degree,no,yes,no,35285
40,services,married,high.school,no,no,no,1170
38,admin.,married,university.degree,no,no,no,19150
53,blue-collar,married,basic.9y,unknown,yes,no,33788
34,admin.,married,university.degree,no,no,no,29029
49,blue-collar,divorced,basic.6y,unknown,yes,no,36837
40,admin.,single,high.school,no,no,no,20210
30,blue-collar,married,high.school,unknown,yes,no,14135
36,admin.,married,university.degree,no,yes,no,26225
39,blue-collar,married,high.school,no,yes,no,18382
36,self-employed,married,university.degree,no,no,yes,36991
39,services,married,high.school,unknown,yes,no,12933
39,management,married,university.degree,no,no,no,39834
42,admin.,divorced,university.degree,no,yes,no,9644
50,admin.,single,basic.9y,no,unknown,unknown,12823
41,unemployed,married,basic.9y,unknown,yes,no,17037
41,technician,married,professional.course,no,no,no,20303
41,blue-collar,divorced,basic.9y,no,no,no,8602
35,technician,divorced,professional.course,no,no,no,12695
35,self-employed,married,basic.4y,unknown,no,no,5395
36,blue-collar,married,basic.4y,no,no,no,2200
54,blue-collar,divorced,basic.4y,unknown,no,no,15198
33,technician,single,university.degree,no,yes,no,24812
30,technician,single,university.degree,no,yes,no,24349
44,admin.,married,high.school,no,no,no,16030
48,entrepreneur,married,basic.6y,no,yes,no,27793
39,admin.,single,university.degree,no,yes,yes,30885
30,technician,unknown,university.degree,no,no,no,38897
48,blue-collar,married,basic.6y,no,no,no,40720
29,blue-collar,married,basic.9y,no,no,no,7018
57,technician,divorced,basic.4y,no,yes,no,37631
50,admin.,married,university.degree,no,yes,yes,1600
32,admin.,divorced,high.school,no,unknown,unknown,31723
50,technician,married,professional.course,unknown,no,yes,18358
31,admin.,single,university.degree,no,yes,no,33102
27,blue-collar,married,basic.9y,no,no,no,12056
43,technician,married,basic.9y,no,no,yes,27052
34,blue-collar,married,basic.9y,no,no,no,16475
31,services,divorced,high.school,no,yes,no,34985
57,blue-collar,married,basic.4y,no,yes,no,9800
36,services,single,high.school,no,yes,no,35346
26,student,single,basic.4y,no,no,yes,30117
30,blue-collar,single,unknown,no,yes,yes,32347
46,self-employed,divorced,basic.9y,no,yes,no,29104
42,admin.,single,university.degree,no,no,no,26775
23,blue-collar,single,basic.4y,no,yes,no,1079
29,admin.,single,high.school,no,yes,no,26207
41,technician,single,professional.course,no,no,no,7149
29,technician,single,high.school,no,no,no,37366
47,blue-collar,married,basic.4y,no,no,no,28600
51,admin.,divorced,university.degree,unknown,no,no,39142
49,admin.,married,high.school,no,no,yes,17808
32,admin.,single,high.school,no,no,yes,24605
43,blue-collar,married,basic.9y,unknown,yes,no,10085
45,blue-collar,married,basic.9y,unknown,yes,no,23127
48,entrepreneur,married,basic.6y,no,no,no,20492
59,retired,divorced,basic.4y,no,no,no,39835
39,services,married,university.degree,no,no,no,2046
41,self-employed,married,basic.6y,no,yes,no,1910
45,blue-collar,married,basic.9y,unknown,no,no,17768
33,technician,married,professional.course,no,no,no,19394
34,technician,divorced,professional.course,no,yes,no,37930
29,technician,married,university.degree,no,yes,no,40368
55,entrepreneur,married,professional.course,unknown,yes,no,31789
32,self-employed,married,basic.9y,no,yes,yes,29844
37,entrepreneur,married,basic.6y,no,yes,no,10167
29,blue-collar,married,basic.6y,no,no,no,23022
36,management,married,high.school,unknown,yes,no,45
31,services,single,high.school,unknown,yes,no,10356
40,self-employed,married,university.degree,no,no,no,22583
33,admin.,single,high.school,no,no,no,23183
48,admin.,single,university.degree,no,no,no,38530
39,admin.,married,high.school,no,no,no,24165
29,admin.,single,university.degree,no,yes,no,33815
34,unemployed,single,university.degree,no,yes,no,26079
43,services,divorced,unknown,unknown,yes,no,26616
37,admin.,married,university.degree,no,no,no,21826
33,admin.,married,university.degree,no,yes,no,1286
34,admin.,single,university.degree,no,no,no,6248
32,management,married,high.school,no,yes,no,21585
45,unknown,married,high.school,unknown,yes,no,40758
46,admin.,single,university.degree,no,no,yes,24167
49,services,married,high.school,no,yes,no,18014
36,admin.,divorced,university.degree,no,no,no,21124
67,retired,married,basic.4y,no,no,no,27151
44,blue-collar,divorced,unknown,no,yes,yes,15934
29,services,single,high.school,no,no,no,8694
26,admin.,single,high.school,no,yes,no,23966
39,services,divorced,professional.course,no,yes,yes,13066
28,blue-collar,married,basic.6y,unknown,yes,no,12137
22,student,single,high.school,no,yes,no,14315
42,housemaid,single,basic.4y,unknown,yes,no,21963
27,services,single,high.school,unknown,no,no,11788
37,admin.,married,university.degree,no,yes,no,32035
31,services,married,high.school,no,no,yes,12457
47,admin.,married,high.school,unknown,no,yes,17272
41,housemaid,divorced,basic.9y,unknown,no,yes,30307
54,retired,married,professional.course,no,yes,no,22950
64,unknown,married,unknown,no,no,no,4313
34,blue-collar,married,basic.9y,no,yes,no,38646
35,management,married,university.degree,no,yes,no,8883
81,retired,married,basic.9y,no,no,no,4573
28,services,single,high.school,no,yes,no,16074
34,admin.,unknown,university.degree,no,yes,yes,8697
24,student,single,high.school,no,yes,no,36317
50,blue-collar,married,unknown,no,yes,yes,9954
39,blue-collar,married,basic.9y,unknown,no,no,15665
41,services,married,high.school,unknown,yes,no,39165
25,blue-collar,single,basic.4y,no,yes,no,15776
54,admin.,divorced,unknown,unknown,no,no,1604
36,management,married,university.degree,no,yes,no,29090
54,retired,married,high.school,no,no,no,25131
39,blue-collar,divorced,basic.6y,unknown,yes,no,928
63,retired,married,professional.course,no,no,no,34000
39,admin.,married,university.degree,no,yes,no,32259
30,admin.,married,university.degree,no,no,no,17467
48,entrepreneur,married,university.degree,no,yes,no,28821
31,admin.,single,university.degree,no,yes,no,27608
46,admin.,divorced,university.degree,no,yes,yes,9822
36,services,married,high.school,unknown,yes,yes,29264
51,technician,married,professional.course,no,yes,no,37891
48,management,married,basic.9y,no,yes,no,4824
32,technician,single,university.degree,no,no,no,23948
41,management,married,university.degree,no,no,no,1841
35,admin.,single,university.degree,no,no,no,14634
32,blue-collar,married,basic.9y,no,yes,no,3149
57,blue-collar,divorced,unknown,unknown,no,no,12354
32,admin.,single,university.degree,no,no,no,39494
23,admin.,single,professional.course,no,no,no,39784
55,retired,married,high.school,no,yes,no,6779
31,blue-collar,married,basic.6y,unknown,no,no,15204
47,management,divorced,university.degree,no,no,no,22228
45,blue-collar,married,basic.4y,unknown,yes,no,1262
33,blue-collar,married,basic.9y,no,no,yes,625
35,entrepreneur,single,professional.course,no,no,no,9883
31,blue-collar,married,basic.6y,no,yes,no,35197
39,admin.,married,university.degree,no,no,no,21080
33,admin.,single,university.degree,no,yes,no,18757
50,admin.,married,high.school,unknown,yes,no,8780
31,technician,divorced,university.degree,no,yes,no,5375
31,admin.,single,high.school,no,no,no,21664
34,technician,married,professional.course,no,no,no,37100
48,entrepreneur,married,university.degree,no,yes,no,13408
47,technician,single,unknown,no,yes,yes,11846
31,technician,single,professional.course,unknown,yes,no,434
51,self-employed,married,basic.9y,no,no,no,2998
26,blue-collar,single,basic.9y,unknown,no,no,3532
53,blue-collar,married,high.school,unknown,no,yes,17458
61,technician,married,university.degree,no,no,no,21043
37,blue-collar,divorced,basic.9y,no,yes,no,6030
55,admin.,divorced,professional.course,unknown,no,no,18966
44,technician,married,professional.course,no,yes,no,38108
33,blue-collar,married,basic.9y,no,no,no,34521
52,admin.,married,high.school,no,yes,no,13515
52,retired,married,basic.4y,unknown,yes,yes,2881
50,entrepreneur,married,basic.4y,unknown,no,no,20493
54,admin.,married,university.degree,unknown,no,yes,30396
31,blue-collar,married,basic.9y,no,no,yes,26379
38,admin.,married,university.degree,no,yes,no,23156
35,technician,divorced,professional.course,no,no,no,20453
41,technician,single,professional.course,no,unknown,unknown,25740
42,blue-collar,married,basic.6y,unknown,no,no,5238
50,blue-collar,married,professional.course,unknown,no,no,8559
27,services,single,professional.course,no,yes,yes,4033
38,technician,single,university.degree,no,no,yes,39856
38,blue-collar,divorced,basic.6y,no,yes,no,13775
27,blue-collar,divorced,unknown,no,no,no,17941
36,blue-collar,married,basic.9y,no,no,no,6866
48,blue-collar,married,basic.9y,unknown,yes,no,1064
49,services,married,high.school,no,yes,no,37511
71,retired,married,basic.4y,no,no,no,1886
54,management,married,high.school,no,no,no,28306
36,blue-collar,married,basic.9y,unknown,yes,no,29523
30,blue-collar,single,high.school,no,no,no,40654
37,admin.,married,high.school,unknown,no,no,38051
53,retired,married,high.school,unknown,no,no,33584
27,self-employed,single,professional.course,no,yes,no,25135
54,admin.,married,university.degree,no,no,yes,34359
24,admin.,single,high.school,no,yes,yes,19366
21,student,single,university.degree,no,no,no,27093
31,technician,married,professional.course,no,no,no,29034
39,technician,married,university.degree,no,yes,yes,24693
32,technician,married,university.degree,no,no,yes,28270
36,blue-collar,married,basic.4y,unknown,yes,no,2586
40,technician,married,professional.course,no,no,no,7792
23,blue-collar,single,basic.9y,no,yes,no,27745
46,blue-collar,divorced,basic.9y,no,no,no,4554
20,student,single,unknown,no,yes,no,438
48,technician,married,basic.9y,no,no,no,35534
40,services,married,professional.course,no,yes,no,31738
34,admin.,single,university.degree,no,no,no,14711
50,blue-collar,married,basic.4y,unknown,yes,no,38038
31,technician,married,professional.course,no,yes,no,9213
55,blue-collar,divorced,basic.4y,no,yes,no,16883
27,blue-collar,single,basic.9y,no,no,no,23103
32,technician,married,professional.course,no,no,no,361
33,technician,married,professional.course,no,no,no,36882
36,entrepreneur,married,basic.9y,no,no,no,9296
46,admin.,married,university.degree,no,yes,no,17871
32,technician,married,professional.course,no,yes,yes,32751
37,admin.,single,high.school,no,yes,no,3446
43,admin.,married,high.school,no,no,no,38182
37,services,married,high.school,no,yes,no,36425
56,services,divorced,high.school,no,no,no,29919
37,services,married,high.school,no,no,yes,35210
41,admin.,single,high.school,no,no,no,4906
43,admin.,single,high.school,no,no,no,5670
29,services,married,high.school,no,yes,no,8413
42,technician,single,unknown,no,no,no,252
30,technician,married,basic.9y,no,yes,no,16974
44,services,married,high.school,unknown,yes,no,19248
34,admin.,married,basic.6y,no,yes,yes,3288
54,blue-collar,married,basic.4y,unknown,yes,no,28213
53,technician,married,professional.course,no,no,no,13552
36,blue-collar,married,basic.9y,no,yes,no,37918
41,self-employed,married,university.degree,no,yes,no,24457
54,services,married,high.school,no,yes,no,4694
26,admin.,married,high.school,no,no,no,24731
49,admin.,divorced,high.school,no,yes,no,20177
40,unemployed,married,professional.course,no,yes,no,32115
27,student,single,unknown,no,yes,no,7405
38,blue-collar,married,basic.9y,no,no,no,650
49,technician,married,unknown,unknown,yes,no,22865
41,admin.,married,high.school,no,no,no,17507
75,retired,married,basic.4y,no,no,no,35048
35,admin.,single,high.school,no,yes,no,4963
39,technician,married,professional.course,no,no,no,4061
37,admin.,married,university.degree,no,no,no,20071
27,technician,single,professional.course,no,no,no,32786
40,blue-collar,married,basic.9y,unknown,no,no,20474
29,admin.,single,university.degree,no,no,no,36418
41,admin.,married,high.school,no,no,no,13227
38,admin.,married,high.school,no,yes,no,29457
38,self-employed,married,basic.9y,no,yes,no,11988
42,unemployed,single,basic.4y,unknown,yes,no,16335
25,admin.,single,high.school,no,yes,no,790
28,blue-collar,single,basic.9y,no,no,no,3869
44,blue-collar,married,basic.6y,no,yes,no,26473
39,technician,married,unknown,no,yes,yes,34587
37,blue-collar,married,basic.9y,no,no,no,25549
26,blue-collar,single,basic.9y,no,yes,no,2411
48,blue-collar,married,basic.4y,unknown,no,no,24953
42,blue-collar,married,basic.4y,no,no,no,31232
32,management,married,university.degree,no,no,no,30716
55,admin.,married,basic.9y,no,no,no,20860
53,blue-collar,married,basic.9y,no,no,no,40869
32,blue-collar,single,basic.4y,no,no,no,12649
55,technician,single,professional.course,no,yes,yes,31713
40,blue-collar,married,basic.9y,unknown,yes,no,31678
32,self-employed,single,university.degree,no,yes,no,23874
48,blue-collar,married,professional.course,no,yes,no,14705
32,admin.,married,university.degree,no,yes,no,30015
32,admin.,single,university.degree,no,no,no,34734
28,blue-collar,married,basic.9y,unknown,unknown,unknown,35546
32,services,single,high.school,no,yes,no,16853
41,management,single,high.school,no,yes,no,16693
82,retired,married,university.degree,unknown,no,no,25963
23,blue-collar,single,basic.9y,no,yes,no,23902
40,management,married,university.degree,no,no,no,33163
44,services,married,high.school,no,yes,no,23145
35,management,single,university.degree,no,no,no,22796
31,admin.,single,university.degree,no,yes,no,7080
52,technician,divorced,professional.course,no,no,no,27195
49,blue-collar,married,basic.4y,unknown,no,no,33954
38,technician,divorced,high.school,no,no,no,20450
29,admin.,single,university.degree,unknown,no,no,9029
37,blue-collar,single,basic.9y,unknown,yes,no,2211
40,entrepreneur,married,professional.course,unknown,yes,no,15046
46,services,married,high.school,unknown,no,no,18377
40,entrepreneur,divorced,university.degree,no,yes,yes,36230
49,management,married,university.degree,no,no,no,15513
40,blue-collar,single,basic.9y,no,yes,no,13597
55,management,married,basic.4y,unknown,no,no,30489
24,blue-collar,single,basic.9y,no,no,no,32406
42,technician,divorced,basic.6y,no,yes,no,8736
46,entrepreneur,married,high.school,no,no,no,40340
49,technician,divorced,high.school,no,no,no,21117
29,admin.,single,university.degree,no,no,yes,1976
50,blue-collar,married,basic.9y,no,yes,no,4661
36,technician,single,professional.course,no,unknown,unknown,7737
34,services,married,high.school,no,no,no,29603
29,technician,single,university.degree,no,yes,no,4492
27,blue-collar,married,basic.6y,no,yes,no,22892
35,admin.,single,university.degree,no,no,no,6531
41,unemployed,single,basic.4y,no,no,no,17603
24,blue-collar,divorced,basic.9y,no,no,no,3080
35,technician,single,professional.course,no,yes,no,17878
42,admin.,married,high.school,no,yes,yes,27010
47,technician,married,university.degree,no,no,no,25911
45,management,married,university.degree,no,yes,no,29927
41,admin.,single,university.degree,no,no,no,20766
33,technician,married,professional.course,unknown,yes,no,41144
44,admin.,divorced,university.degree,unknown,yes,no,29771
39,admin.,divorced,university.degree,no,yes,yes,9890
38,services,married,high.school,no,no,no,40177
28,admin.,single,university.degree,no,no,no,4124
51,blue-collar,married,basic.6y,no,yes,no,6114
24,technician,single,professional.course,no,unknown,unknown,4926
31,admin.,married,university.degree,no,no,no,3058
50,admin.,married,unknown,no,yes,no,40881
21,admin.,single,high.school,no,yes,no,789
50,blue-collar,married,basic.6y,unknown,no,no,5366
56,self-employed,married,basic.4y,no,no,no,1601
25,technician,unknown,university.degree,no,yes,no,30973
40,unemployed,married,professional.course,no,no,yes,16992
22,student,single,basic.6y,no,yes,no,29071
41,technician,divorced,professional.course,no,yes,no,13119
30,blue-collar,married,high.school,no,yes,no,23957
41,technician,married,professional.course,no,no,no,11593
33,services,married,professional.course,no,yes,no,1335
36,admin.,divorced,university.degree,no,yes,no,17586
33,services,single,high.school,no,no,no,15440
53,retired,married,basic.9y,unknown,yes,no,28323
28,student,single,high.school,no,no,no,17548
38,technician,married,university.degree,unknown,yes,no,38187
37,admin.,married,university.degree,no,no,yes,15901
43,unemployed,married,professional.course,no,no,yes,14734
80,retired,divorced,basic.4y,no,yes,no,30930
54,blue-collar,married,basic.9y,no,no,no,40759
59,admin.,divorced,high.school,no,yes,yes,19341
32,admin.,married,high.school,no,yes,no,39687
51,admin.,divorced,university.degree,no,no,no,37941
55,unknown,married,unknown,unknown,yes,no,30241
45,admin.,divorced,university.degree,no,no,yes,20900
35,entrepreneur,divorced,high.school,no,yes,no,32993
32,blue-collar,married,basic.6y,unknown,no,yes,31586
29,technician,married,university.degree,no,no,yes,21841
23,blue-collar,single,basic.9y,no,yes,no,780
33,technician,single,high.school,no,no,no,31945
33,admin.,single,high.school,no,yes,no,1490
50,admin.,divorced,university.degree,no,yes,no,39104
31,technician,single,professional.course,no,yes,no,4796
57,retired,married,basic.4y,unknown,yes,no,18801
32,technician,single,professional.course,no,yes,yes,29009
29,services,married,high.school,no,no,no,28347
43,admin.,married,university.degree,no,yes,no,11388
24,services,single,professional.course,no,yes,no,32883
35,housemaid,married,high.school,no,no,no,1333
41,services,married,professional.course,no,no,yes,29281
43,blue-collar,single,basic.4y,no,yes,no,10492
26,blue-collar,married,basic.9y,unknown,no,no,38771
49,technician,married,professional.course,no,no,yes,28041
36,admin.,married,university.degree,no,no,no,6159
30,blue-collar,single,basic.9y,unknown,yes,no,21580
41,management,married,university.degree,no,unknown,unknown,1116
49,services,married,basic.6y,no,yes,no,27338
31,blue-collar,married,basic.9y,no,no,no,11784
34,services,single,high.school,no,no,no,27847
40,services,married,high.school,unknown,no,no,16143
52,housemaid,married,basic.6y,no,yes,no,41126
58,retired,married,professional.course,unknown,no,no,35879
41,blue-collar,married,basic.9y,no,yes,no,6260
53,services,married,basic.9y,no,yes,no,40724
55,management,married,university.degree,no,yes,no,22194
30,admin.,married,high.school,no,no,no,25950
28,services,single,high.school,no,yes,no,30029
23,admin.,single,high.school,no,yes,no,25340
46,services,single,high.school,unknown,yes,no,18415
57,management,divorced,unknown,no,no,no,31182
31,admin.,single,university.degree,no,yes,no,39219
60,retired,divorced,professional.course,no,no,no,30206
34,management,married,university.degree,no,no,no,899
30,blue-collar,married,basic.9y,no,yes,no,30695
23,unemployed,married,high.school,no,no,no,33664
46,admin.,divorced,high.school,unknown,yes,no,14710
33,services,married,high.school,no,yes,no,7810
52,technician,married,university.degree,no,no,no,12362
37,blue-collar,married,high.school,no,no,no,9240
30,management,married,university.degree,no,no,no,32633
32,housemaid,married,basic.6y,no,no,no,41063
39,admin.,married,basic.6y,no,yes,no,37651
60,retired,married,high.school,no,no,no,15851
35,admin.,married,university.degree,no,yes,yes,7823
42,blue-collar,single,basic.9y,no,yes,yes,16524
29,blue-collar,single,high.school,no,yes,yes,6222
32,admin.,single,high.school,no,yes,no,22527
30,services,married,high.school,no,no,no,17245
34,blue-collar,married,basic.9y,unknown,yes,no,1075
56,blue-collar,married,basic.4y,no,yes,no,40403
38,technician,married,professional.course,no,yes,no,14433
27,management,single,high.school,no,yes,yes,19185
35,technician,divorced,professional.course,no,no,no,18404
30,blue-collar,married,basic.9y,no,yes,no,38208
33,admin.,single,university.degree,no,no,no,15075
35,technician,single,professional.course,no,yes,no,37150
56,services,married,high.school,no,yes,no,23521
31,technician,single,university.degree,unknown,yes,no,40791
28,blue-collar,single,high.school,unknown,yes,no,7108
42,blue-collar,married,basic.6y,no,yes,no,39345
49,retired,married,basic.4y,no,no,no,21231
36,technician,married,university.degree,no,no,no,28879
72,retired,married,basic.4y,no,yes,no,27265
40,admin.,divorced,university.degree,no,yes,no,4826
38,admin.,single,basic.9y,no,no,no,16679
45,blue-collar,single,basic.4y,unknown,no,no,14414
38,services,married,high.school,no,no,no,30422
45,technician,divorced,professional.course,unknown,yes,no,4534
39,housemaid,married,professional.course,no,yes,no,19081
50,services,married,basic.4y,unknown,yes,yes,5715
