emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,id
1.4,94.465,-41.8,3,5228.1,11602
-2.9,92.963,-40.8,3,5076.2,29192
-1.8,93.369,-34.8,3,5008.7,10929
1.4,94.465,-41.8,3,5228.1,9832
-1.8,92.893,-46.2,3,5099.1,36908
-1.8,93.369,-34.8,3,5008.7,7697
-1.8,93.075,-47.1,3,5099.1,18959
1.4,93.444,-36.1,3,5228.1,21505
1.4,93.918,-42.7,3,5228.1,31560
-1.1,94.199,-37.5,3,4963.6,21885
-3.4,92.431,-26.9,3,5017.5,35025
-1.8,92.893,-46.2,3,5099.1,40304
1.4,93.918,-42.7,3,5228.1,35257
-1.7,94.055,-39.8,3,4991.6,18552
1.4,93.918,-42.7,3,5228.1,13056
-1.8,92.893,-46.2,3,5099.1,4499
-1.8,92.893,-46.2,3,5099.1,30787
1.4,93.918,-42.7,3,5228.1,16691
-1.8,93.075,-47.1,3,5099.1,8009
-0.1,93.2,-42.0,3,5195.8,7902
1.4,93.444,-36.1,3,5228.1,38484
-1.8,93.075,-47.1,3,5099.1,3606
1.4,93.918,-42.7,3,5228.1,2039
1.4,93.918,-42.7,3,5228.1,3761
1.4,93.918,-42.7,3,5228.1,32030
1.1,93.994,-36.4,3,5191.0,10142
-3.4,92.431,-26.9,3,5017.5,33336
1.1,93.994,-36.4,3,5191.0,16573
1.1,93.994,-36.4,3,5191.0,20318
-0.1,93.2,-42.0,3,5195.8,13062
1.4,94.465,-41.8,3,5228.1,4633
-1.8,93.075,-47.1,3,5099.1,9551
-1.8,93.075,-47.1,3,5099.1,33813
-0.1,93.2,-42.0,3,5195.8,10041
1.1,93.994,-36.4,3,5191.0,32893
-0.1,93.2,-42.0,3,5195.8,19556
1.4,93.918,-42.7,3,5228.1,33235
1.4,94.465,-41.8,3,5228.1,41091
-1.1,94.199,-37.5,3,4963.6,6084
1.4,93.444,-36.1,3,5228.1,5841
-1.8,92.893,-46.2,3,5099.1,38001
1.4,94.465,-41.8,3,5228.1,22603
1.4,93.918,-42.7,3,5228.1,21235
-1.8,93.075,-47.1,3,5099.1,25711
-1.8,92.893,-46.2,3,5099.1,36268
-1.8,92.893,-46.2,3,5099.1,746
-1.8,92.893,-46.2,3,5099.1,872
-1.8,92.893,-46.2,3,5099.1,6955
1.4,93.444,-36.1,3,5228.1,14503
1.4,93.444,-36.1,3,5228.1,1876
1.1,93.994,-36.4,3,5191.0,39006
-1.8,92.893,-46.2,3,5099.1,23031
1.4,93.444,-36.1,3,5228.1,16611
-1.7,94.055,-39.8,3,4991.6,12374
1.4,94.465,-41.8,3,5228.1,17540
-2.9,92.201,-31.4,3,5076.2,20951
1.1,93.994,-36.4,3,5191.0,12175
1.1,93.994,-36.4,3,5191.0,36940
1.4,93.444,-36.1,3,5228.1,16900
1.4,93.918,-42.7,3,5228.1,36185
1.4,94.465,-41.8,3,5228.1,26842
-1.8,92.893,-46.2,3,5099.1,3065
-0.1,93.2,-42.0,3,5195.8,40703
1.4,94.465,-41.8,3,5228.1,20644
1.4,93.444,-36.1,3,5228.1,38679
-1.8,92.893,-46.2,3,5099.1,29366
1.4,93.444,-36.1,3,5228.1,24516
1.1,93.994,-36.4,3,5191.0,31184
-1.8,92.893,-46.2,3,5099.1,39257
1.1,93.994,-36.4,3,5191.0,31769
1.4,93.918,-42.7,3,5228.1,26723
-1.8,92.893,-46.2,3,5099.1,37201
1.1,93.994,-36.4,3,5191.0,34036
1.4,93.918,-42.7,3,5228.1,34374
1.4,93.918,-42.7,3,5228.1,23941
1.4,93.444,-36.1,3,5228.1,30311
-0.1,93.2,-42.0,3,5195.8,39387
1.1,93.994,-36.4,3,5191.0,40470
-1.8,93.075,-47.1,3,5099.1,32744
1.4,93.918,-42.7,3,5228.1,5815
-1.8,92.893,-46.2,3,5099.1,36546
1.1,93.994,-36.4,3,5191.0,16796
1.1,93.994,-36.4,3,5191.0,26418
-2.9,92.201,-31.4,3,5076.2,28217
1.1,93.994,-36.4,3,5191.0,38961
1.4,93.918,-42.7,3,5228.1,7125
-3.4,92.431,-26.9,3,5017.5,27806
1.4,93.918,-42.7,3,5228.1,9636
1.1,93.994,-36.4,3,5191.0,10585
1.4,93.918,-42.7,3,5228.1,23511
-0.1,93.2,-42.0,3,5195.8,18892
1.4,93.444,-36.1,3,5228.1,28738
1.4,94.465,-41.8,3,5228.1,20984
1.4,93.918,-42.7,3,5228.1,35105
1.4,93.918,-42.7,3,5228.1,30478
1.1,93.994,-36.4,3,5191.0,21703
-1.8,93.075,-47.1,3,5099.1,3204
1.4,93.918,-42.7,3,5228.1,14866
1.4,93.444,-36.1,3,5228.1,467
-0.1,93.2,-42.0,3,5195.8,16213
-1.8,93.075,-47.1,3,5099.1,17172
1.4,93.918,-42.7,3,5228.1,38315
-1.8,93.075,-47.1,3,5099.1,35729
1.4,93.918,-42.7,3,5228.1,7458
1.4,94.465,-41.8,3,5228.1,2714
1.4,93.444,-36.1,3,5228.1,5822
1.4,93.444,-36.1,3,5228.1,23669
-1.1,94.767,-50.8,3,4963.6,15894
-1.8,92.893,-46.2,3,5099.1,12047
-0.1,93.2,-42.0,3,5195.8,34393
1.4,93.444,-36.1,3,5228.1,40686
-1.8,92.893,-46.2,3,5099.1,27662
-1.8,92.893,-46.2,3,5099.1,33877
1.4,93.444,-36.1,3,5228.1,32723
-0.1,93.2,-42.0,3,5195.8,9746
-3.4,92.431,-26.9,3,5017.5,32918
-1.8,92.893,-46.2,3,5099.1,23879
-0.1,93.2,-42.0,3,5195.8,32286
-1.8,92.893,-46.2,3,5099.1,20524
1.4,94.465,-41.8,3,5228.1,23585
1.1,93.994,-36.4,3,5191.0,26914
-1.8,92.893,-46.2,3,5099.1,30195
1.4,93.918,-42.7,3,5228.1,39862
-0.1,93.2,-42.0,3,5195.8,30183
-0.1,93.2,-42.0,3,5195.8,33868
1.4,93.918,-42.7,3,5228.1,19708
1.1,93.994,-36.4,3,5191.0,966
1.1,93.994,-36.4,3,5191.0,28537
1.4,93.444,-36.1,3,5228.1,23639
1.4,93.444,-36.1,3,5228.1,38652
-1.8,93.075,-47.1,3,5099.1,23132
-1.8,92.893,-46.2,3,5099.1,33534
1.1,93.994,-36.4,3,5191.0,34907
-0.1,93.2,-42.0,3,5195.8,35285
1.1,93.994,-36.4,3,5191.0,1170
1.4,94.465,-41.8,3,5228.1,19150
1.1,93.994,-36.4,3,5191.0,33788
-0.1,93.2,-42.0,3,5195.8,29029
1.4,93.918,-42.7,3,5228.1,36837
-1.8,92.893,-46.2,3,5099.1,20210
1.4,93.444,-36.1,3,5228.1,14135
-1.8,93.075,-47.1,3,5099.1,26225
1.1,93.994,-36.4,3,5191.0,18382
-1.8,92.893,-46.2,3,5099.1,36991
1.1,93.994,-36.4,3,5191.0,12933
1.1,93.994,-36.4,3,5191.0,39834
1.4,93.444,-36.1,3,5228.1,9644
-2.9,92.963,-40.8,3,5076.2,12823
1.1,93.994,-36.4,3,5191.0,17037
1.1,93.994,-36.4,3,5191.0,20303
1.4,93.444,-36.1,3,5228.1,8602
1.1,93.994,-36.4,3,5191.0,12695
1.4,94.465,-41.8,3,5228.1,5395
1.4,94.465,-41.8,3,5228.1,2200
1.4,93.918,-42.7,3,5228.1,15198
1.4,93.444,-36.1,3,5228.1,24812
1.4,93.918,-42.7,3,5228.1,24349
1.4,93.918,-42.7,3,5228.1,16030
1.4,93.918,-42.7,3,5228.1,27793
-1.8,92.893,-46.2,3,5099.1,30885
-1.8,93.369,-34.8,3,5008.7,38897
1.1,93.994,-36.4,3,5191.0,40720
1.4,94.465,-41.8,3,5228.1,7018
1.1,93.994,-36.4,3,5191.0,37631
-1.8,93.075,-47.1,3,5099.1,1600
1.4,93.918,-42.7,3,5228.1,31723
1.4,93.918,-42.7,3,5228.1,18358
1.4,93.444,-36.1,3,5228.1,33102
1.1,93.994,-36.4,3,5191.0,12056
1.4,93.918,-42.7,3,5228.1,27052
-1.8,92.893,-46.2,3,5099.1,16475
-0.1,93.2,-42.0,3,5195.8,34985
1.4,93.918,-42.7,3,5228.1,9800
-1.8,92.893,-46.2,3,5099.1,35346
-1.8,92.893,-46.2,3,5099.1,30117
1.1,93.994,-36.4,3,5191.0,32347
1.4,94.465,-41.8,3,5228.1,29104
1.4,93.918,-42.7,3,5228.1,26775
-1.8,93.075,-47.1,3,5099.1,1079
-1.8,92.893,-46.2,3,5099.1,26207
-1.8,92.893,-46.2,3,5099.1,7149
1.4,93.918,-42.7,3,5228.1,37366
1.4,93.918,-42.7,3,5228.1,28600
1.1,93.994,-36.4,3,5191.0,39142
1.1,93.994,-36.4,3,5191.0,17808
1.4,94.465,-41.8,3,5228.1,24605
-1.8,92.893,-46.2,3,5099.1,10085
1.1,93.994,-36.4,3,5191.0,23127
-1.8,92.893,-46.2,3,5099.1,20492
1.1,93.994,-36.4,3,5191.0,39835
-1.8,93.075,-47.1,3,5099.1,2046
1.4,93.444,-36.1,3,5228.1,1910
1.4,94.465,-41.8,3,5228.1,17768
1.4,94.465,-41.8,3,5228.1,19394
1.4,93.444,-36.1,3,5228.1,37930
-2.9,92.469,-33.6,3,5076.2,40368
1.4,93.918,-42.7,3,5228.1,31789
1.4,94.465,-41.8,3,5228.1,29844
-2.9,92.201,-31.4,3,5076.2,10167
1.4,93.918,-42.7,3,5228.1,23022
-0.1,93.2,-42.0,3,5195.8,45
1.1,93.994,-36.4,3,5191.0,10356
-1.8,93.075,-47.1,3,5099.1,22583
1.4,93.918,-42.7,3,5228.1,23183
-0.1,93.2,-42.0,3,5195.8,38530
-1.1,94.767,-50.8,3,4963.6,24165
-1.8,93.075,-47.1,3,5099.1,33815
-1.8,93.075,-47.1,3,5099.1,26079
1.4,93.918,-42.7,3,5228.1,26616
-0.1,93.2,-42.0,3,5195.8,21826
-1.8,92.893,-46.2,3,5099.1,1286
-0.1,93.2,-42.0,3,5195.8,6248
1.1,93.994,-36.4,3,5191.0,21585
1.4,93.444,-36.1,3,5228.1,40758
-1.1,94.767,-50.8,3,4963.6,24167
1.4,93.444,-36.1,3,5228.1,18014
1.1,93.994,-36.4,3,5191.0,21124
-3.4,92.649,-30.1,3,5017.5,27151
1.1,93.994,-36.4,3,5191.0,15934
-1.8,93.075,-47.1,3,5099.1,8694
-1.8,92.893,-46.2,3,5099.1,23966
-1.8,92.893,-46.2,3,5099.1,13066
1.1,93.994,-36.4,3,5191.0,12137
-1.8,92.893,-46.2,3,5099.1,14315
1.1,93.994,-36.4,3,5191.0,21963
1.1,93.994,-36.4,3,5191.0,11788
-2.9,92.963,-40.8,3,5076.2,32035
1.4,93.918,-42.7,3,5228.1,12457
1.4,94.465,-41.8,3,5228.1,17272
1.4,93.918,-42.7,3,5228.1,30307
1.4,93.918,-42.7,3,5228.1,22950
-2.9,92.201,-31.4,3,5076.2,4313
-1.8,93.075,-47.1,3,5099.1,38646
-0.1,93.2,-42.0,3,5195.8,8883
-1.8,92.893,-46.2,3,5099.1,4573
-1.8,92.893,-46.2,3,5099.1,16074
-1.8,92.893,-46.2,3,5099.1,8697
-1.8,93.075,-47.1,3,5099.1,36317
-2.9,92.201,-31.4,3,5076.2,9954
1.1,93.994,-36.4,3,5191.0,15665
1.1,93.994,-36.4,3,5191.0,39165
-1.8,92.893,-46.2,3,5099.1,15776
1.4,94.465,-41.8,3,5228.1,1604
-1.8,92.893,-46.2,3,5099.1,29090
-0.1,93.2,-42.0,3,5195.8,25131
-1.8,92.893,-46.2,3,5099.1,928
-3.0,92.713,-33.0,3,5023.5,34000
1.4,93.918,-42.7,3,5228.1,32259
1.1,93.994,-36.4,3,5191.0,17467
1.1,93.994,-36.4,3,5191.0,28821
1.4,93.444,-36.1,3,5228.1,27608
1.1,93.994,-36.4,3,5191.0,9822
-1.8,92.893,-46.2,3,5099.1,29264
-3.4,92.431,-26.9,3,5017.5,37891
1.4,94.465,-41.8,3,5228.1,4824
1.4,93.444,-36.1,3,5228.1,23948
1.4,93.918,-42.7,3,5228.1,1841
-1.8,92.893,-46.2,3,5099.1,14634
1.1,93.994,-36.4,3,5191.0,3149
1.4,94.465,-41.8,3,5228.1,12354
-1.8,93.075,-47.1,3,5099.1,39494
1.4,93.918,-42.7,3,5228.1,39784
1.4,93.918,-42.7,3,5228.1,6779
-1.8,92.893,-46.2,3,5099.1,15204
1.4,94.465,-41.8,3,5228.1,22228
1.1,93.994,-36.4,3,5191.0,1262
1.4,94.465,-41.8,3,5228.1,625
1.4,94.465,-41.8,3,5228.1,9883
1.4,94.465,-41.8,3,5228.1,35197
-2.9,92.963,-40.8,3,5076.2,21080
1.4,93.444,-36.1,3,5228.1,18757
1.4,94.465,-41.8,3,5228.1,8780
1.4,93.444,-36.1,3,5228.1,5375
1.1,93.994,-36.4,3,5191.0,21664
1.4,93.444,-36.1,3,5228.1,37100
1.4,93.918,-42.7,3,5228.1,13408
1.4,93.918,-42.7,3,5228.1,11846
1.1,93.994,-36.4,3,5191.0,434
-1.8,92.893,-46.2,3,5099.1,2998
1.4,94.465,-41.8,3,5228.1,3532
1.1,93.994,-36.4,3,5191.0,17458
-1.8,93.075,-47.1,3,5099.1,21043
1.4,93.918,-42.7,3,5228.1,6030
1.4,93.918,-42.7,3,5228.1,18966
1.1,93.994,-36.4,3,5191.0,38108
-1.8,92.893,-46.2,3,5099.1,34521
-1.8,92.893,-46.2,3,5099.1,13515
-1.8,93.075,-47.1,3,5099.1,2881
1.4,93.918,-42.7,3,5228.1,20493
1.1,93.994,-36.4,3,5191.0,30396
-0.1,93.2,-42.0,3,5195.8,26379
1.4,94.465,-41.8,3,5228.1,23156
-1.8,92.893,-46.2,3,5099.1,20453
1.4,93.444,-36.1,3,5228.1,25740
1.1,93.994,-36.4,3,5191.0,5238
-0.1,93.2,-42.0,3,5195.8,8559
1.1,93.994,-36.4,3,5191.0,4033
1.1,93.994,-36.4,3,5191.0,39856
1.4,94.465,-41.8,3,5228.1,13775
1.4,93.918,-42.7,3,5228.1,17941
-1.8,92.893,-46.2,3,5099.1,6866
1.1,93.994,-36.4,3,5191.0,1064
1.4,93.444,-36.1,3,5228.1,37511
-1.8,93.749,-34.6,3,5008.7,1886
-1.7,94.027,-38.3,3,4991.6,28306
1.4,93.918,-42.7,3,5228.1,29523
-1.8,92.893,-46.2,3,5099.1,40654
-1.8,92.893,-46.2,3,5099.1,38051
1.1,93.994,-36.4,3,5191.0,33584
1.4,93.918,-42.7,3,5228.1,25135
-3.4,92.379,-29.8,3,5017.5,34359
1.4,93.918,-42.7,3,5228.1,19366
-2.9,92.963,-40.8,3,5076.2,27093
-1.8,93.075,-47.1,3,5099.1,29034
-0.1,93.2,-42.0,3,5195.8,24693
1.4,93.444,-36.1,3,5228.1,28270
1.1,93.994,-36.4,3,5191.0,2586
1.4,94.465,-41.8,3,5228.1,7792
1.4,93.918,-42.7,3,5228.1,27745
-1.8,93.075,-47.1,3,5099.1,4554
-1.8,93.075,-47.1,3,5099.1,438
-1.8,92.893,-46.2,3,5099.1,35534
-3.4,92.431,-26.9,3,5017.5,31738
-0.1,93.798,-40.4,3,5195.8,14711
1.4,93.444,-36.1,3,5228.1,38038
-0.1,93.2,-42.0,3,5195.8,9213
1.4,93.918,-42.7,3,5228.1,16883
-1.8,92.893,-46.2,3,5099.1,23103
1.4,94.465,-41.8,3,5228.1,361
1.4,93.444,-36.1,3,5228.1,36882
-1.8,92.893,-46.2,3,5099.1,9296
-1.8,93.075,-47.1,3,5099.1,17871
1.4,93.918,-42.7,3,5228.1,32751
1.4,93.918,-42.7,3,5228.1,3446
-1.8,92.893,-46.2,3,5099.1,38182
1.1,93.994,-36.4,3,5191.0,36425
1.4,93.918,-42.7,3,5228.1,29919
-1.8,93.075,-47.1,3,5099.1,35210
1.1,93.994,-36.4,3,5191.0,4906
1.4,94.465,-41.8,3,5228.1,5670
1.4,93.918,-42.7,3,5228.1,8413
1.1,93.994,-36.4,3,5191.0,252
-1.8,92.893,-46.2,3,5099.1,16974
1.4,93.444,-36.1,3,5228.1,19248
-0.1,93.2,-42.0,3,5195.8,3288
1.4,93.444,-36.1,3,5228.1,28213
1.1,93.994,-36.4,3,5191.0,13552
-1.8,92.893,-46.2,3,5099.1,37918
1.4,93.444,-36.1,3,5228.1,24457
1.4,93.444,-36.1,3,5228.1,4694
1.4,93.918,-42.7,3,5228.1,24731
1.1,93.994,-36.4,3,5191.0,20177
-3.4,92.379,-29.8,3,5017.5,32115
-1.1,94.601,-49.5,3,4963.6,7405
1.4,93.918,-42.7,3,5228.1,650
1.4,93.918,-42.7,3,5228.1,22865
1.1,93.994,-36.4,3,5191.0,17507
-1.8,93.075,-47.1,3,5099.1,35048
-1.8,93.075,-47.1,3,5099.1,4963
1.1,93.994,-36.4,3,5191.0,4061
1.4,93.444,-36.1,3,5228.1,20071
1.4,94.465,-41.8,3,5228.1,32786
1.4,94.465,-41.8,3,5228.1,20474
-0.1,93.2,-42.0,3,5195.8,36418
-1.8,92.893,-46.2,3,5099.1,13227
-3.4,92.649,-30.1,3,5017.5,29457
-1.8,92.893,-46.2,3,5099.1,11988
1.1,93.994,-36.4,3,5191.0,16335
1.4,93.918,-42.7,3,5228.1,790
1.1,93.994,-36.4,3,5191.0,3869
-0.1,93.2,-42.0,3,5195.8,26473
-1.8,92.893,-46.2,3,5099.1,34587
1.1,93.994,-36.4,3,5191.0,25549
1.4,94.465,-41.8,3,5228.1,2411
1.4,93.444,-36.1,3,5228.1,24953
1.4,93.918,-42.7,3,5228.1,31232
1.4,93.444,-36.1,3,5228.1,30716
-3.4,92.649,-30.1,3,5017.5,20860
1.4,94.465,-41.8,3,5228.1,40869
-0.1,93.2,-42.0,3,5195.8,12649
-0.1,93.2,-42.0,3,5195.8,31713
1.1,93.994,-36.4,3,5191.0,31678
-3.4,92.379,-29.8,3,5017.5,23874
1.4,93.444,-36.1,3,5228.1,14705
-2.9,92.201,-31.4,3,5076.2,30015
1.4,93.918,-42.7,3,5228.1,34734
1.4,94.465,-41.8,3,5228.1,35546
-1.8,92.893,-46.2,3,5099.1,16853
1.1,93.994,-36.4,3,5191.0,16693
-1.1,94.199,-37.5,3,4963.6,25963
-1.8,92.893,-46.2,3,5099.1,23902
-0.1,93.2,-42.0,3,5195.8,33163
-1.8,93.075,-47.1,3,5099.1,23145
-0.1,93.2,-42.0,3,5195.8,22796
1.4,93.444,-36.1,3,5228.1,7080
1.4,93.444,-36.1,3,5228.1,27195
1.4,94.465,-41.8,3,5228.1,33954
-1.8,93.075,-47.1,3,5099.1,20450
1.4,93.444,-36.1,3,5228.1,9029
1.1,93.994,-36.4,3,5191.0,2211
-1.8,93.075,-47.1,3,5099.1,15046
1.4,93.918,-42.7,3,5228.1,18377
1.4,94.465,-41.8,3,5228.1,36230
-2.9,92.963,-40.8,3,5076.2,15513
1.1,93.994,-36.4,3,5191.0,13597
-1.8,93.075,-47.1,3,5099.1,30489
-1.8,92.893,-46.2,3,5099.1,32406
-1.8,92.893,-46.2,3,5099.1,8736
-1.8,92.893,-46.2,3,5099.1,40340
1.4,93.918,-42.7,3,5228.1,21117
1.4,93.918,-42.7,3,5228.1,1976
1.4,93.444,-36.1,3,5228.1,4661
1.4,93.444,-36.1,3,5228.1,7737
1.4,94.465,-41.8,3,5228.1,29603
-2.9,92.963,-40.8,3,5076.2,4492
1.1,93.994,-36.4,3,5191.0,22892
1.4,93.444,-36.1,3,5228.1,6531
-2.9,92.963,-40.8,3,5076.2,17603
-1.8,92.893,-46.2,3,5099.1,3080
-1.8,92.893,-46.2,3,5099.1,17878
-0.1,93.798,-40.4,3,5195.8,27010
-0.1,93.2,-42.0,3,5195.8,25911
1.1,93.994,-36.4,3,5191.0,29927
1.4,93.918,-42.7,3,5228.1,20766
1.4,93.444,-36.1,3,5228.1,41144
1.1,93.994,-36.4,3,5191.0,29771
-1.7,94.215,-40.3,3,4991.6,9890
1.4,93.918,-42.7,3,5228.1,40177
1.4,94.465,-41.8,3,5228.1,4124
1.4,93.444,-36.1,3,5228.1,6114
-1.8,92.893,-46.2,3,5099.1,4926
1.4,93.444,-36.1,3,5228.1,3058
1.4,93.444,-36.1,3,5228.1,40881
1.4,93.918,-42.7,3,5228.1,789
1.1,93.994,-36.4,3,5191.0,5366
1.1,93.994,-36.4,3,5191.0,1601
-1.8,92.893,-46.2,3,5099.1,30973
-3.4,92.379,-29.8,3,5017.5,16992
-3.4,92.431,-26.9,3,5017.5,29071
-1.8,93.075,-47.1,3,5099.1,13119
1.4,93.918,-42.7,3,5228.1,23957
1.4,93.444,-36.1,3,5228.1,11593
1.4,93.444,-36.1,3,5228.1,1335
1.4,93.918,-42.7,3,5228.1,17586
-0.1,93.2,-42.0,3,5195.8,15440
1.4,93.918,-42.7,3,5228.1,28323
-1.8,92.893,-46.2,3,5099.1,17548
1.1,93.994,-36.4,3,5191.0,38187
-3.0,92.713,-33.0,3,5023.5,15901
1.4,93.444,-36.1,3,5228.1,14734
-1.8,93.749,-34.6,3,5008.7,30930
1.4,93.918,-42.7,3,5228.1,40759
1.4,93.918,-42.7,3,5228.1,19341
-1.8,92.893,-46.2,3,5099.1,39687
1.4,93.444,-36.1,3,5228.1,37941
1.4,93.918,-42.7,3,5228.1,30241
-1.7,94.055,-39.8,3,4991.6,20900
1.4,94.465,-41.8,3,5228.1,32993
1.4,93.918,-42.7,3,5228.1,31586
1.4,94.465,-41.8,3,5228.1,21841
-1.8,92.893,-46.2,3,5099.1,780
-1.8,93.075,-47.1,3,5099.1,31945
1.4,93.444,-36.1,3,5228.1,1490
1.4,93.444,-36.1,3,5228.1,39104
1.4,93.444,-36.1,3,5228.1,4796
1.4,93.444,-36.1,3,5228.1,18801
-1.8,93.075,-47.1,3,5099.1,29009
1.4,94.465,-41.8,3,5228.1,28347
-0.1,93.2,-42.0,3,5195.8,11388
1.4,93.918,-42.7,3,5228.1,32883
1.1,93.994,-36.4,3,5191.0,1333
1.4,93.918,-42.7,3,5228.1,29281
-1.8,92.893,-46.2,3,5099.1,10492
1.4,93.918,-42.7,3,5228.1,38771
1.4,94.465,-41.8,3,5228.1,28041
-0.1,93.2,-42.0,3,5195.8,6159
-1.8,92.893,-46.2,3,5099.1,21580
-1.8,92.893,-46.2,3,5099.1,1116
-1.8,93.075,-47.1,3,5099.1,27338
1.1,93.994,-36.4,3,5191.0,11784
-2.9,92.963,-40.8,3,5076.2,27847
-2.9,92.963,-40.8,3,5076.2,16143
1.4,93.444,-36.1,3,5228.1,41126
1.1,93.994,-36.4,3,5191.0,35879
-1.8,92.893,-46.2,3,5099.1,6260
1.4,93.918,-42.7,3,5228.1,40724
1.4,93.918,-42.7,3,5228.1,22194
1.1,93.994,-36.4,3,5191.0,25950
-1.7,94.215,-40.3,3,4991.6,30029
-1.8,92.893,-46.2,3,5099.1,25340
-1.8,92.893,-46.2,3,5099.1,18415
-1.8,93.075,-47.1,3,5099.1,31182
-1.8,93.075,-47.1,3,5099.1,39219
1.4,93.918,-42.7,3,5228.1,30206
-0.1,93.2,-42.0,3,5195.8,899
-1.8,92.893,-46.2,3,5099.1,30695
-1.8,93.876,-40.0,3,5008.7,33664
1.1,93.994,-36.4,3,5191.0,14710
-1.8,93.075,-47.1,3,5099.1,7810
1.1,93.994,-36.4,3,5191.0,12362
1.1,93.994,-36.4,3,5191.0,9240
-1.8,92.893,-46.2,3,5099.1,32633
1.4,93.918,-42.7,3,5228.1,41063
-1.8,92.893,-46.2,3,5099.1,37651
-1.1,94.199,-37.5,3,4963.6,15851
-1.8,92.893,-46.2,3,5099.1,7823
-1.8,92.893,-46.2,3,5099.1,16524
-1.8,93.075,-47.1,3,5099.1,6222
1.4,93.444,-36.1,3,5228.1,22527
-0.1,93.2,-42.0,3,5195.8,17245
1.4,94.465,-41.8,3,5228.1,1075
1.4,93.918,-42.7,3,5228.1,40403
1.4,93.444,-36.1,3,5228.1,14433
1.4,94.465,-41.8,3,5228.1,19185
1.4,93.444,-36.1,3,5228.1,18404
1.4,94.465,-41.8,3,5228.1,38208
-0.1,93.2,-42.0,3,5195.8,15075
1.4,93.444,-36.1,3,5228.1,37150
1.4,93.444,-36.1,3,5228.1,23521
1.4,94.465,-41.8,3,5228.1,40791
1.1,93.994,-36.4,3,5191.0,7108
1.4,94.465,-41.8,3,5228.1,39345
1.4,94.465,-41.8,3,5228.1,21231
1.4,93.444,-36.1,3,5228.1,28879
-1.7,94.215,-40.3,3,4991.6,27265
1.1,93.994,-36.4,3,5191.0,4826
1.1,93.994,-36.4,3,5191.0,16679
1.4,94.465,-41.8,3,5228.1,14414
-1.8,93.075,-47.1,3,5099.1,30422
1.4,93.444,-36.1,3,5228.1,4534
1.4,93.444,-36.1,3,5228.1,19081
-1.8,93.075,-47.1,3,5099.1,5715
-1.8,93.876,-40.0,3,5008.7,8810
1.4,93.918,-42.7,3,5228.1,27789
1.4,94.465,-41.8,3,5228.1,9998
-2.9,92.201,-31.4,3,5076.2,5824
-1.8,93.749,-34.6,3,5008.7,27534
1.4,94.465,-41.8,3,5228.1,14091
1.4,94.465,-41.8,3,5228.1,5772
-1.8,92.893,-46.2,3,5099.1,9393
1.1,93.994,-36.4,3,5191.0,8563
1.1,93.994,-36.4,3,5191.0,26843
1.4,93.918,-42.7,3,5228.1,8098
1.4,93.918,-42.7,3,5228.1,30534
-1.8,92.893,-46.2,3,5099.1,37862
-3.4,92.649,-30.1,3,5017.5,9621
1.4,93.444,-36.1,3,5228.1,39106
-1.8,92.893,-46.2,3,5099.1,21869
1.4,93.444,-36.1,3,5228.1,15375
1.4,93.444,-36.1,3,5228.1,41178
1.4,93.918,-42.7,3,5228.1,11251
1.4,93.444,-36.1,3,5228.1,4443
-1.8,92.893,-46.2,3,5099.1,2219
1.4,93.444,-36.1,3,5228.1,23070
-1.8,93.075,-47.1,3,5099.1,27603
1.1,93.994,-36.4,3,5191.0,17628
1.1,93.994,-36.4,3,5191.0,3095
1.4,93.444,-36.1,3,5228.1,37657
1.1,93.994,-36.4,3,5191.0,9038
1.4,93.918,-42.7,3,5228.1,25471
1.1,93.994,-36.4,3,5191.0,37423
1.4,93.918,-42.7,3,5228.1,18762
1.1,93.994,-36.4,3,5191.0,30456
1.4,94.465,-41.8,3,5228.1,6591
1.4,93.444,-36.1,3,5228.1,19078
-1.8,92.893,-46.2,3,5099.1,29236
-0.1,93.2,-42.0,3,5195.8,1819
1.4,93.918,-42.7,3,5228.1,2352
-1.8,93.075,-47.1,3,5099.1,40083
1.4,94.465,-41.8,3,5228.1,37593
-1.8,92.893,-46.2,3,5099.1,9294
1.4,93.444,-36.1,3,5228.1,4451
1.1,93.994,-36.4,3,5191.0,21957
1.1,93.994,-36.4,3,5191.0,31415
1.4,94.465,-41.8,3,5228.1,12664
1.4,93.444,-36.1,3,5228.1,4767
-1.8,92.893,-46.2,3,5099.1,27992
-1.8,92.893,-46.2,3,5099.1,7714
-2.9,92.963,-40.8,3,5076.2,15684
-1.8,93.075,-47.1,3,5099.1,29817
1.1,93.994,-36.4,3,5191.0,15169
1.1,93.994,-36.4,3,5191.0,14974
-0.1,93.2,-42.0,3,5195.8,17569
1.4,93.444,-36.1,3,5228.1,31279
-1.8,92.893,-46.2,3,5099.1,22067
-2.9,92.201,-31.4,3,5076.2,23433
1.1,93.994,-36.4,3,5191.0,27469
1.4,94.465,-41.8,3,5228.1,16196
-1.8,92.893,-46.2,3,5099.1,40773
1.4,93.444,-36.1,3,5228.1,30501
-1.8,93.075,-47.1,3,5099.1,38462
1.4,93.444,-36.1,3,5228.1,28836
1.4,93.918,-42.7,3,5228.1,29012
-1.8,92.893,-46.2,3,5099.1,38836
1.1,93.994,-36.4,3,5191.0,30956
-0.1,93.2,-42.0,3,5195.8,31188
