contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,id
telephone,may,fri,247,3,999,0,nonexistent,25583
cellular,jul,mon,125,2,999,0,nonexistent,21351
cellular,apr,fri,183,1,999,0,nonexistent,11413
cellular,aug,thu,229,1,999,0,nonexistent,30729
cellular,may,wed,124,1,999,0,nonexistent,36134
cellular,apr,wed,201,1,999,0,nonexistent,19276
telephone,jun,wed,91,4,999,0,nonexistent,53
cellular,jul,wed,123,1,999,0,nonexistent,23516
cellular,may,tue,260,1,999,0,nonexistent,24333
cellular,aug,fri,222,4,999,0,nonexistent,21319
telephone,jun,thu,92,2,999,0,nonexistent,14415
telephone,may,tue,165,2,999,0,nonexistent,2035
cellular,jul,tue,401,4,999,0,nonexistent,24917
cellular,jul,mon,277,2,999,0,nonexistent,35496
telephone,jul,wed,193,4,999,0,nonexistent,37221
cellular,jul,tue,133,2,999,0,nonexistent,38694
telephone,sep,tue,401,2,999,0,nonexistent,18462
cellular,nov,thu,329,2,999,0,nonexistent,30026
cellular,jul,thu,493,1,999,0,nonexistent,32496
cellular,nov,fri,48,2,999,0,nonexistent,18933
cellular,nov,mon,178,1,999,0,nonexistent,26293
telephone,apr,fri,634,1,999,0,nonexistent,28255
cellular,aug,wed,58,1,999,0,nonexistent,31871
telephone,may,thu,210,2,999,0,nonexistent,34236
cellular,jul,thu,68,2,999,0,nonexistent,21285
telephone,may,thu,72,7,999,0,nonexistent,11909
telephone,may,fri,254,1,999,0,nonexistent,33334
cellular,apr,thu,1365,2,999,1,failure,29040
telephone,may,wed,175,1,999,0,nonexistent,38309
cellular,nov,tue,98,3,999,0,nonexistent,38674
telephone,jul,tue,125,3,999,0,nonexistent,8546
cellular,aug,mon,147,1,999,0,nonexistent,31312
cellular,jul,mon,86,2,999,0,nonexistent,258
cellular,mar,thu,325,1,999,0,nonexistent,20485
telephone,may,mon,764,2,999,0,nonexistent,15750
telephone,jun,fri,326,1,999,0,nonexistent,483
cellular,jul,tue,71,4,999,0,nonexistent,18760
cellular,aug,fri,72,3,999,0,nonexistent,12797
cellular,may,tue,273,1,999,0,nonexistent,18198
telephone,jul,wed,197,2,999,0,nonexistent,20920
cellular,may,tue,399,1,999,0,nonexistent,4064
cellular,aug,fri,57,4,999,0,nonexistent,22064
cellular,jul,tue,71,2,999,0,nonexistent,478
cellular,aug,fri,169,1,999,0,nonexistent,8863
telephone,jun,tue,680,2,999,0,nonexistent,22282
cellular,mar,mon,415,1,999,0,nonexistent,83
telephone,may,tue,229,1,999,0,nonexistent,22687
telephone,may,wed,160,1,999,0,nonexistent,31834
cellular,aug,wed,406,1,999,0,nonexistent,21726
cellular,nov,thu,597,2,999,0,nonexistent,16837
telephone,may,fri,338,4,999,0,nonexistent,13207
cellular,may,wed,43,1,999,0,nonexistent,12889
cellular,may,wed,189,2,999,0,nonexistent,33544
telephone,jun,wed,122,1,999,0,nonexistent,32709
cellular,aug,thu,158,1,999,0,nonexistent,16867
telephone,may,wed,200,1,999,0,nonexistent,14210
cellular,nov,tue,91,2,999,1,failure,15137
telephone,may,thu,139,2,999,0,nonexistent,14262
cellular,aug,tue,113,1,6,2,success,40015
cellular,aug,fri,58,1,999,0,nonexistent,5873
telephone,jul,tue,277,1,999,0,nonexistent,26020
cellular,apr,fri,299,2,999,0,nonexistent,22971
cellular,aug,wed,690,1,999,0,nonexistent,40026
cellular,aug,tue,105,1,999,0,nonexistent,26103
telephone,jul,wed,226,1,999,0,nonexistent,33574
telephone,jun,wed,213,5,999,0,nonexistent,29299
cellular,aug,fri,50,15,999,0,nonexistent,23721
cellular,may,fri,1190,2,999,0,nonexistent,12389
telephone,may,fri,187,1,999,0,nonexistent,26223
telephone,may,fri,676,1,999,0,nonexistent,3689
telephone,may,wed,137,2,999,0,nonexistent,29442
cellular,aug,tue,148,1,999,0,nonexistent,2842
telephone,jun,wed,294,2,3,1,success,36684
cellular,may,tue,104,3,999,1,failure,37597
cellular,may,fri,181,3,999,0,nonexistent,19503
telephone,nov,tue,129,2,999,0,nonexistent,11475
telephone,may,fri,58,3,999,0,nonexistent,36151
telephone,may,mon,70,2,999,1,failure,33724
telephone,may,thu,75,1,999,0,nonexistent,26447
cellular,jul,tue,455,1,999,0,nonexistent,37451
cellular,nov,tue,164,1,999,0,nonexistent,13074
cellular,nov,fri,104,1,999,0,nonexistent,21345
cellular,jul,mon,223,3,999,0,nonexistent,10851
cellular,jul,tue,649,2,999,0,nonexistent,36463
telephone,may,thu,66,2,999,0,nonexistent,15271
cellular,aug,thu,377,6,3,1,success,3141
telephone,jun,mon,215,1,999,0,nonexistent,3539
telephone,may,tue,507,1,999,0,nonexistent,12040
cellular,sep,fri,85,1,999,0,nonexistent,18941
cellular,jul,thu,148,6,999,0,nonexistent,25824
cellular,may,thu,121,1,999,0,nonexistent,9000
cellular,aug,wed,123,1,999,0,nonexistent,23778
cellular,jul,tue,85,5,999,0,nonexistent,19901
telephone,may,wed,245,1,999,0,nonexistent,10867
telephone,may,wed,164,2,999,0,nonexistent,36515
cellular,may,wed,362,2,999,1,failure,173
cellular,jun,wed,88,1,999,0,nonexistent,7485
telephone,may,wed,299,2,999,0,nonexistent,23069
cellular,jul,thu,1175,2,999,0,nonexistent,17955
cellular,may,tue,307,4,999,2,failure,17735
cellular,may,fri,342,2,999,0,nonexistent,10206
cellular,aug,fri,59,2,999,0,nonexistent,927
telephone,nov,wed,53,1,999,0,nonexistent,27340
telephone,jun,fri,112,3,999,0,nonexistent,27564
cellular,apr,wed,149,1,999,0,nonexistent,28513
cellular,nov,wed,336,1,999,0,nonexistent,12600
cellular,jul,mon,259,3,999,0,nonexistent,7816
cellular,jul,mon,121,2,999,0,nonexistent,24453
telephone,may,wed,386,1,999,0,nonexistent,371
cellular,jul,mon,299,3,999,0,nonexistent,8950
telephone,jun,mon,306,5,999,0,nonexistent,33568
telephone,jun,mon,112,4,999,0,nonexistent,15836
telephone,jun,mon,359,1,999,0,nonexistent,8953
telephone,may,fri,42,8,999,0,nonexistent,6965
cellular,aug,tue,148,2,999,0,nonexistent,22639
telephone,may,mon,46,1,999,0,nonexistent,27055
cellular,nov,thu,278,2,999,0,nonexistent,34443
cellular,apr,thu,234,1,999,1,failure,23437
cellular,jul,thu,36,1,999,0,nonexistent,40251
telephone,may,thu,37,1,999,0,nonexistent,2191
cellular,aug,thu,38,2,999,0,nonexistent,23240
telephone,may,fri,410,1,999,0,nonexistent,24788
telephone,jun,mon,113,1,999,0,nonexistent,31417
cellular,aug,wed,96,3,999,0,nonexistent,33985
telephone,may,mon,73,6,999,0,nonexistent,13235
cellular,jul,mon,83,2,999,0,nonexistent,20127
cellular,may,wed,200,1,999,0,nonexistent,1713
cellular,apr,mon,698,1,999,0,nonexistent,12443
cellular,jul,mon,289,3,999,0,nonexistent,663
telephone,may,tue,410,2,999,0,nonexistent,17894
cellular,apr,mon,179,2,999,0,nonexistent,22512
cellular,jul,tue,61,2,999,0,nonexistent,27751
telephone,jun,tue,83,1,999,0,nonexistent,16425
telephone,may,mon,191,4,999,0,nonexistent,17951
cellular,sep,tue,332,5,999,0,nonexistent,38805
cellular,aug,tue,136,5,999,0,nonexistent,4389
telephone,jul,tue,389,7,999,0,nonexistent,747
cellular,jul,wed,194,1,999,0,nonexistent,37280
cellular,jul,wed,125,3,999,0,nonexistent,4868
telephone,may,tue,252,2,999,0,nonexistent,5943
cellular,oct,tue,418,2,999,0,nonexistent,30515
cellular,aug,tue,73,9,999,0,nonexistent,25624
cellular,dec,mon,1141,1,999,0,nonexistent,27746
cellular,jun,wed,1076,2,999,0,nonexistent,24825
telephone,may,thu,93,1,999,0,nonexistent,5431
cellular,aug,wed,124,3,999,0,nonexistent,33003
cellular,aug,thu,227,3,999,0,nonexistent,16949
telephone,may,thu,418,8,999,0,nonexistent,7662
telephone,may,mon,100,1,999,0,nonexistent,33924
telephone,may,tue,132,1,999,0,nonexistent,39623
cellular,may,thu,269,2,999,0,nonexistent,18212
cellular,nov,tue,95,1,999,0,nonexistent,6059
cellular,apr,wed,167,1,999,0,nonexistent,27302
cellular,apr,mon,8,3,999,0,nonexistent,23660
cellular,aug,thu,239,6,999,0,nonexistent,39919
telephone,jun,mon,502,5,999,0,nonexistent,24199
telephone,jun,fri,9,8,999,0,nonexistent,16313
cellular,nov,thu,52,2,999,0,nonexistent,16942
cellular,may,fri,299,3,999,0,nonexistent,29931
cellular,apr,mon,335,1,999,1,failure,22844
cellular,jun,tue,430,1,999,1,failure,24813
telephone,jun,mon,356,5,999,0,nonexistent,13334
telephone,may,wed,150,1,999,0,nonexistent,6295
telephone,may,fri,138,2,999,0,nonexistent,3877
cellular,jun,mon,112,1,999,0,nonexistent,17045
telephone,may,wed,206,6,999,0,nonexistent,2838
cellular,may,mon,200,1,999,1,failure,2424
telephone,jul,wed,2692,8,999,0,nonexistent,32615
cellular,jul,thu,367,1,999,0,nonexistent,22206
telephone,may,thu,920,2,999,0,nonexistent,35547
cellular,apr,mon,476,3,999,0,nonexistent,31951
telephone,jun,thu,452,1,999,0,nonexistent,11812
telephone,may,mon,896,3,999,0,nonexistent,10506
cellular,may,fri,104,2,999,0,nonexistent,35970
cellular,jul,tue,155,2,999,0,nonexistent,28033
cellular,may,thu,647,4,999,0,nonexistent,15592
cellular,nov,fri,197,1,999,0,nonexistent,30680
cellular,apr,fri,58,1,999,0,nonexistent,35739
cellular,may,fri,12,5,999,0,nonexistent,18581
cellular,apr,fri,98,1,999,0,nonexistent,12271
cellular,aug,mon,216,1,999,0,nonexistent,348
cellular,aug,mon,372,3,999,0,nonexistent,12
telephone,jun,thu,145,1,999,0,nonexistent,19239
cellular,may,tue,374,2,999,1,failure,23501
cellular,may,thu,584,1,999,0,nonexistent,35129
cellular,jul,mon,101,3,999,0,nonexistent,19604
cellular,nov,fri,14,7,999,0,nonexistent,20630
cellular,jul,tue,136,2,999,0,nonexistent,2310
telephone,jun,mon,137,2,999,0,nonexistent,10823
telephone,may,tue,87,9,999,0,nonexistent,23971
cellular,aug,tue,607,3,999,0,nonexistent,3876
telephone,may,thu,291,1,999,0,nonexistent,40532
telephone,nov,wed,623,1,999,0,nonexistent,39178
cellular,jul,thu,235,1,999,0,nonexistent,9853
telephone,jun,fri,106,5,999,0,nonexistent,27848
cellular,jul,thu,146,1,999,1,failure,10412
telephone,jun,mon,55,2,999,0,nonexistent,4811
telephone,may,fri,386,2,999,0,nonexistent,6502
cellular,may,tue,383,5,999,0,nonexistent,36863
cellular,nov,thu,972,2,999,0,nonexistent,14377
telephone,may,mon,79,19,999,0,nonexistent,34561
cellular,jun,fri,471,2,999,0,nonexistent,40813
telephone,nov,wed,5,1,999,0,nonexistent,40057
cellular,jun,tue,194,1,999,0,nonexistent,29958
cellular,nov,thu,168,1,999,0,nonexistent,21286
telephone,mar,fri,257,1,999,1,failure,18875
cellular,may,mon,188,2,999,0,nonexistent,39776
cellular,aug,thu,137,1,999,0,nonexistent,19955
telephone,jun,tue,30,1,999,0,nonexistent,2107
cellular,aug,wed,161,2,999,0,nonexistent,14975
cellular,may,mon,87,5,999,0,nonexistent,33224
telephone,jun,tue,50,2,999,0,nonexistent,11950
telephone,may,tue,244,1,999,0,nonexistent,4655
cellular,jul,thu,1602,6,999,0,nonexistent,39163
cellular,apr,thu,290,2,999,0,nonexistent,34220
cellular,aug,mon,164,1,999,0,nonexistent,39022
cellular,apr,fri,285,1,999,0,nonexistent,21385
cellular,jun,tue,201,1,999,0,nonexistent,17645
telephone,jun,thu,351,1,999,0,nonexistent,12833
cellular,jul,tue,286,1,999,0,nonexistent,38153
telephone,jun,fri,186,2,999,0,nonexistent,17105
telephone,jun,mon,53,2,999,0,nonexistent,7717
cellular,may,thu,291,1,999,0,nonexistent,10681
telephone,may,mon,158,5,999,0,nonexistent,7433
telephone,may,tue,127,1,999,0,nonexistent,17367
cellular,nov,thu,203,1,999,0,nonexistent,27369
cellular,aug,thu,121,6,999,0,nonexistent,40460
telephone,may,fri,152,1,999,0,nonexistent,26743
cellular,mar,thu,251,1,999,2,failure,18215
telephone,may,wed,140,2,999,0,nonexistent,39989
telephone,may,wed,264,2,999,0,nonexistent,34741
cellular,aug,fri,102,1,999,0,nonexistent,13044
telephone,may,tue,98,1,999,0,nonexistent,39139
cellular,may,wed,197,3,999,0,nonexistent,39269
telephone,may,mon,165,1,999,0,nonexistent,7142
telephone,may,fri,868,1,999,0,nonexistent,34738
cellular,oct,wed,467,2,6,1,success,35100
cellular,jul,tue,165,2,16,1,success,26430
telephone,may,tue,102,4,999,0,nonexistent,40733
cellular,jul,mon,751,2,999,0,nonexistent,30013
telephone,jun,thu,387,1,999,0,nonexistent,21906
telephone,may,fri,182,1,999,0,nonexistent,39176
telephone,may,tue,334,1,999,0,nonexistent,7689
telephone,may,fri,41,3,999,0,nonexistent,18090
telephone,jun,fri,359,5,999,0,nonexistent,17889
cellular,may,fri,56,1,999,1,failure,23412
cellular,may,wed,16,6,999,0,nonexistent,12072
cellular,nov,tue,142,1,999,0,nonexistent,24602
cellular,may,wed,54,2,999,1,failure,33790
telephone,may,mon,107,1,999,0,nonexistent,28897
cellular,may,wed,413,1,999,0,nonexistent,14426
telephone,jun,fri,18,6,999,0,nonexistent,25410
telephone,may,mon,290,5,999,0,nonexistent,34464
cellular,jun,wed,170,1,999,0,nonexistent,38115
telephone,jun,fri,11,11,999,0,nonexistent,26570
telephone,may,fri,116,5,999,0,nonexistent,10549
telephone,jun,fri,174,1,999,0,nonexistent,23209
cellular,jul,thu,114,2,999,0,nonexistent,12116
cellular,may,wed,153,1,999,0,nonexistent,34425
cellular,sep,fri,563,1,999,0,nonexistent,19609
telephone,may,mon,205,3,999,0,nonexistent,7759
cellular,sep,fri,789,2,999,0,nonexistent,3385
cellular,apr,thu,570,2,999,0,nonexistent,11946
cellular,aug,wed,249,1,4,1,success,30904
cellular,jul,thu,218,1,999,0,nonexistent,31030
cellular,nov,mon,121,1,999,0,nonexistent,25407
telephone,may,wed,25,4,999,1,failure,32592
cellular,apr,fri,772,1,999,0,nonexistent,28979
cellular,dec,mon,473,2,999,1,failure,32023
telephone,may,mon,300,2,999,0,nonexistent,18193
telephone,may,mon,199,3,999,0,nonexistent,28510
telephone,may,thu,1088,2,999,0,nonexistent,26420
cellular,nov,fri,579,9,999,0,nonexistent,31039
telephone,aug,fri,9,1,999,0,nonexistent,33982
telephone,may,fri,247,1,999,0,nonexistent,758
telephone,may,mon,80,1,999,0,nonexistent,20851
cellular,jul,fri,415,2,999,0,nonexistent,14618
cellular,sep,wed,729,1,999,1,failure,28804
cellular,jul,thu,388,3,999,0,nonexistent,17855
cellular,may,thu,181,3,6,1,success,7039
cellular,may,thu,196,2,999,1,failure,2062
telephone,may,wed,78,2,999,0,nonexistent,33632
cellular,aug,fri,415,1,999,0,nonexistent,19065
cellular,apr,thu,96,4,999,0,nonexistent,949
cellular,aug,fri,511,3,999,0,nonexistent,33428
cellular,may,mon,183,1,999,0,nonexistent,40541
telephone,may,tue,27,1,999,0,nonexistent,23439
telephone,may,tue,269,2,999,0,nonexistent,21136
telephone,jun,wed,235,5,999,0,nonexistent,595
cellular,nov,mon,209,1,999,0,nonexistent,33739
cellular,may,tue,388,1,999,0,nonexistent,10478
telephone,may,mon,147,1,999,0,nonexistent,13862
cellular,aug,wed,133,2,999,0,nonexistent,24904
cellular,sep,tue,600,2,3,3,success,31638
cellular,may,thu,191,1,999,1,failure,32122
cellular,sep,wed,259,2,3,1,success,25443
cellular,apr,mon,483,2,999,0,nonexistent,4005
cellular,sep,mon,132,4,6,3,success,35213
cellular,aug,mon,418,5,999,0,nonexistent,11415
telephone,aug,fri,104,1,999,0,nonexistent,5223
cellular,jul,wed,109,3,999,0,nonexistent,20590
cellular,nov,wed,11,3,999,0,nonexistent,15259
telephone,may,thu,68,1,999,0,nonexistent,10783
cellular,aug,thu,797,1,999,0,nonexistent,29578
telephone,may,mon,177,4,999,0,nonexistent,1866
cellular,jul,tue,480,2,999,0,nonexistent,33140
telephone,jun,mon,398,2,999,0,nonexistent,16402
cellular,jul,mon,200,2,999,0,nonexistent,9538
cellular,nov,thu,244,1,999,0,nonexistent,8177
cellular,oct,wed,409,1,3,1,success,5288
telephone,jun,thu,176,7,999,0,nonexistent,6497
cellular,aug,wed,95,5,999,0,nonexistent,6499
cellular,aug,mon,240,2,999,0,nonexistent,24430
cellular,aug,thu,152,1,999,0,nonexistent,3840
cellular,jul,fri,115,4,999,0,nonexistent,37081
telephone,may,wed,51,2,999,0,nonexistent,16406
telephone,may,tue,33,1,999,0,nonexistent,4598
telephone,jun,mon,194,1,999,0,nonexistent,3158
telephone,jun,thu,69,1,999,0,nonexistent,1884
cellular,jul,thu,10,20,999,0,nonexistent,23329
cellular,may,fri,261,1,999,0,nonexistent,31795
cellular,nov,thu,96,1,999,0,nonexistent,7622
cellular,jul,thu,117,3,999,0,nonexistent,12101
telephone,may,wed,51,3,999,0,nonexistent,39436
cellular,may,thu,245,3,999,0,nonexistent,8304
telephone,jun,tue,108,4,999,0,nonexistent,18794
cellular,aug,thu,371,2,999,0,nonexistent,39570
telephone,aug,tue,11,1,999,0,nonexistent,12803
cellular,may,thu,287,1,999,0,nonexistent,23029
cellular,jul,wed,374,1,999,0,nonexistent,33995
cellular,jul,thu,313,1,999,0,nonexistent,18617
cellular,may,mon,75,5,999,0,nonexistent,29574
cellular,apr,fri,235,1,999,0,nonexistent,4074
telephone,may,wed,263,1,999,0,nonexistent,35635
cellular,may,mon,112,1,999,0,nonexistent,23829
cellular,jul,tue,500,1,999,0,nonexistent,13353
cellular,oct,mon,116,1,999,0,nonexistent,27983
telephone,jun,mon,140,4,999,0,nonexistent,38908
telephone,dec,tue,476,1,999,1,failure,31066
cellular,nov,fri,92,3,999,4,failure,31766
telephone,jul,fri,123,4,999,0,nonexistent,1554
cellular,aug,fri,175,1,999,0,nonexistent,26360
telephone,may,thu,360,5,999,0,nonexistent,37808
telephone,aug,thu,51,7,999,0,nonexistent,5436
cellular,aug,fri,66,4,999,0,nonexistent,9302
cellular,jul,fri,117,2,999,0,nonexistent,4190
cellular,jul,wed,118,5,999,0,nonexistent,23620
cellular,may,tue,128,7,999,0,nonexistent,15698
cellular,aug,thu,78,2,999,0,nonexistent,10909
telephone,jun,thu,150,2,999,0,nonexistent,34791
cellular,may,thu,702,1,999,0,nonexistent,15632
cellular,may,thu,9,6,999,0,nonexistent,23876
cellular,may,mon,502,1,999,1,failure,29561
cellular,may,fri,292,3,999,0,nonexistent,13664
telephone,may,mon,55,2,999,0,nonexistent,14984
telephone,may,fri,85,1,999,0,nonexistent,28121
telephone,may,thu,101,1,999,0,nonexistent,15465
cellular,nov,wed,363,1,999,0,nonexistent,23627
telephone,aug,mon,199,1,999,0,nonexistent,33286
telephone,jun,tue,157,1,999,0,nonexistent,37384
telephone,may,tue,249,1,999,0,nonexistent,78
cellular,jul,tue,639,3,999,0,nonexistent,12621
telephone,jun,mon,142,2,999,0,nonexistent,19716
telephone,aug,tue,39,3,999,0,nonexistent,11528
cellular,nov,mon,86,1,999,0,nonexistent,38914
cellular,may,thu,102,1,999,0,nonexistent,11278
cellular,apr,thu,214,1,999,0,nonexistent,28525
cellular,apr,mon,114,2,999,0,nonexistent,7767
cellular,may,fri,101,1,999,0,nonexistent,20111
cellular,sep,fri,283,3,3,1,success,10539
cellular,aug,mon,130,2,999,1,failure,13937
telephone,jun,fri,189,2,999,0,nonexistent,11484
cellular,may,wed,290,1,999,1,failure,146
cellular,aug,thu,271,2,999,0,nonexistent,638
cellular,jul,thu,560,1,999,0,nonexistent,33475
cellular,nov,mon,68,1,999,0,nonexistent,6895
cellular,jun,thu,156,2,999,0,nonexistent,14146
cellular,nov,tue,515,3,999,0,nonexistent,15048
cellular,aug,tue,129,2,999,0,nonexistent,17222
cellular,jul,mon,122,2,999,0,nonexistent,36112
telephone,may,fri,327,2,999,0,nonexistent,35616
cellular,nov,tue,102,1,999,0,nonexistent,18403
telephone,may,fri,534,1,999,0,nonexistent,18088
telephone,may,tue,259,6,999,0,nonexistent,15716
cellular,nov,tue,173,1,999,0,nonexistent,35145
telephone,may,mon,128,2,999,0,nonexistent,26995
cellular,may,fri,807,1,999,0,nonexistent,27809
telephone,may,thu,184,2,999,0,nonexistent,14926
cellular,jul,thu,98,3,999,0,nonexistent,17957
cellular,jul,tue,314,4,999,0,nonexistent,4310
telephone,may,tue,69,19,999,0,nonexistent,12180
cellular,nov,wed,151,2,999,0,nonexistent,34218
cellular,apr,wed,72,1,999,0,nonexistent,636
telephone,jul,mon,127,7,999,0,nonexistent,16458
telephone,may,thu,285,1,999,0,nonexistent,11736
telephone,may,fri,57,1,999,0,nonexistent,29231
cellular,nov,tue,141,2,999,0,nonexistent,16964
cellular,oct,mon,159,2,999,1,failure,6634
cellular,may,fri,130,2,999,0,nonexistent,21462
telephone,may,wed,183,1,999,0,nonexistent,5296
cellular,nov,thu,370,1,999,1,failure,8999
telephone,may,mon,345,1,999,0,nonexistent,26614
cellular,aug,tue,234,3,999,0,nonexistent,11329
cellular,jul,thu,80,1,999,0,nonexistent,10866
telephone,may,wed,283,8,999,0,nonexistent,25334
cellular,jul,thu,1441,2,999,0,nonexistent,22688
cellular,jul,wed,480,1,999,0,nonexistent,16165
cellular,nov,wed,281,3,999,0,nonexistent,4930
cellular,may,mon,507,1,999,0,nonexistent,24404
cellular,apr,fri,100,1,999,0,nonexistent,22786
cellular,apr,tue,161,1,999,0,nonexistent,18983
cellular,nov,mon,74,2,999,1,failure,34233
cellular,jul,thu,157,1,999,0,nonexistent,36488
cellular,jul,fri,129,2,6,1,success,1796
cellular,may,mon,536,2,999,1,failure,21303
cellular,nov,tue,140,2,999,1,failure,39509
telephone,jun,tue,299,1,999,0,nonexistent,35702
cellular,aug,thu,133,1,999,0,nonexistent,31275
telephone,nov,thu,200,2,10,4,failure,24261
cellular,aug,mon,69,3,999,0,nonexistent,7931
cellular,apr,tue,158,2,999,0,nonexistent,40142
telephone,may,wed,330,5,999,0,nonexistent,18411
telephone,may,thu,36,1,999,0,nonexistent,27071
telephone,aug,wed,23,6,999,0,nonexistent,18571
cellular,mar,tue,180,2,999,0,nonexistent,10132
telephone,may,fri,412,6,999,0,nonexistent,33812
cellular,may,wed,164,5,999,0,nonexistent,25562
telephone,jun,fri,372,3,999,0,nonexistent,7268
cellular,may,mon,15,4,999,2,failure,10799
telephone,may,fri,891,4,999,0,nonexistent,33106
cellular,oct,fri,135,2,999,2,failure,18051
cellular,may,tue,894,1,999,0,nonexistent,14643
telephone,may,wed,149,2,999,0,nonexistent,15643
telephone,may,mon,523,2,999,0,nonexistent,29925
cellular,nov,fri,215,1,999,0,nonexistent,14486
telephone,may,thu,306,1,999,0,nonexistent,20159
cellular,nov,fri,28,3,999,1,failure,3444
telephone,may,wed,47,1,999,0,nonexistent,5225
telephone,jun,fri,61,1,999,0,nonexistent,2730
telephone,may,thu,191,3,999,0,nonexistent,14428
cellular,aug,thu,155,1,999,0,nonexistent,13536
cellular,jul,mon,165,5,999,0,nonexistent,6109
telephone,may,wed,83,2,999,0,nonexistent,18509
cellular,may,mon,159,1,999,1,failure,30090
telephone,may,tue,132,2,999,0,nonexistent,35134
telephone,may,tue,144,1,999,0,nonexistent,29283
cellular,jul,tue,112,3,999,0,nonexistent,20898
cellular,aug,wed,202,1,999,0,nonexistent,17945
cellular,jul,tue,144,4,999,0,nonexistent,21923
telephone,may,wed,192,1,999,0,nonexistent,12658
telephone,may,tue,67,1,999,0,nonexistent,14122
telephone,jun,thu,164,2,999,0,nonexistent,9899
telephone,may,thu,651,23,999,0,nonexistent,24916
cellular,apr,thu,214,1,999,1,failure,24206
cellular,aug,thu,17,18,999,0,nonexistent,2957
cellular,nov,tue,114,5,999,0,nonexistent,12452
cellular,may,thu,93,1,999,0,nonexistent,38027
cellular,may,tue,1221,2,999,1,failure,28829
cellular,nov,tue,148,1,999,1,failure,32108
telephone,jun,fri,373,1,999,0,nonexistent,33486
cellular,jul,fri,123,16,999,0,nonexistent,2926
cellular,apr,tue,82,4,999,0,nonexistent,34994
cellular,nov,fri,149,4,999,0,nonexistent,16489
cellular,aug,thu,82,1,999,0,nonexistent,18467
telephone,jun,wed,119,3,999,0,nonexistent,22485
cellular,may,thu,7,7,999,1,failure,10722
cellular,may,thu,127,1,999,0,nonexistent,11203
telephone,may,tue,189,2,999,0,nonexistent,33474
cellular,aug,tue,64,1,999,0,nonexistent,11774
cellular,may,thu,329,1,999,0,nonexistent,25293
telephone,jun,tue,57,2,999,0,nonexistent,9784
cellular,aug,fri,142,1,999,0,nonexistent,27337
cellular,mar,thu,420,1,999,0,nonexistent,16591
cellular,aug,fri,109,1,999,0,nonexistent,27703
telephone,apr,tue,86,6,999,0,nonexistent,16179
cellular,may,tue,144,5,999,1,failure,4288
telephone,may,fri,385,7,999,0,nonexistent,30975
cellular,apr,fri,69,1,999,0,nonexistent,1307
cellular,jul,fri,261,13,999,0,nonexistent,32520
cellular,jul,fri,90,1,999,0,nonexistent,10203
cellular,apr,mon,131,2,999,1,failure,16647
telephone,may,mon,111,2,999,0,nonexistent,18473
cellular,jun,tue,154,1,999,0,nonexistent,8128
telephone,may,fri,533,1,999,0,nonexistent,12839
cellular,jun,fri,91,2,6,1,success,31394
telephone,jun,fri,126,1,999,0,nonexistent,986
cellular,aug,tue,31,6,999,0,nonexistent,23547
cellular,jun,thu,78,1,999,0,nonexistent,16281
telephone,may,tue,500,2,999,0,nonexistent,33971
telephone,jun,wed,192,1,999,0,nonexistent,6107
cellular,jul,thu,536,7,999,0,nonexistent,1612
telephone,may,thu,136,1,999,0,nonexistent,25846
telephone,jun,wed,24,10,999,0,nonexistent,7254
telephone,jun,mon,290,1,999,0,nonexistent,699
cellular,may,mon,175,5,999,0,nonexistent,38980
cellular,aug,thu,148,1,999,0,nonexistent,29210
cellular,may,mon,498,2,999,0,nonexistent,28742
cellular,aug,thu,73,2,4,1,success,26961
cellular,may,mon,344,1,999,0,nonexistent,25233
cellular,jun,mon,177,5,999,1,failure,22203
cellular,nov,thu,42,7,999,0,nonexistent,29321
telephone,may,tue,158,1,999,0,nonexistent,28718
telephone,jun,tue,288,2,999,0,nonexistent,36866
cellular,apr,thu,173,2,999,0,nonexistent,24653
telephone,may,wed,65,2,999,0,nonexistent,33909
cellular,jul,thu,87,3,999,0,nonexistent,31908
cellular,may,fri,79,4,999,0,nonexistent,5008
cellular,may,wed,215,1,999,1,failure,11504
cellular,aug,wed,40,3,999,0,nonexistent,2509
telephone,mar,fri,234,2,999,0,nonexistent,26240
cellular,may,thu,158,1,999,0,nonexistent,27749
telephone,may,fri,621,1,999,0,nonexistent,4371
telephone,jun,tue,203,9,999,0,nonexistent,34311
cellular,nov,thu,317,2,999,0,nonexistent,6731
cellular,jul,wed,364,1,999,0,nonexistent,26376
cellular,aug,tue,167,1,10,4,failure,8106
cellular,nov,mon,554,2,999,0,nonexistent,22938
cellular,nov,thu,53,1,999,0,nonexistent,22014
telephone,jun,wed,145,8,999,0,nonexistent,128
cellular,nov,tue,257,2,999,0,nonexistent,33918
cellular,jul,thu,402,1,999,0,nonexistent,29719
telephone,jun,mon,42,1,999,0,nonexistent,32075
telephone,may,thu,166,3,999,0,nonexistent,18497
cellular,may,tue,294,1,999,0,nonexistent,22036
telephone,may,thu,170,5,999,0,nonexistent,24202
telephone,may,wed,72,3,999,0,nonexistent,14362
telephone,apr,mon,1143,5,999,0,nonexistent,12186
cellular,may,thu,135,1,999,0,nonexistent,17218
cellular,nov,fri,103,2,999,0,nonexistent,16457
cellular,jul,tue,124,1,999,0,nonexistent,8241
cellular,aug,thu,100,2,999,0,nonexistent,40565
cellular,nov,thu,277,1,999,0,nonexistent,5051
