contact,month,day_of_week,campaign,pdays,previous,poutcome,id
cellular,apr,fri,3,999,0,nonexistent,16376
cellular,jul,wed,2,999,0,nonexistent,1225
cellular,nov,fri,1,999,0,nonexistent,31677
cellular,nov,tue,1,999,0,nonexistent,8497
cellular,nov,mon,1,999,0,nonexistent,13727
telephone,jun,tue,4,999,0,nonexistent,12096
cellular,nov,mon,3,999,0,nonexistent,38929
cellular,aug,tue,1,999,0,nonexistent,26890
telephone,jun,thu,2,999,0,nonexistent,5179
cellular,may,fri,11,999,0,nonexistent,26874
telephone,jun,fri,1,999,0,nonexistent,33501
telephone,may,mon,6,999,1,failure,17726
cellular,oct,wed,1,5,0,nonexistent,396
cellular,may,thu,1,999,0,nonexistent,5172
telephone,may,thu,5,999,0,nonexistent,38611
cellular,aug,thu,2,999,0,nonexistent,13266
cellular,aug,fri,1,6,0,nonexistent,22157
cellular,aug,thu,1,999,0,nonexistent,1112
cellular,jul,tue,2,999,0,nonexistent,5581
cellular,jul,thu,4,999,0,nonexistent,30561
cellular,may,wed,1,999,0,nonexistent,30365
telephone,may,wed,2,999,1,failure,15234
cellular,jul,mon,1,999,1,failure,39209
cellular,jul,thu,1,999,0,nonexistent,21133
telephone,may,tue,2,999,0,nonexistent,39258
cellular,jul,tue,1,999,0,nonexistent,29410
cellular,aug,tue,1,999,0,nonexistent,642
cellular,may,tue,1,999,0,nonexistent,17474
telephone,jun,fri,1,999,0,nonexistent,16665
telephone,jun,tue,8,999,0,nonexistent,22699
telephone,may,thu,3,999,0,nonexistent,33801
telephone,may,fri,2,999,0,nonexistent,36993
cellular,may,mon,1,999,1,failure,17383
telephone,may,thu,1,999,1,failure,296
cellular,jun,tue,1,999,0,nonexistent,25415
cellular,nov,mon,3,999,0,nonexistent,10473
cellular,apr,mon,3,999,0,nonexistent,6120
telephone,may,tue,2,999,1,failure,27382
cellular,jul,mon,5,999,0,nonexistent,23697
telephone,may,wed,5,999,0,nonexistent,35721
telephone,jun,fri,2,999,0,nonexistent,16371
telephone,jun,mon,1,999,1,failure,20359
cellular,may,thu,1,12,0,nonexistent,36132
telephone,may,thu,3,999,1,failure,1073
cellular,may,wed,1,11,0,nonexistent,22895
cellular,apr,mon,1,999,0,nonexistent,23931
cellular,aug,thu,3,15,0,nonexistent,18133
cellular,jul,thu,1,999,0,nonexistent,18622
cellular,aug,tue,5,999,0,nonexistent,624
cellular,jul,tue,2,999,0,nonexistent,13636
cellular,may,mon,2,3,0,nonexistent,21093
cellular,may,wed,1,999,0,nonexistent,40053
cellular,nov,wed,3,999,0,nonexistent,11694
cellular,aug,wed,7,999,1,failure,25710
cellular,aug,mon,10,999,0,nonexistent,19168
cellular,aug,wed,4,999,0,nonexistent,32456
telephone,may,tue,2,999,0,nonexistent,8550
cellular,nov,fri,2,999,0,nonexistent,37457
telephone,apr,thu,1,999,0,nonexistent,10819
cellular,jun,thu,1,7,0,nonexistent,5627
cellular,aug,mon,1,999,0,nonexistent,21853
cellular,may,thu,3,999,0,nonexistent,20278
telephone,jun,mon,1,999,0,nonexistent,37798
cellular,apr,thu,1,999,0,nonexistent,12414
cellular,aug,tue,2,999,0,nonexistent,14852
telephone,may,fri,1,999,0,nonexistent,3171
cellular,may,tue,1,999,0,nonexistent,26712
cellular,jun,tue,1,999,0,nonexistent,29877
cellular,apr,thu,3,999,0,nonexistent,40383
cellular,nov,fri,1,999,0,nonexistent,11280
telephone,may,tue,1,999,0,nonexistent,22007
cellular,apr,thu,2,999,0,nonexistent,2527
cellular,apr,thu,1,999,0,nonexistent,14188
cellular,jun,mon,2,999,0,nonexistent,32774
cellular,jul,fri,2,999,0,nonexistent,22402
telephone,jul,mon,9,999,1,failure,23275
cellular,jul,thu,3,999,0,nonexistent,17700
cellular,aug,fri,1,999,0,nonexistent,11677
cellular,aug,wed,2,999,0,nonexistent,29568
telephone,jun,wed,7,999,0,nonexistent,19997
telephone,jun,fri,1,999,0,nonexistent,32032
cellular,may,thu,2,999,0,nonexistent,32923
cellular,oct,wed,1,999,0,nonexistent,38975
cellular,aug,wed,3,999,0,nonexistent,14466
cellular,may,tue,5,999,0,nonexistent,17503
telephone,may,tue,4,999,0,nonexistent,37141
cellular,apr,fri,1,999,0,nonexistent,11666
telephone,may,tue,1,999,0,nonexistent,37374
telephone,jun,fri,4,999,0,nonexistent,4866
telephone,may,fri,1,999,0,nonexistent,27011
telephone,may,wed,1,999,1,failure,20482
telephone,may,fri,2,999,0,nonexistent,6002
telephone,may,fri,1,999,0,nonexistent,27738
cellular,jul,mon,2,999,0,nonexistent,34346
cellular,jul,wed,1,999,0,nonexistent,4470
telephone,may,tue,2,999,0,nonexistent,34546
cellular,nov,wed,1,999,0,nonexistent,33481
cellular,jul,wed,1,999,1,failure,6005
cellular,jul,thu,2,999,0,nonexistent,12500
telephone,may,thu,2,999,0,nonexistent,10557
cellular,jul,thu,2,999,0,nonexistent,34260
telephone,may,thu,2,999,0,nonexistent,17632
telephone,may,tue,1,999,0,nonexistent,16208
cellular,nov,wed,7,999,1,success,31018
cellular,jul,tue,3,999,0,nonexistent,33061
cellular,nov,wed,3,999,0,nonexistent,22469
cellular,apr,mon,1,999,0,nonexistent,9529
cellular,sep,wed,3,999,0,nonexistent,16640
cellular,jun,mon,2,999,0,nonexistent,16978
cellular,jul,fri,4,999,1,success,15492
cellular,jun,fri,2,999,1,failure,597
cellular,aug,tue,1,999,1,failure,22340
telephone,jun,mon,2,999,0,nonexistent,11872
cellular,jun,thu,1,999,0,nonexistent,28505
cellular,jul,thu,1,999,0,nonexistent,25249
telephone,jun,thu,6,999,0,nonexistent,22534
cellular,nov,thu,1,999,0,nonexistent,17316
cellular,aug,thu,2,999,0,nonexistent,2592
cellular,jul,thu,2,999,0,nonexistent,19587
cellular,aug,tue,1,999,0,nonexistent,11741
telephone,jul,wed,5,999,0,nonexistent,18485
cellular,jun,wed,5,999,0,nonexistent,14339
telephone,may,thu,1,999,0,nonexistent,4873
cellular,may,thu,1,999,0,nonexistent,28984
telephone,may,mon,1,999,0,nonexistent,34159
telephone,may,fri,1,999,0,nonexistent,19206
telephone,jun,thu,1,999,0,nonexistent,2855
cellular,nov,thu,1,999,0,nonexistent,16063
telephone,aug,thu,1,999,0,nonexistent,21051
cellular,aug,fri,2,999,0,nonexistent,13614
cellular,nov,fri,2,999,1,failure,15869
cellular,jul,tue,13,999,0,nonexistent,4953
cellular,mar,mon,1,999,0,nonexistent,16928
cellular,aug,thu,5,999,0,nonexistent,30788
telephone,may,thu,1,999,0,nonexistent,18463
telephone,jun,mon,2,999,1,failure,10586
cellular,nov,fri,3,999,0,nonexistent,11137
cellular,jul,wed,1,999,0,nonexistent,64
telephone,apr,wed,2,999,1,failure,18300
telephone,mar,tue,3,999,0,nonexistent,21650
telephone,may,thu,7,999,1,failure,27436
cellular,jul,fri,1,999,1,failure,8156
cellular,nov,thu,1,999,0,nonexistent,26622
telephone,oct,tue,3,999,1,failure,32994
cellular,sep,thu,1,999,0,nonexistent,13531
cellular,may,tue,2,999,0,nonexistent,8103
cellular,nov,mon,2,999,0,nonexistent,7748
cellular,may,mon,3,999,0,nonexistent,29130
telephone,jun,fri,3,999,0,nonexistent,36389
cellular,aug,thu,4,999,0,nonexistent,40332
cellular,nov,thu,4,999,0,nonexistent,2557
telephone,jun,fri,3,999,0,nonexistent,4111
cellular,aug,thu,3,999,0,nonexistent,15704
cellular,may,fri,2,999,0,nonexistent,29240
cellular,may,tue,1,999,1,failure,39066
cellular,aug,fri,1,999,0,nonexistent,14982
cellular,mar,fri,1,999,0,nonexistent,23938
cellular,oct,mon,1,999,0,nonexistent,17567
telephone,may,tue,2,999,0,nonexistent,35766
cellular,aug,mon,2,999,0,nonexistent,39167
telephone,jun,wed,12,999,0,nonexistent,14858
cellular,jul,fri,1,999,0,nonexistent,29000
cellular,aug,thu,2,999,0,nonexistent,40376
cellular,may,mon,1,999,0,nonexistent,40396
cellular,aug,wed,2,999,0,nonexistent,36883
cellular,jul,fri,1,999,0,nonexistent,36715
telephone,may,wed,4,999,0,nonexistent,20692
cellular,apr,fri,1,999,0,nonexistent,36477
cellular,may,thu,4,999,0,nonexistent,12708
cellular,nov,wed,3,999,0,nonexistent,9456
telephone,jul,thu,2,999,0,nonexistent,5881
cellular,apr,thu,2,999,0,nonexistent,6210
cellular,jul,mon,2,999,0,nonexistent,4001
telephone,may,tue,1,999,0,nonexistent,21474
cellular,jul,mon,1,999,0,nonexistent,706
cellular,aug,mon,2,999,0,nonexistent,38915
cellular,jun,tue,1,999,0,nonexistent,32119
telephone,may,wed,3,999,0,nonexistent,17468
telephone,may,tue,2,999,1,failure,3854
cellular,aug,mon,3,999,0,nonexistent,36665
cellular,may,wed,1,999,0,nonexistent,14855
telephone,may,mon,1,999,0,nonexistent,7429
cellular,may,thu,1,999,0,nonexistent,4178
cellular,jun,tue,2,999,1,failure,17670
telephone,jun,thu,3,999,0,nonexistent,10622
cellular,jul,thu,3,999,0,nonexistent,25943
cellular,jul,fri,3,999,0,nonexistent,37325
telephone,may,wed,5,999,0,nonexistent,3316
cellular,nov,wed,1,999,1,failure,11352
cellular,jul,mon,5,999,0,nonexistent,9884
cellular,may,thu,1,999,1,failure,30751
cellular,jul,mon,3,999,0,nonexistent,2117
cellular,may,wed,3,999,0,nonexistent,30937
cellular,jul,tue,1,999,0,nonexistent,21630
cellular,apr,thu,2,999,0,nonexistent,17121
cellular,may,wed,1,999,0,nonexistent,29777
telephone,jul,thu,1,999,0,nonexistent,20541
cellular,aug,tue,1,999,0,nonexistent,22050
telephone,jun,wed,2,999,0,nonexistent,13624
cellular,aug,tue,2,999,0,nonexistent,26083
telephone,may,mon,6,999,0,nonexistent,39907
cellular,aug,tue,2,999,0,nonexistent,13148
telephone,may,fri,1,999,0,nonexistent,34100
telephone,may,tue,4,999,0,nonexistent,16391
cellular,jul,thu,1,999,0,nonexistent,772
cellular,jul,thu,4,999,1,failure,9885
telephone,may,mon,3,999,0,nonexistent,5579
cellular,aug,mon,2,999,0,nonexistent,11348
cellular,nov,thu,1,999,0,nonexistent,1944
cellular,may,thu,4,999,0,nonexistent,225
telephone,may,tue,1,999,0,nonexistent,6230
cellular,apr,fri,2,999,0,nonexistent,5565
cellular,jul,mon,2,999,1,failure,19194
cellular,aug,wed,1,999,0,nonexistent,23075
cellular,jul,fri,2,999,0,nonexistent,32052
cellular,may,wed,2,999,1,failure,37184
telephone,jun,mon,1,999,0,nonexistent,21344
cellular,aug,mon,4,999,0,nonexistent,15579
telephone,may,mon,1,999,1,failure,2269
telephone,may,fri,2,999,0,nonexistent,23624
telephone,may,tue,5,999,0,nonexistent,10912
cellular,jul,mon,5,999,1,failure,8230
cellular,jul,tue,1,999,0,nonexistent,39861
cellular,aug,wed,9,999,0,nonexistent,35785
cellular,aug,mon,4,999,0,nonexistent,26560
cellular,may,mon,2,999,0,nonexistent,10712
telephone,nov,fri,2,999,0,nonexistent,39180
telephone,jun,fri,28,999,0,nonexistent,26271
cellular,aug,wed,6,999,0,nonexistent,10224
cellular,aug,tue,1,999,0,nonexistent,37951
telephone,may,fri,1,999,0,nonexistent,17153
cellular,jun,tue,4,999,1,failure,1568
cellular,may,fri,2,999,0,nonexistent,23242
cellular,jul,thu,33,999,0,nonexistent,33232
cellular,may,wed,2,999,0,nonexistent,22489
cellular,aug,fri,7,999,0,nonexistent,27583
cellular,aug,fri,1,999,0,nonexistent,29858
cellular,nov,tue,1,999,1,failure,27925
cellular,aug,mon,1,999,1,failure,20391
cellular,jun,tue,1,13,0,nonexistent,7845
cellular,nov,fri,1,7,0,nonexistent,3347
telephone,may,fri,1,999,0,nonexistent,12430
cellular,jul,wed,4,999,0,nonexistent,19327
cellular,aug,fri,2,999,0,nonexistent,34140
telephone,jun,thu,1,999,0,nonexistent,8649
cellular,jul,thu,16,999,0,nonexistent,22290
cellular,nov,wed,3,999,0,nonexistent,29941
cellular,jun,thu,3,999,0,nonexistent,5791
cellular,jul,mon,1,999,0,nonexistent,20828
telephone,sep,mon,1,999,0,nonexistent,12583
cellular,may,thu,1,999,0,nonexistent,5804
cellular,jul,mon,2,999,1,failure,26330
cellular,aug,wed,2,999,0,nonexistent,40250
cellular,may,thu,1,999,0,nonexistent,38507
telephone,nov,thu,3,999,1,failure,29782
cellular,aug,wed,3,999,0,nonexistent,27464
cellular,nov,thu,1,999,0,nonexistent,12460
cellular,aug,mon,1,999,0,nonexistent,34170
cellular,jun,mon,2,999,0,nonexistent,14701
cellular,jun,fri,2,999,0,nonexistent,8438
cellular,apr,mon,1,999,0,nonexistent,37863
telephone,may,tue,2,999,0,nonexistent,40487
cellular,jul,mon,3,999,0,nonexistent,565
telephone,may,fri,1,999,0,nonexistent,7632
telephone,jun,tue,3,999,0,nonexistent,24016
telephone,apr,fri,3,999,0,nonexistent,39131
cellular,may,mon,1,999,0,nonexistent,37265
cellular,may,tue,1,999,0,nonexistent,3978
cellular,jul,tue,4,999,0,nonexistent,6850
telephone,jun,thu,1,999,0,nonexistent,27066
cellular,jul,thu,3,999,1,failure,39058
cellular,apr,mon,1,12,0,nonexistent,34604
cellular,may,mon,1,999,1,failure,30900
telephone,jun,mon,1,999,0,nonexistent,20581
cellular,nov,tue,1,999,0,nonexistent,1124
cellular,jul,wed,13,999,0,nonexistent,38183
cellular,may,wed,2,999,0,nonexistent,26054
telephone,may,thu,7,999,1,failure,33431
telephone,jun,thu,5,999,0,nonexistent,6514
telephone,jun,thu,3,999,1,failure,23390
cellular,apr,fri,1,999,0,nonexistent,5215
cellular,nov,fri,2,999,0,nonexistent,16651
telephone,may,mon,1,999,0,nonexistent,12068
telephone,jun,fri,2,999,0,nonexistent,15673
telephone,may,fri,3,999,1,failure,24767
cellular,aug,mon,7,999,0,nonexistent,15445
cellular,apr,mon,1,999,0,nonexistent,34832
telephone,may,tue,1,999,1,failure,12847
telephone,may,tue,1,999,1,success,10077
cellular,nov,wed,1,999,0,nonexistent,39091
cellular,aug,wed,1,999,0,nonexistent,17028
cellular,sep,tue,1,999,0,nonexistent,14820
cellular,aug,wed,1,999,1,failure,2255
telephone,jul,fri,1,999,0,nonexistent,14539
cellular,jul,tue,1,999,0,nonexistent,681
cellular,jul,fri,2,999,0,nonexistent,12021
cellular,aug,mon,1,999,1,failure,37095
cellular,jul,thu,5,999,0,nonexistent,10452
cellular,may,thu,1,3,0,nonexistent,8954
cellular,aug,thu,1,999,1,failure,25961
cellular,jul,thu,40,999,0,nonexistent,933
telephone,jun,mon,2,999,0,nonexistent,21230
telephone,may,mon,2,999,0,nonexistent,19897
telephone,jun,thu,3,999,1,failure,14508
cellular,apr,thu,3,6,1,failure,12312
telephone,may,thu,1,999,0,nonexistent,5795
cellular,jul,mon,2,999,0,nonexistent,1107
telephone,may,wed,5,999,0,nonexistent,18746
cellular,oct,tue,1,999,0,nonexistent,34594
cellular,may,mon,3,999,1,failure,24676
telephone,may,tue,2,999,0,nonexistent,15838
telephone,jun,mon,2,999,0,nonexistent,13946
cellular,nov,wed,1,999,0,nonexistent,26363
cellular,aug,fri,1,999,0,nonexistent,4510
telephone,jul,mon,3,999,0,nonexistent,28011
cellular,may,mon,5,999,0,nonexistent,18507
cellular,nov,wed,2,999,0,nonexistent,18267
cellular,aug,tue,2,999,0,nonexistent,40957
telephone,may,tue,5,999,0,nonexistent,1374
cellular,jul,tue,1,999,0,nonexistent,9821
telephone,nov,thu,4,999,0,nonexistent,34437
cellular,may,fri,2,999,0,nonexistent,23201
telephone,may,fri,1,999,0,nonexistent,26594
telephone,may,wed,2,999,0,nonexistent,18111
cellular,aug,tue,5,999,0,nonexistent,40958
telephone,may,mon,3,999,0,nonexistent,5144
cellular,may,thu,4,999,1,failure,93
cellular,jul,wed,1,999,0,nonexistent,23657
cellular,dec,tue,1,999,0,nonexistent,16438
cellular,may,fri,5,999,0,nonexistent,32140
cellular,jul,tue,2,999,1,failure,8834
telephone,may,thu,1,999,0,nonexistent,30094
telephone,may,wed,1,999,0,nonexistent,14420
cellular,aug,thu,1,999,0,nonexistent,12764
telephone,may,fri,1,999,1,failure,37495
cellular,jul,thu,3,999,0,nonexistent,19509
cellular,apr,fri,2,999,0,nonexistent,2474
cellular,aug,tue,1,999,0,nonexistent,1820
cellular,nov,fri,1,999,0,nonexistent,11625
cellular,jul,mon,1,999,0,nonexistent,26219
cellular,apr,thu,2,999,0,nonexistent,10134
telephone,may,tue,11,999,0,nonexistent,22303
cellular,may,wed,1,999,0,nonexistent,22847
telephone,jun,mon,2,999,0,nonexistent,13026
telephone,oct,tue,1,999,0,nonexistent,923
telephone,may,tue,2,999,0,nonexistent,39944
cellular,apr,mon,1,999,0,nonexistent,29687
cellular,sep,fri,2,999,0,nonexistent,39231
cellular,jul,wed,3,999,0,nonexistent,148
telephone,may,mon,1,999,1,failure,36551
telephone,may,fri,3,999,0,nonexistent,29138
cellular,jul,wed,4,999,0,nonexistent,6219
cellular,aug,thu,1,999,0,nonexistent,6241
cellular,jul,mon,3,999,0,nonexistent,11141
cellular,jul,wed,2,999,0,nonexistent,7001
cellular,aug,mon,2,999,0,nonexistent,12737
cellular,jul,fri,2,999,0,nonexistent,26034
telephone,may,mon,3,999,0,nonexistent,37747
cellular,mar,fri,1,999,0,nonexistent,40359
cellular,jul,mon,1,999,0,nonexistent,34647
cellular,jul,wed,9,999,0,nonexistent,40058
telephone,may,mon,3,999,0,nonexistent,397
cellular,aug,mon,3,999,0,nonexistent,2201
cellular,jun,tue,1,3,0,nonexistent,18846
telephone,jun,wed,4,999,0,nonexistent,41004
cellular,jul,mon,1,999,0,nonexistent,30096
telephone,jun,mon,1,999,0,nonexistent,32959
telephone,jun,fri,6,999,0,nonexistent,29485
cellular,jul,mon,3,999,0,nonexistent,31392
telephone,may,mon,5,999,1,failure,40090
cellular,jul,thu,1,999,1,failure,14050
cellular,may,wed,1,999,0,nonexistent,17063
cellular,jun,wed,1,3,0,nonexistent,39471
telephone,sep,mon,1,999,0,nonexistent,4910
cellular,jul,fri,2,999,0,nonexistent,28564
cellular,nov,thu,2,999,0,nonexistent,8586
telephone,may,thu,1,999,0,nonexistent,32138
telephone,may,mon,1,999,1,failure,32204
cellular,jul,mon,2,999,0,nonexistent,13495
telephone,mar,fri,3,999,0,nonexistent,38371
telephone,may,thu,3,999,0,nonexistent,30660
cellular,may,tue,2,999,0,nonexistent,22221
telephone,may,fri,4,999,0,nonexistent,36281
cellular,aug,tue,1,999,1,failure,25645
cellular,aug,wed,4,999,0,nonexistent,2066
cellular,aug,mon,3,999,0,nonexistent,28593
telephone,may,thu,2,999,0,nonexistent,22179
cellular,jul,mon,1,999,0,nonexistent,33210
cellular,jul,tue,2,999,0,nonexistent,29244
telephone,jun,mon,1,999,1,failure,14583
cellular,jun,thu,1,999,0,nonexistent,6233
cellular,jun,mon,1,999,0,nonexistent,30247
cellular,aug,fri,3,999,0,nonexistent,5883
telephone,jun,fri,1,999,0,nonexistent,12552
cellular,nov,fri,2,999,1,failure,27801
telephone,jun,fri,15,999,0,nonexistent,25828
cellular,may,wed,2,999,0,nonexistent,7905
telephone,jun,wed,1,999,0,nonexistent,40970
telephone,may,fri,7,999,0,nonexistent,13213
cellular,nov,wed,5,999,1,failure,9046
cellular,jul,wed,2,999,0,nonexistent,13895
cellular,apr,tue,1,999,0,nonexistent,15844
cellular,nov,fri,1,3,0,nonexistent,15984
cellular,aug,fri,2,999,0,nonexistent,40793
cellular,nov,fri,4,999,0,nonexistent,18612
telephone,may,fri,4,999,0,nonexistent,14048
cellular,apr,fri,2,999,0,nonexistent,21398
cellular,aug,tue,1,999,0,nonexistent,17051
telephone,jun,mon,6,999,0,nonexistent,30238
cellular,may,wed,1,999,1,failure,39791
cellular,jul,mon,7,999,0,nonexistent,34377
cellular,aug,wed,1,999,0,nonexistent,17524
telephone,aug,mon,1,999,0,nonexistent,25611
cellular,nov,thu,2,999,0,nonexistent,3367
cellular,may,fri,1,999,0,nonexistent,18240
cellular,jul,tue,1,999,0,nonexistent,1705
cellular,may,mon,1,999,1,failure,6908
cellular,may,fri,1,999,0,nonexistent,2419
cellular,jul,mon,2,999,1,failure,33744
cellular,oct,thu,1,6,1,failure,29126
cellular,sep,thu,1,999,0,nonexistent,7712
telephone,may,tue,1,999,1,failure,29222
telephone,may,thu,4,999,0,nonexistent,2065
cellular,may,fri,1,999,0,nonexistent,33944
cellular,oct,thu,2,7,0,nonexistent,23667
cellular,apr,mon,1,999,0,nonexistent,37623
cellular,may,mon,2,999,0,nonexistent,14763
cellular,jul,thu,12,999,1,failure,12938
cellular,may,fri,5,999,0,nonexistent,4184
telephone,may,wed,2,999,0,nonexistent,3382
cellular,jul,wed,2,999,0,nonexistent,35439
telephone,may,thu,1,999,0,nonexistent,18374
telephone,may,mon,2,999,0,nonexistent,2250
cellular,apr,thu,1,999,0,nonexistent,27479
cellular,jul,wed,1,999,0,nonexistent,10564
telephone,may,thu,1,999,0,nonexistent,5582
cellular,jul,tue,8,999,0,nonexistent,38439
cellular,nov,thu,1,999,0,nonexistent,32795
cellular,jul,tue,3,999,0,nonexistent,27409
telephone,jun,wed,1,999,0,nonexistent,34174
cellular,jul,thu,5,999,1,failure,15581
cellular,may,tue,1,999,1,failure,21178
telephone,may,fri,4,999,0,nonexistent,7647
cellular,nov,thu,1,999,0,nonexistent,24659
cellular,jul,tue,1,999,0,nonexistent,11795
cellular,nov,thu,1,999,0,nonexistent,35226
cellular,aug,mon,1,999,0,nonexistent,15994
telephone,jun,tue,20,999,0,nonexistent,7722
cellular,jul,thu,3,999,0,nonexistent,16794
telephone,oct,mon,2,999,1,failure,21057
cellular,apr,fri,1,999,0,nonexistent,19371
cellular,jul,tue,5,999,0,nonexistent,17235
cellular,jul,mon,4,999,0,nonexistent,38239
cellular,nov,tue,2,999,0,nonexistent,26214
cellular,nov,tue,1,999,0,nonexistent,1196
telephone,may,wed,4,999,1,failure,19049
telephone,jun,thu,1,999,0,nonexistent,808
cellular,jul,mon,2,999,1,failure,3342
telephone,jun,fri,2,999,0,nonexistent,25156
cellular,aug,tue,2,999,0,nonexistent,11087
cellular,aug,mon,1,999,0,nonexistent,7465
cellular,aug,thu,1,999,0,nonexistent,640
telephone,jun,mon,1,999,0,nonexistent,7990
cellular,may,thu,6,999,0,nonexistent,8987
telephone,jul,wed,2,999,0,nonexistent,8926
cellular,jul,mon,1,999,0,nonexistent,13441
cellular,jul,thu,1,999,0,nonexistent,29592
cellular,jul,tue,4,999,0,nonexistent,10373
cellular,jul,mon,2,999,0,nonexistent,23063
telephone,jun,thu,2,999,0,nonexistent,20364
telephone,jun,thu,1,999,1,failure,12675
cellular,may,thu,2,999,0,nonexistent,7103
cellular,may,thu,3,999,0,nonexistent,3507
cellular,aug,wed,1,999,0,nonexistent,12988
telephone,may,wed,2,999,0,nonexistent,38281
cellular,aug,mon,7,999,0,nonexistent,15460
cellular,jul,mon,1,999,1,failure,10574
cellular,apr,fri,1,999,0,nonexistent,2036
cellular,aug,tue,2,999,0,nonexistent,16584
telephone,jun,mon,2,999,0,nonexistent,34661
cellular,nov,thu,1,999,0,nonexistent,29296
telephone,aug,fri,1,999,0,nonexistent,5441
cellular,jul,fri,2,999,0,nonexistent,27849
cellular,may,thu,1,999,1,success,29472
telephone,may,mon,7,999,1,failure,841
cellular,jul,fri,1,999,0,nonexistent,3545
cellular,aug,thu,2,999,1,failure,26559
telephone,jun,fri,15,999,0,nonexistent,12719
cellular,mar,thu,3,999,0,nonexistent,28503
cellular,jun,tue,1,999,0,nonexistent,19572
cellular,may,wed,2,999,0,nonexistent,10805
cellular,nov,wed,1,999,1,failure,24703
cellular,nov,tue,1,999,0,nonexistent,34517
cellular,jul,fri,5,999,0,nonexistent,17769
telephone,may,fri,1,999,0,nonexistent,23968
telephone,nov,fri,2,999,0,nonexistent,34894
telephone,may,tue,2,999,0,nonexistent,8848
cellular,apr,thu,2,999,0,nonexistent,17263
telephone,may,tue,2,999,0,nonexistent,14190
cellular,nov,tue,2,999,1,failure,1766
cellular,jun,wed,1,999,0,nonexistent,7604
telephone,jun,thu,2,999,0,nonexistent,16551
cellular,aug,mon,5,999,0,nonexistent,1664
cellular,may,wed,1,999,0,nonexistent,10305
cellular,aug,tue,9,999,0,nonexistent,35554
cellular,aug,tue,1,999,0,nonexistent,5224
cellular,jul,mon,5,999,0,nonexistent,22200
cellular,may,fri,1,999,0,nonexistent,29019
cellular,nov,tue,2,999,1,failure,23635
cellular,jul,mon,1,999,0,nonexistent,3578
telephone,may,wed,2,999,0,nonexistent,1952
cellular,nov,fri,4,999,0,nonexistent,1099
cellular,jul,tue,5,999,1,failure,39996
cellular,may,thu,1,999,1,failure,29096
cellular,jul,mon,1,999,0,nonexistent,21409
cellular,aug,fri,1,999,1,success,6001
cellular,aug,thu,1,999,0,nonexistent,39569
cellular,aug,mon,1,999,0,nonexistent,9266
cellular,nov,thu,1,999,0,nonexistent,36674
telephone,jun,mon,2,999,0,nonexistent,20960
cellular,apr,mon,3,12,0,nonexistent,23365
telephone,may,wed,1,999,0,nonexistent,16123
telephone,may,tue,8,999,0,nonexistent,27210
cellular,jun,mon,1,4,0,nonexistent,38683
cellular,jul,wed,8,999,0,nonexistent,31035
cellular,aug,thu,1,999,0,nonexistent,38973
cellular,jul,wed,1,999,0,nonexistent,17852
cellular,aug,wed,1,999,0,nonexistent,3551
cellular,sep,fri,1,999,0,nonexistent,1018
cellular,sep,tue,1,999,0,nonexistent,15681
telephone,may,wed,1,999,1,failure,13015
telephone,apr,tue,3,999,0,nonexistent,26211
cellular,may,wed,1,999,0,nonexistent,1968
cellular,aug,wed,4,999,0,nonexistent,39518
cellular,jul,wed,6,999,0,nonexistent,26314
telephone,may,mon,3,999,0,nonexistent,10949
cellular,aug,mon,3,999,0,nonexistent,34746
cellular,apr,fri,1,999,0,nonexistent,39803
cellular,may,fri,8,999,0,nonexistent,37785
cellular,mar,thu,4,999,0,nonexistent,28184
cellular,nov,wed,2,999,1,failure,37949
cellular,apr,thu,1,999,1,failure,8442
telephone,jul,mon,2,999,0,nonexistent,19756
telephone,may,mon,3,999,0,nonexistent,39653
cellular,apr,fri,1,999,0,nonexistent,24220
telephone,may,tue,2,999,1,failure,19005
cellular,jul,fri,2,999,0,nonexistent,9457
cellular,may,fri,2,999,0,nonexistent,2243
cellular,aug,tue,1,999,0,nonexistent,6934
telephone,jun,wed,1,999,0,nonexistent,27837
cellular,aug,tue,9,999,0,nonexistent,14687
cellular,jul,wed,1,999,0,nonexistent,2268
cellular,nov,thu,1,999,0,nonexistent,9023
cellular,nov,tue,2,999,0,nonexistent,40274
telephone,jun,wed,4,999,0,nonexistent,39915
cellular,jun,mon,1,999,0,nonexistent,28207
telephone,jun,tue,1,999,0,nonexistent,24270
cellular,nov,wed,2,999,0,nonexistent,11390
cellular,aug,thu,1,999,1,success,37041
cellular,jul,thu,1,999,0,nonexistent,13139
cellular,nov,tue,2,999,1,failure,39532
cellular,aug,fri,3,999,0,nonexistent,39882
cellular,may,wed,4,999,1,success,10860
telephone,may,tue,5,999,0,nonexistent,22327
telephone,may,mon,42,999,0,nonexistent,18901
cellular,nov,wed,1,999,0,nonexistent,26366
cellular,aug,wed,1,999,0,nonexistent,30310
cellular,jul,fri,2,999,0,nonexistent,20294
telephone,jul,tue,5,999,0,nonexistent,209
cellular,may,mon,3,999,0,nonexistent,11322
cellular,nov,wed,2,999,0,nonexistent,7316
telephone,may,thu,1,999,1,failure,15486
telephone,jun,wed,3,999,0,nonexistent,29747
cellular,aug,thu,3,999,0,nonexistent,29276
cellular,may,wed,2,999,1,failure,8433
cellular,may,thu,1,999,0,nonexistent,18392
cellular,jul,fri,3,999,0,nonexistent,13094
