age,job,marital,education,default,housing,loan,id
56,services,divorced,high.school,unknown,yes,no,26808
26,admin.,single,university.degree,no,no,no,36867
32,admin.,single,university.degree,no,no,yes,35204
35,blue-collar,married,basic.9y,no,no,no,21110
35,admin.,married,university.degree,no,no,no,32292
32,entrepreneur,married,unknown,no,no,no,37889
41,technician,married,university.degree,unknown,no,yes,34038
25,admin.,single,university.degree,no,no,no,1173
44,admin.,single,basic.9y,no,yes,yes,9090
48,blue-collar,married,high.school,no,no,no,26900
31,admin.,divorced,university.degree,no,yes,yes,24363
35,self-employed,married,high.school,no,no,no,689
31,admin.,married,university.degree,no,yes,yes,21565
27,admin.,married,high.school,no,no,yes,7496
45,admin.,married,high.school,no,yes,no,10961
29,blue-collar,single,basic.9y,no,no,no,38742
41,technician,single,professional.course,no,no,no,26840
36,blue-collar,married,basic.6y,no,yes,no,35631
43,admin.,divorced,university.degree,no,no,no,21466
31,technician,divorced,basic.9y,no,no,no,19140
57,housemaid,divorced,basic.4y,unknown,yes,no,22835
36,technician,single,professional.course,no,yes,no,21419
45,entrepreneur,divorced,basic.9y,no,yes,yes,40514
51,admin.,married,university.degree,no,yes,yes,24634
32,management,single,university.degree,no,yes,no,18423
37,technician,married,professional.course,no,yes,no,28413
44,admin.,divorced,high.school,no,yes,yes,29653
41,entrepreneur,married,university.degree,no,yes,no,22831
34,admin.,single,high.school,no,yes,no,5867
29,admin.,married,high.school,no,no,yes,38803
36,admin.,divorced,university.degree,unknown,yes,yes,29465
40,entrepreneur,married,basic.9y,no,no,no,25412
24,admin.,single,high.school,no,no,no,24704
43,admin.,single,high.school,no,no,no,9583
63,retired,married,university.degree,no,yes,no,22275
22,blue-collar,single,basic.9y,no,yes,no,5135
65,retired,married,basic.4y,no,no,no,14970
38,services,married,high.school,unknown,no,no,1122
36,services,married,university.degree,no,yes,no,38687
27,self-employed,married,basic.9y,no,yes,no,5850
31,blue-collar,single,basic.9y,no,no,no,17340
44,blue-collar,married,basic.4y,no,no,no,12030
59,technician,married,professional.course,unknown,no,no,34846
46,services,divorced,basic.9y,no,no,no,21638
50,management,married,university.degree,no,yes,no,28275
28,self-employed,single,university.degree,no,no,no,4784
36,admin.,married,basic.9y,no,yes,no,35088
45,admin.,divorced,basic.9y,no,yes,no,353
32,management,single,university.degree,no,no,no,27362
43,blue-collar,married,basic.9y,unknown,yes,no,40695
57,technician,married,professional.course,unknown,no,yes,29436
31,admin.,single,university.degree,no,no,no,6549
49,admin.,single,basic.9y,no,yes,yes,26872
34,services,married,high.school,unknown,yes,no,28921
31,admin.,married,university.degree,no,yes,no,30813
36,blue-collar,married,basic.9y,no,yes,no,33698
60,retired,married,university.degree,no,yes,no,1479
36,technician,married,professional.course,no,no,no,16813
38,blue-collar,married,basic.9y,no,no,no,22890
22,student,single,high.school,no,no,no,36528
43,admin.,single,university.degree,no,yes,no,13000
48,technician,married,professional.course,no,no,no,40363
53,retired,married,high.school,unknown,yes,no,31328
27,blue-collar,single,basic.4y,no,no,no,4204
44,blue-collar,divorced,basic.4y,unknown,yes,no,38663
35,admin.,single,basic.9y,no,no,no,7953
30,blue-collar,single,basic.4y,no,no,no,34266
31,admin.,single,high.school,no,no,no,37582
48,admin.,married,high.school,no,yes,no,6658
38,blue-collar,married,basic.9y,no,no,no,19038
59,retired,divorced,professional.course,no,no,no,4004
49,blue-collar,married,basic.4y,unknown,no,no,8338
35,services,single,university.degree,no,unknown,unknown,30725
33,services,married,high.school,no,no,no,8179
32,housemaid,married,basic.4y,no,no,no,32873
33,admin.,married,university.degree,no,yes,no,10761
28,admin.,single,university.degree,no,yes,no,8015
33,admin.,married,university.degree,no,no,no,1369
31,admin.,single,university.degree,no,yes,no,13467
30,admin.,single,high.school,no,no,no,11726
36,blue-collar,divorced,basic.9y,no,yes,no,9385
31,technician,married,professional.course,no,no,no,39162
60,services,married,high.school,no,yes,no,33959
43,admin.,married,university.degree,no,yes,no,3860
26,admin.,single,university.degree,no,unknown,unknown,39003
46,services,married,high.school,no,no,no,40319
34,admin.,single,high.school,no,yes,yes,35790
43,admin.,married,high.school,no,no,no,6118
30,admin.,single,university.degree,no,yes,no,41040
44,technician,divorced,professional.course,unknown,yes,yes,34298
31,admin.,divorced,university.degree,no,yes,no,35541
54,blue-collar,married,unknown,unknown,no,no,32652
28,admin.,married,university.degree,no,yes,no,37679
32,technician,married,university.degree,no,yes,no,425
45,management,married,unknown,unknown,yes,no,35827
41,housemaid,divorced,basic.9y,unknown,no,no,22242
44,admin.,divorced,university.degree,no,no,yes,13669
41,admin.,married,basic.9y,no,yes,no,25465
30,management,single,high.school,no,no,no,33223
34,admin.,married,university.degree,no,no,yes,29550
30,technician,single,professional.course,no,yes,no,2883
47,blue-collar,married,basic.6y,unknown,yes,no,6949
36,blue-collar,single,basic.9y,no,no,yes,32103
32,admin.,single,university.degree,no,yes,no,29100
34,management,married,university.degree,unknown,no,no,5633
47,blue-collar,married,basic.9y,no,yes,no,39040
31,blue-collar,single,high.school,unknown,yes,no,11932
36,admin.,divorced,high.school,no,no,no,9596
30,admin.,divorced,high.school,no,yes,no,28339
48,technician,married,high.school,no,no,no,6903
32,blue-collar,divorced,basic.9y,no,no,no,11620
46,management,married,basic.9y,no,no,no,5654
52,admin.,divorced,high.school,no,yes,no,7772
43,admin.,married,high.school,no,yes,no,26158
46,admin.,single,university.degree,no,no,no,23128
48,entrepreneur,married,university.degree,no,yes,no,25220
44,technician,divorced,professional.course,unknown,yes,no,192
35,blue-collar,married,basic.9y,no,yes,no,21969
32,blue-collar,married,basic.9y,no,no,no,22432
56,admin.,married,university.degree,unknown,yes,no,12308
38,admin.,married,university.degree,no,no,no,20465
44,blue-collar,married,basic.6y,no,yes,no,12066
38,technician,married,high.school,no,no,no,26603
56,admin.,married,basic.6y,no,yes,no,16745
58,management,single,university.degree,no,yes,no,28638
65,management,married,university.degree,no,no,no,14341
59,technician,married,unknown,no,no,no,35049
37,blue-collar,divorced,basic.9y,unknown,no,no,33491
46,blue-collar,married,basic.9y,no,yes,no,27981
60,blue-collar,married,basic.9y,unknown,unknown,unknown,40659
46,admin.,divorced,university.degree,no,no,no,27566
34,blue-collar,married,basic.9y,no,no,no,12257
30,technician,divorced,basic.9y,no,yes,no,40735
33,blue-collar,married,basic.9y,unknown,no,yes,3327
45,blue-collar,married,high.school,no,no,no,19584
59,retired,married,professional.course,unknown,yes,no,823
48,admin.,married,basic.9y,unknown,no,no,1589
41,management,married,university.degree,no,no,no,38659
34,management,married,university.degree,no,no,no,24591
55,technician,single,professional.course,no,yes,no,5877
43,admin.,single,university.degree,no,yes,no,37701
33,management,single,university.degree,no,no,yes,1000
33,blue-collar,single,high.school,no,yes,no,1003
54,technician,married,professional.course,unknown,no,no,7173
44,management,married,basic.9y,no,yes,no,32570
53,entrepreneur,married,university.degree,no,yes,no,24449
39,housemaid,married,university.degree,no,yes,no,31379
38,admin.,single,university.degree,no,yes,yes,26804
61,retired,married,university.degree,no,no,no,40707
31,services,married,high.school,no,no,no,18700
34,services,single,high.school,no,unknown,unknown,22139
37,technician,single,professional.course,no,yes,no,7749
31,self-employed,married,university.degree,no,yes,no,31453
53,management,married,university.degree,no,yes,no,12286
38,blue-collar,divorced,basic.4y,no,yes,no,19416
42,admin.,married,basic.4y,no,no,no,15589
42,admin.,married,professional.course,no,no,yes,10915
35,unemployed,single,university.degree,no,yes,yes,23665
33,management,single,university.degree,no,no,no,25666
50,blue-collar,divorced,basic.9y,no,no,no,33966
39,blue-collar,married,basic.6y,no,yes,no,33987
51,technician,married,basic.9y,unknown,yes,yes,23699
45,housemaid,married,basic.6y,no,yes,no,36808
43,blue-collar,married,basic.4y,unknown,no,no,5290
34,blue-collar,married,basic.9y,no,yes,no,15913
21,student,single,unknown,no,no,no,28745
41,admin.,married,university.degree,no,yes,no,35091
45,admin.,married,high.school,no,yes,no,3748
51,admin.,divorced,university.degree,no,yes,no,20515
20,student,single,high.school,no,yes,no,9867
38,blue-collar,married,basic.6y,unknown,yes,no,18196
26,technician,married,professional.course,no,no,no,38635
49,services,married,high.school,no,no,yes,38976
27,admin.,married,high.school,unknown,no,no,38403
43,admin.,married,university.degree,no,yes,no,743
52,management,married,university.degree,no,yes,yes,21263
45,technician,divorced,unknown,unknown,no,no,17060
41,technician,married,professional.course,no,yes,no,34640
35,blue-collar,married,basic.4y,unknown,no,no,29272
33,technician,single,professional.course,no,yes,yes,33983
57,self-employed,married,unknown,unknown,yes,no,8542
58,management,married,university.degree,no,yes,no,19203
31,self-employed,married,university.degree,no,yes,no,1141
34,admin.,married,university.degree,no,yes,no,12577
48,admin.,divorced,university.degree,no,yes,no,27867
43,unemployed,married,basic.9y,no,no,no,7482
30,services,single,high.school,no,yes,no,34183
41,blue-collar,married,basic.9y,no,yes,no,15430
36,blue-collar,married,unknown,no,no,no,29764
36,blue-collar,single,basic.9y,unknown,unknown,unknown,13847
28,services,single,high.school,no,no,no,35012
47,blue-collar,married,basic.4y,no,yes,no,24354
46,management,married,university.degree,no,no,no,26090
24,technician,married,university.degree,no,yes,yes,23163
28,admin.,single,university.degree,no,yes,no,1510
83,retired,divorced,basic.4y,no,yes,yes,15961
58,blue-collar,married,basic.4y,no,yes,no,1004
35,technician,single,university.degree,no,no,no,1035
43,admin.,married,high.school,no,yes,no,28973
58,admin.,divorced,university.degree,no,no,no,36004
32,admin.,single,university.degree,no,yes,yes,37235
29,technician,married,professional.course,no,no,no,18736
32,blue-collar,married,professional.course,no,no,no,31105
31,blue-collar,unknown,unknown,unknown,no,no,13365
61,technician,married,professional.course,no,no,no,29268
24,services,single,basic.9y,no,yes,no,26562
55,entrepreneur,married,professional.course,no,yes,yes,11541
32,admin.,single,university.degree,no,no,no,31630
29,admin.,single,high.school,no,no,no,14033
57,services,married,high.school,unknown,yes,no,9495
40,admin.,single,high.school,no,yes,no,16442
35,blue-collar,single,basic.4y,unknown,no,no,3238
33,admin.,single,unknown,no,no,no,37264
34,management,single,university.degree,no,yes,yes,8405
25,student,single,high.school,no,yes,no,16782
36,blue-collar,married,basic.4y,unknown,yes,no,40590
39,services,married,high.school,unknown,no,no,24711
57,self-employed,married,university.degree,no,yes,no,25962
53,self-employed,married,basic.9y,no,yes,no,6221
28,services,single,high.school,no,no,no,15872
31,technician,single,professional.course,no,yes,no,33467
37,blue-collar,divorced,basic.6y,no,yes,yes,24144
41,blue-collar,married,basic.4y,no,no,no,20189
52,technician,married,basic.9y,no,yes,yes,18629
22,blue-collar,single,basic.4y,unknown,yes,no,30492
32,housemaid,married,university.degree,no,yes,no,8876
37,admin.,single,university.degree,no,no,yes,14047
48,admin.,married,university.degree,no,no,no,23208
40,technician,married,professional.course,no,yes,no,14337
51,admin.,married,university.degree,no,yes,no,36668
54,self-employed,married,university.degree,no,no,no,13067
50,entrepreneur,married,basic.4y,unknown,yes,no,2854
43,entrepreneur,married,professional.course,no,yes,yes,14593
28,student,single,unknown,unknown,yes,no,17250
36,admin.,single,university.degree,no,yes,no,33138
53,technician,married,professional.course,unknown,no,yes,30240
50,housemaid,divorced,basic.4y,unknown,yes,yes,29103
51,admin.,married,basic.6y,no,no,yes,25295
29,technician,married,university.degree,no,yes,no,29698
38,housemaid,divorced,university.degree,no,yes,no,35824
30,blue-collar,single,basic.9y,no,yes,no,35595
31,admin.,single,university.degree,no,no,no,21952
41,admin.,single,university.degree,unknown,yes,no,25563
29,blue-collar,married,basic.9y,no,no,no,7098
45,services,married,high.school,unknown,no,no,15361
47,admin.,married,university.degree,unknown,no,no,8221
48,technician,married,professional.course,no,no,no,11285
45,management,married,university.degree,unknown,unknown,unknown,38894
58,retired,married,university.degree,unknown,no,no,1791
40,admin.,married,university.degree,no,yes,yes,20234
50,entrepreneur,married,basic.9y,no,yes,no,4006
31,admin.,single,university.degree,no,yes,no,31916
27,admin.,married,high.school,no,yes,no,28423
48,services,married,high.school,no,yes,no,23917
39,admin.,single,unknown,no,no,no,8839
38,blue-collar,married,basic.4y,no,yes,no,32516
48,services,married,basic.9y,no,yes,yes,36688
29,blue-collar,single,high.school,unknown,no,no,35738
42,services,single,high.school,no,no,no,7704
36,technician,single,professional.course,no,no,no,35873
36,management,divorced,university.degree,no,yes,no,37976
36,blue-collar,married,basic.9y,no,no,no,30040
52,admin.,married,high.school,no,no,no,16903
37,admin.,married,high.school,no,yes,no,13991
52,admin.,divorced,high.school,no,yes,yes,24846
36,admin.,married,high.school,unknown,no,no,17661
33,admin.,divorced,university.degree,no,yes,no,17547
45,entrepreneur,divorced,university.degree,no,yes,no,19245
49,services,single,high.school,no,yes,no,12798
45,blue-collar,married,unknown,no,no,no,13106
31,services,married,high.school,no,no,no,6834
45,management,married,university.degree,no,no,no,33299
38,technician,married,professional.course,no,yes,no,7276
30,technician,single,university.degree,no,yes,no,27444
33,admin.,single,university.degree,no,no,no,34007
29,technician,single,university.degree,no,yes,no,34192
53,management,married,university.degree,no,yes,no,15487
26,admin.,married,high.school,no,no,no,28670
32,admin.,single,professional.course,no,no,no,30022
50,services,single,high.school,no,no,no,5262
33,admin.,single,university.degree,no,no,no,2283
28,services,single,basic.9y,unknown,yes,no,30702
44,management,married,university.degree,no,yes,no,20615
40,management,married,university.degree,no,no,yes,1417
49,management,married,high.school,unknown,yes,no,22629
28,admin.,single,high.school,no,no,no,3728
33,technician,married,university.degree,no,unknown,unknown,40611
41,blue-collar,married,basic.4y,unknown,yes,no,36641
34,housemaid,married,university.degree,no,no,yes,15135
34,entrepreneur,married,high.school,unknown,no,no,28194
29,blue-collar,married,basic.9y,no,no,no,25369
30,admin.,single,university.degree,no,no,no,19974
52,retired,married,basic.4y,no,yes,no,9748
31,admin.,married,university.degree,no,yes,no,27909
47,admin.,married,university.degree,no,unknown,unknown,12892
49,blue-collar,married,basic.4y,unknown,no,no,29644
34,technician,single,professional.course,no,no,no,27641
46,technician,divorced,university.degree,no,yes,no,13882
26,admin.,single,university.degree,no,no,no,4020
42,blue-collar,married,professional.course,no,yes,no,32189
51,technician,married,professional.course,no,yes,no,20789
28,blue-collar,married,basic.9y,no,no,yes,4011
33,technician,single,basic.9y,no,no,no,11979
32,self-employed,single,university.degree,no,no,no,17368
55,blue-collar,married,professional.course,no,yes,no,38472
53,services,married,basic.6y,no,yes,no,34073
35,technician,single,professional.course,unknown,yes,no,17192
33,services,married,high.school,no,no,no,29883
29,entrepreneur,married,basic.4y,unknown,no,no,26514
50,blue-collar,divorced,professional.course,no,yes,no,20298
38,blue-collar,married,professional.course,no,yes,no,4175
37,management,married,high.school,no,yes,no,26682
47,blue-collar,divorced,basic.9y,unknown,no,no,20397
38,technician,married,professional.course,unknown,yes,no,6522
52,blue-collar,married,basic.9y,no,no,no,14894
31,admin.,single,university.degree,no,yes,no,40096
40,blue-collar,married,professional.course,no,no,no,2086
37,management,married,university.degree,unknown,no,no,10891
45,blue-collar,married,basic.9y,unknown,no,no,38508
45,services,married,high.school,unknown,yes,no,28735
56,retired,married,basic.4y,no,no,no,4815
21,student,single,basic.9y,no,no,no,28136
58,management,married,basic.9y,no,no,no,11886
31,blue-collar,married,high.school,no,yes,no,33911
55,admin.,married,high.school,no,yes,yes,18384
36,blue-collar,married,basic.9y,unknown,no,no,39430
54,admin.,married,university.degree,no,no,no,37205
48,technician,married,high.school,unknown,no,yes,1831
40,services,divorced,high.school,no,yes,no,29154
53,self-employed,married,university.degree,no,yes,yes,28281
37,technician,single,high.school,no,yes,no,1843
45,blue-collar,married,basic.4y,unknown,yes,no,16289
23,blue-collar,single,basic.9y,no,yes,no,18693
49,services,married,basic.9y,no,yes,no,27922
72,retired,married,basic.4y,no,yes,no,15930
38,admin.,divorced,university.degree,no,yes,no,37725
51,admin.,divorced,university.degree,no,yes,yes,8260
49,technician,married,professional.course,no,yes,no,30050
31,entrepreneur,married,high.school,no,yes,no,24105
35,blue-collar,married,basic.9y,no,no,no,31476
31,technician,single,unknown,no,no,no,32483
53,entrepreneur,single,basic.9y,no,no,no,18545
33,services,married,high.school,no,no,no,31032
48,unemployed,married,basic.9y,no,yes,no,15188
32,admin.,single,university.degree,no,yes,no,38662
36,blue-collar,single,basic.9y,unknown,yes,no,26932
37,management,single,university.degree,no,yes,no,5863
39,technician,married,professional.course,no,yes,no,11778
39,unemployed,married,basic.9y,no,yes,no,8624
28,admin.,single,high.school,no,no,no,30707
50,admin.,married,high.school,no,no,no,5638
59,retired,divorced,university.degree,unknown,no,no,39505
33,admin.,divorced,high.school,no,no,no,13735
45,blue-collar,divorced,basic.9y,no,yes,no,15731
62,housemaid,married,basic.4y,no,yes,no,1174
33,blue-collar,single,basic.9y,unknown,yes,no,13455
52,admin.,married,basic.4y,no,yes,no,13541
32,blue-collar,married,high.school,no,yes,no,36357
34,technician,married,university.degree,no,no,no,36944
44,technician,single,university.degree,no,yes,no,33249
34,management,divorced,university.degree,no,no,no,36576
31,admin.,single,university.degree,no,yes,no,27673
38,technician,divorced,professional.course,no,no,no,17892
32,admin.,single,university.degree,no,yes,yes,6431
32,admin.,single,university.degree,no,yes,no,26295
39,services,married,high.school,no,yes,no,7603
34,technician,divorced,professional.course,no,no,no,36328
43,blue-collar,married,basic.4y,no,yes,no,11839
51,technician,single,university.degree,no,no,no,12720
34,technician,married,professional.course,no,no,no,26442
33,blue-collar,single,high.school,no,no,no,25945
31,admin.,single,university.degree,no,no,yes,12634
39,blue-collar,married,basic.9y,unknown,no,yes,5644
43,management,married,university.degree,no,no,no,29510
33,entrepreneur,single,professional.course,no,yes,no,11304
31,unemployed,single,professional.course,no,no,no,7420
60,entrepreneur,married,basic.4y,no,no,no,37666
36,services,married,basic.6y,no,no,no,23025
32,admin.,married,high.school,no,yes,yes,2423
39,technician,married,professional.course,no,yes,no,11709
35,blue-collar,married,unknown,no,yes,no,12375
31,admin.,single,basic.9y,no,no,no,39983
23,blue-collar,single,basic.9y,no,yes,no,30103
34,admin.,married,high.school,no,yes,no,37968
37,services,married,basic.6y,no,no,no,6394
52,management,married,basic.4y,no,yes,no,19517
34,blue-collar,married,basic.9y,no,yes,no,1461
30,technician,married,professional.course,no,yes,no,14959
40,admin.,divorced,high.school,no,yes,yes,32192
46,management,married,basic.4y,unknown,yes,no,26518
25,admin.,single,university.degree,no,yes,no,7283
46,blue-collar,divorced,professional.course,no,yes,no,11435
25,services,single,high.school,no,yes,no,3918
35,admin.,married,university.degree,no,no,yes,4596
31,technician,single,university.degree,no,yes,no,3384
70,retired,married,unknown,no,no,no,39886
37,admin.,married,basic.6y,no,no,no,40828
25,blue-collar,married,basic.9y,no,no,no,30859
59,retired,married,university.degree,no,no,no,35544
27,blue-collar,married,high.school,no,unknown,unknown,16898
52,entrepreneur,single,university.degree,no,yes,no,6258
44,unknown,divorced,unknown,no,no,no,9196
33,services,married,basic.4y,no,no,no,1279
37,housemaid,married,basic.4y,unknown,no,yes,2438
46,blue-collar,married,basic.9y,no,no,no,36799
36,admin.,single,high.school,no,yes,no,31822
36,blue-collar,married,high.school,no,yes,no,36811
35,technician,married,professional.course,no,yes,no,5898
43,unemployed,divorced,basic.9y,no,no,no,31988
49,services,married,high.school,no,no,no,15064
34,blue-collar,married,basic.9y,no,yes,no,19813
49,services,divorced,high.school,no,no,no,2884
22,services,single,high.school,no,yes,no,35846
26,admin.,single,high.school,no,no,no,12536
57,blue-collar,married,basic.4y,no,yes,no,33906
55,admin.,married,high.school,unknown,yes,no,31503
42,admin.,single,university.degree,unknown,yes,no,27426
59,blue-collar,married,basic.9y,no,no,no,2270
26,blue-collar,married,basic.9y,no,yes,no,19405
58,entrepreneur,married,university.degree,unknown,yes,yes,13143
45,admin.,married,high.school,no,yes,no,2237
30,self-employed,single,university.degree,no,yes,yes,35371
30,technician,single,university.degree,unknown,yes,no,24134
32,technician,single,university.degree,no,no,no,27103
26,blue-collar,married,basic.9y,unknown,yes,no,19879
21,student,single,high.school,no,no,no,25034
39,admin.,divorced,university.degree,no,yes,no,15107
74,retired,married,professional.course,no,yes,no,27527
47,services,married,high.school,unknown,yes,no,19068
35,blue-collar,married,unknown,no,no,no,14861
32,technician,married,professional.course,no,yes,no,4429
34,blue-collar,married,basic.9y,no,no,no,31864
63,technician,married,professional.course,no,yes,no,32680
33,management,married,university.degree,unknown,yes,no,37642
31,technician,single,high.school,unknown,yes,yes,31428
30,blue-collar,married,basic.9y,no,yes,no,30245
38,admin.,married,basic.6y,no,yes,no,35711
55,unknown,married,university.degree,unknown,unknown,unknown,38354
26,admin.,single,high.school,no,no,no,3372
48,blue-collar,divorced,professional.course,no,yes,no,3865
24,technician,single,university.degree,no,yes,no,17966
56,retired,married,basic.4y,unknown,no,no,37075
26,student,single,unknown,no,yes,yes,16879
37,blue-collar,divorced,basic.9y,no,yes,no,7167
43,admin.,single,high.school,no,yes,no,2770
38,blue-collar,married,basic.9y,no,no,no,21326
25,services,single,high.school,no,yes,no,19613
41,entrepreneur,married,basic.6y,no,no,no,17825
29,admin.,single,university.degree,no,yes,no,24625
36,blue-collar,married,basic.9y,no,no,yes,34592
55,technician,married,university.degree,unknown,yes,no,861
30,self-employed,married,basic.9y,no,yes,no,29330
57,blue-collar,married,basic.6y,unknown,yes,no,37098
32,admin.,divorced,university.degree,no,unknown,unknown,30482
37,management,married,university.degree,no,yes,no,40309
21,student,single,high.school,no,no,no,9694
34,unknown,single,university.degree,no,no,no,15431
36,management,married,university.degree,no,yes,yes,622
41,technician,married,professional.course,no,no,no,37278
32,blue-collar,married,high.school,no,no,no,21071
28,student,single,high.school,unknown,no,no,2651
42,admin.,single,basic.9y,unknown,yes,no,19319
34,blue-collar,married,basic.9y,no,yes,no,28240
31,services,married,high.school,no,no,no,26062
33,admin.,married,university.degree,unknown,yes,no,3885
37,unemployed,single,university.degree,no,yes,no,14007
37,admin.,married,professional.course,no,yes,yes,14765
61,admin.,married,high.school,no,yes,no,28652
51,entrepreneur,married,basic.4y,unknown,no,no,19175
38,blue-collar,divorced,unknown,no,no,no,14249
33,technician,married,university.degree,no,yes,yes,22672
57,retired,unknown,basic.4y,no,no,no,10019
45,blue-collar,married,unknown,no,no,no,5462
46,blue-collar,married,basic.4y,unknown,yes,no,4048
42,blue-collar,divorced,basic.9y,no,no,no,1873
27,blue-collar,single,basic.9y,no,no,no,29147
54,housemaid,divorced,university.degree,unknown,yes,no,12794
40,admin.,single,high.school,no,no,no,24549
25,technician,married,university.degree,no,unknown,unknown,13470
29,technician,married,unknown,no,yes,no,8966
29,technician,single,university.degree,no,no,no,16527
39,blue-collar,single,basic.9y,no,yes,no,23900
33,admin.,single,university.degree,no,no,no,16059
47,blue-collar,married,basic.4y,unknown,no,yes,3922
36,technician,divorced,professional.course,no,yes,no,10162
45,blue-collar,married,basic.9y,no,yes,no,31642
29,self-employed,single,university.degree,no,yes,no,32505
59,services,married,high.school,no,no,no,3905
24,blue-collar,single,basic.6y,no,no,no,11578
25,admin.,single,university.degree,no,yes,no,37477
32,management,single,university.degree,no,no,no,40219
54,retired,married,basic.9y,unknown,no,no,40997
46,admin.,married,university.degree,unknown,yes,yes,38166
25,management,married,university.degree,no,yes,no,24282
35,blue-collar,married,high.school,no,yes,yes,11583
33,admin.,married,university.degree,no,no,no,11265
53,admin.,divorced,university.degree,no,yes,no,21418
24,admin.,single,high.school,no,no,no,30072
41,admin.,married,high.school,no,yes,no,15453
46,housemaid,married,basic.4y,unknown,yes,no,16194
35,services,married,high.school,unknown,yes,no,36803
51,entrepreneur,married,basic.4y,no,no,no,9626
82,retired,divorced,basic.4y,no,yes,no,7942
40,housemaid,married,basic.9y,no,yes,yes,12407
28,admin.,single,university.degree,no,yes,no,8295
50,technician,married,professional.course,no,no,no,24934
38,technician,single,professional.course,no,no,no,5894
46,admin.,married,university.degree,no,no,no,4415
48,unemployed,married,high.school,no,yes,no,17133
37,admin.,married,university.degree,no,unknown,unknown,32528
32,admin.,married,university.degree,no,yes,yes,13755
33,admin.,single,university.degree,no,yes,no,3700
30,admin.,married,university.degree,no,yes,yes,27475
39,entrepreneur,married,professional.course,no,yes,no,18336
70,retired,married,university.degree,no,yes,no,22260
37,blue-collar,married,basic.6y,unknown,no,no,9453
31,blue-collar,single,unknown,no,no,no,10420
33,admin.,married,high.school,no,yes,no,38492
42,services,married,high.school,unknown,yes,no,3560
41,entrepreneur,married,university.degree,unknown,yes,no,31305
45,services,divorced,high.school,unknown,no,no,18864
42,technician,single,high.school,unknown,no,no,30470
35,blue-collar,divorced,high.school,no,yes,no,14224
44,technician,married,high.school,no,yes,yes,5090
38,admin.,married,high.school,no,yes,no,26423
30,services,married,unknown,no,yes,no,31486
31,blue-collar,married,basic.4y,unknown,no,no,13699
55,services,divorced,high.school,no,no,no,17813
33,entrepreneur,married,high.school,no,no,no,33644
39,admin.,married,university.degree,no,no,no,28720
52,retired,married,university.degree,no,yes,no,227
53,technician,married,high.school,no,yes,no,14969
47,technician,single,high.school,no,no,no,25659
37,blue-collar,married,basic.9y,no,no,no,10205
55,admin.,married,high.school,unknown,no,no,5317
30,services,single,high.school,no,no,no,38699
77,retired,married,basic.4y,no,no,no,26000
42,admin.,married,university.degree,no,no,yes,6489
41,admin.,single,university.degree,no,yes,no,13963
37,blue-collar,divorced,professional.course,no,yes,no,31438
31,blue-collar,single,basic.4y,no,yes,no,24794
36,admin.,married,university.degree,unknown,yes,yes,29686
25,services,married,high.school,no,no,no,30572
23,unemployed,single,basic.9y,no,yes,no,30388
37,management,married,unknown,no,yes,no,39876
36,services,single,high.school,no,yes,no,18816
52,self-employed,married,university.degree,unknown,no,no,38616
54,technician,married,professional.course,no,no,no,18299
29,blue-collar,married,basic.6y,no,no,no,3303
29,admin.,single,university.degree,no,no,no,16408
27,blue-collar,single,high.school,no,yes,no,8740
40,self-employed,single,university.degree,no,yes,no,33500
44,technician,single,professional.course,no,yes,no,11856
46,admin.,divorced,university.degree,no,yes,no,33957
54,services,married,high.school,no,yes,no,16732
41,management,divorced,basic.6y,no,no,no,26998
50,unknown,married,basic.4y,unknown,no,yes,35193
38,self-employed,married,university.degree,unknown,yes,no,13543
42,housemaid,married,high.school,no,no,no,31611
39,blue-collar,divorced,basic.9y,no,yes,no,21883
39,admin.,married,university.degree,no,yes,no,13897
57,management,divorced,university.degree,no,no,no,24698
57,blue-collar,married,basic.4y,no,no,no,4146
35,entrepreneur,married,basic.6y,no,yes,no,13607
50,blue-collar,married,basic.4y,no,no,no,10296
34,admin.,single,high.school,no,no,yes,35200
37,technician,single,professional.course,no,yes,yes,22869
42,blue-collar,married,basic.4y,unknown,no,yes,6390
31,services,married,professional.course,unknown,no,yes,2649
45,unemployed,married,professional.course,unknown,no,no,6887
48,blue-collar,married,basic.4y,no,no,no,28645
29,self-employed,married,professional.course,no,no,no,38031
38,blue-collar,married,basic.9y,unknown,no,no,12404
47,technician,married,professional.course,no,yes,no,10545
60,housemaid,married,basic.4y,no,yes,no,15970
40,blue-collar,married,basic.4y,no,no,no,25107
37,blue-collar,married,basic.9y,no,no,yes,30168
36,technician,married,professional.course,no,no,no,8175
37,services,married,high.school,no,yes,no,2680
44,blue-collar,married,basic.4y,no,yes,no,19975
40,blue-collar,married,unknown,no,no,no,2797
31,management,married,university.degree,no,no,no,28164
27,admin.,single,university.degree,no,no,yes,14965
35,admin.,single,high.school,no,no,yes,4421
46,blue-collar,married,basic.6y,unknown,yes,no,36717
30,admin.,married,high.school,no,no,no,8819
36,management,single,university.degree,no,no,no,31492
44,technician,married,professional.course,no,no,no,14606
38,self-employed,married,professional.course,no,yes,no,10898
28,admin.,married,university.degree,no,no,no,33940
58,housemaid,married,basic.4y,unknown,no,no,37622
43,blue-collar,married,basic.9y,unknown,unknown,unknown,23880
31,admin.,married,professional.course,no,yes,yes,32046
46,technician,divorced,university.degree,no,no,no,32163
