contact,month,day_of_week,campaign,pdays,previous,id
telephone,may,fri,6,999,0,29272
cellular,may,mon,3,999,0,33983
telephone,jun,tue,1,999,0,8542
cellular,nov,thu,1,999,0,19203
cellular,apr,mon,1,999,0,1141
cellular,aug,fri,2,999,0,12577
telephone,may,wed,1,999,0,27867
telephone,jun,tue,28,999,0,7482
cellular,may,mon,1,999,1,34183
cellular,may,tue,1,999,2,15430
cellular,apr,fri,2,999,0,29764
telephone,jun,fri,3,999,0,13847
cellular,jul,fri,2,999,0,35012
telephone,may,fri,1,999,0,24354
telephone,may,tue,2,999,0,26090
cellular,sep,tue,2,3,1,23163
telephone,jun,wed,1,999,0,1510
cellular,nov,tue,1,999,0,15961
telephone,may,fri,1,999,0,1004
cellular,jul,wed,2,999,0,1035
telephone,may,thu,1,999,0,28973
cellular,jul,mon,6,999,0,36004
cellular,may,wed,2,999,1,37235
cellular,jul,wed,2,999,0,18736
telephone,may,mon,1,999,0,31105
telephone,may,tue,2,999,0,13365
cellular,oct,thu,2,999,1,29268
cellular,jul,wed,1,999,0,26562
cellular,oct,mon,1,999,2,11541
cellular,jul,fri,2,999,0,31630
cellular,may,fri,2,999,0,14033
telephone,may,thu,1,999,0,9495
telephone,may,wed,3,999,0,16442
cellular,jul,fri,2,999,0,3238
cellular,mar,thu,3,999,1,37264
cellular,nov,thu,2,999,0,8405
cellular,may,mon,3,999,0,16782
telephone,may,wed,21,999,0,40590
telephone,jun,fri,9,999,0,24711
cellular,nov,fri,3,999,1,25962
cellular,nov,mon,1,999,1,6221
telephone,may,wed,1,999,0,15872
telephone,jul,tue,4,999,0,33467
cellular,nov,tue,1,999,1,24144
telephone,may,thu,1,999,0,20189
cellular,nov,wed,2,999,0,18629
cellular,jul,fri,1,999,0,30492
telephone,jun,fri,3,999,0,8876
cellular,aug,wed,2,999,0,14047
telephone,apr,thu,1,6,2,23208
cellular,aug,tue,1,999,0,14337
cellular,aug,thu,1,999,0,36668
cellular,oct,thu,3,999,0,13067
telephone,nov,wed,1,999,0,2854
cellular,may,fri,1,999,1,14593
cellular,aug,wed,1,999,1,17250
cellular,aug,thu,3,999,0,33138
cellular,aug,fri,2,999,0,30240
telephone,jun,tue,27,999,0,29103
cellular,may,mon,2,999,1,25295
telephone,may,fri,3,999,0,29698
cellular,may,wed,3,999,1,35824
cellular,jul,mon,3,999,0,35595
cellular,apr,thu,16,999,0,21952
telephone,may,thu,1,999,0,25563
cellular,may,fri,1,999,0,7098
cellular,jul,tue,1,999,0,15361
telephone,may,wed,3,999,0,8221
cellular,jul,tue,1,999,1,11285
cellular,jul,tue,2,999,0,38894
cellular,aug,tue,1,999,0,1791
cellular,aug,tue,1,999,0,20234
cellular,nov,tue,2,999,1,4006
telephone,oct,tue,1,999,0,31916
cellular,jul,thu,1,999,0,28423
cellular,nov,tue,1,999,0,23917
cellular,nov,fri,2,999,1,8839
cellular,may,wed,1,999,0,32516
cellular,jul,wed,5,999,0,36688
telephone,jun,mon,3,999,0,35738
telephone,jun,fri,4,999,0,7704
telephone,may,mon,1,999,0,35873
cellular,jun,mon,1,3,4,37976
cellular,may,wed,1,999,0,30040
cellular,jul,wed,7,999,0,16903
cellular,nov,mon,3,3,1,13991
cellular,may,mon,2,999,0,24846
cellular,may,mon,14,999,0,17661
telephone,nov,thu,3,999,0,17547
cellular,apr,thu,1,999,0,19245
cellular,jul,thu,6,999,0,12798
cellular,apr,fri,1,999,0,13106
telephone,may,wed,1,999,0,6834
cellular,nov,tue,1,999,0,33299
telephone,may,tue,3,999,0,7276
cellular,aug,mon,13,999,0,27444
cellular,aug,thu,2,999,0,34007
telephone,may,mon,1,999,0,34192
cellular,nov,thu,2,999,1,15487
telephone,jun,fri,6,999,0,28670
cellular,may,thu,1,999,0,30022
cellular,jul,wed,9,999,0,5262
cellular,aug,fri,3,999,0,2283
telephone,may,fri,2,999,0,30702
cellular,may,tue,2,999,0,20615
cellular,aug,mon,1,999,1,1417
cellular,nov,mon,2,999,1,22629
telephone,jul,fri,2,999,0,3728
telephone,jul,fri,1,999,0,40611
cellular,may,thu,1,999,0,36641
cellular,aug,thu,2,6,1,15135
telephone,may,wed,1,999,0,28194
cellular,may,fri,3,999,1,25369
cellular,nov,mon,1,999,0,19974
telephone,may,thu,1,999,0,9748
cellular,nov,thu,2,999,0,27909
cellular,aug,wed,1,10,2,12892
cellular,aug,thu,1,999,0,29644
cellular,aug,wed,1,999,0,27641
cellular,nov,fri,1,999,0,13882
telephone,jun,thu,1,999,0,4020
cellular,may,fri,2,999,0,32189
cellular,aug,wed,2,999,0,20789
telephone,may,fri,4,999,0,4011
cellular,nov,tue,3,999,0,11979
cellular,jul,thu,1,999,2,17368
cellular,aug,wed,3,999,0,38472
cellular,may,thu,4,999,1,34073
cellular,jul,thu,1,999,0,17192
telephone,jun,fri,4,999,0,29883
cellular,may,mon,3,999,0,26514
telephone,nov,tue,2,7,2,20298
telephone,may,wed,2,999,0,4175
cellular,jul,mon,1,999,0,26682
telephone,may,wed,2,999,0,20397
telephone,may,tue,2,999,0,6522
telephone,may,wed,1,999,0,14894
cellular,aug,fri,2,999,0,40096
cellular,jul,mon,5,999,0,2086
cellular,jul,mon,1,999,0,10891
telephone,may,mon,3,999,0,38508
telephone,may,mon,1,999,0,28735
telephone,jun,wed,2,999,0,4815
telephone,jul,thu,1,999,0,28136
cellular,jul,wed,3,999,0,11886
cellular,may,wed,1,999,1,33911
cellular,aug,wed,3,999,0,18384
cellular,may,wed,3,999,1,39430
telephone,may,thu,1,999,0,37205
cellular,aug,tue,1,999,0,1831
cellular,may,mon,2,999,0,29154
telephone,aug,thu,2,999,0,28281
telephone,apr,thu,2,999,0,1843
telephone,jun,thu,1,999,0,16289
telephone,may,wed,1,999,1,18693
cellular,aug,thu,2,999,0,27922
cellular,jul,mon,2,999,1,15930
cellular,aug,fri,4,999,0,37725
cellular,nov,thu,2,999,0,8260
cellular,jul,thu,1,999,0,30050
telephone,may,thu,1,999,0,24105
cellular,jul,wed,6,999,0,31476
telephone,jun,wed,1,999,0,32483
cellular,jul,mon,1,999,0,18545
cellular,jul,tue,1,999,0,31032
telephone,jun,mon,1,999,0,15188
cellular,aug,thu,1,999,0,38662
cellular,jul,mon,8,999,0,26932
telephone,may,fri,1,999,0,5863
cellular,jul,thu,5,999,0,11778
cellular,nov,wed,1,999,1,8624
cellular,jun,wed,1,999,0,30707
cellular,apr,mon,2,999,1,5638
cellular,jul,tue,2,999,0,39505
telephone,nov,wed,4,999,0,13735
cellular,jul,mon,2,999,0,15731
cellular,nov,thu,1,999,0,1174
telephone,may,fri,1,999,0,13455
cellular,nov,mon,1,999,0,13541
cellular,may,wed,3,999,0,36357
telephone,jun,tue,8,999,0,36944
telephone,jul,wed,2,999,0,33249
cellular,nov,mon,2,999,0,36576
cellular,may,mon,2,999,0,27673
telephone,jun,thu,2,999,0,17892
cellular,mar,mon,6,999,0,6431
cellular,aug,mon,2,999,0,26295
telephone,jul,mon,1,999,0,7603
cellular,jul,wed,1,999,0,36328
telephone,jun,wed,1,999,0,11839
cellular,jun,fri,1,999,0,12720
cellular,aug,mon,2,999,0,26442
cellular,mar,wed,2,999,0,25945
cellular,aug,wed,1,999,0,12634
cellular,jul,mon,1,999,0,5644
cellular,nov,mon,2,999,0,29510
cellular,mar,fri,1,999,0,11304
telephone,may,wed,1,999,0,7420
telephone,may,fri,1,999,0,37666
telephone,may,wed,1,999,0,23025
cellular,jul,thu,22,999,0,2423
telephone,jun,mon,1,999,0,11709
cellular,jul,mon,4,999,0,12375
cellular,may,fri,4,999,0,39983
telephone,jun,wed,2,999,0,30103
cellular,aug,tue,5,999,0,37968
telephone,may,wed,4,999,0,6394
cellular,may,tue,3,999,0,19517
cellular,apr,fri,2,999,0,1461
cellular,oct,mon,1,6,1,14959
cellular,jul,mon,10,999,0,32192
telephone,jun,mon,1,999,0,26518
cellular,jun,tue,2,999,0,7283
cellular,aug,wed,1,999,0,11435
cellular,oct,thu,1,999,0,3918
telephone,jun,thu,5,999,0,4596
cellular,nov,wed,3,999,0,3384
telephone,mar,mon,2,7,2,39886
telephone,jun,fri,14,999,0,40828
telephone,may,wed,3,999,0,30859
cellular,aug,wed,7,999,0,35544
cellular,may,wed,2,999,0,16898
cellular,may,thu,5,999,0,6258
cellular,apr,tue,1,999,0,9196
telephone,may,fri,1,999,0,1279
cellular,aug,tue,2,999,0,2438
cellular,aug,mon,1,999,0,36799
cellular,may,tue,2,999,0,31822
cellular,nov,wed,1,999,0,36811
cellular,apr,mon,1,999,0,5898
cellular,jul,mon,2,999,0,31988
cellular,jul,wed,1,999,0,15064
cellular,jul,wed,5,999,0,19813
cellular,apr,fri,3,999,1,2884
telephone,may,mon,1,999,0,35846
cellular,aug,wed,4,999,0,12536
cellular,jul,mon,3,999,0,33906
cellular,nov,mon,1,999,0,31503
cellular,jul,mon,2,999,0,27426
cellular,may,thu,2,999,1,2270
telephone,jun,wed,1,999,0,19405
telephone,jun,thu,1,999,0,13143
cellular,aug,fri,8,999,0,2237
cellular,aug,wed,3,999,0,35371
cellular,may,thu,3,999,0,24134
cellular,nov,thu,1,999,1,27103
cellular,jul,tue,1,999,0,19879
cellular,aug,tue,1,999,1,25034
cellular,mar,thu,1,13,1,15107
cellular,oct,thu,2,3,1,27527
telephone,jun,fri,3,999,0,19068
telephone,may,wed,2,999,0,14861
cellular,apr,wed,2,999,0,4429
telephone,may,wed,1,999,0,31864
cellular,oct,tue,1,999,0,32680
telephone,may,tue,3,999,0,37642
cellular,may,mon,6,999,0,31428
cellular,nov,tue,2,999,1,30245
telephone,jul,thu,3,999,0,35711
telephone,may,mon,1,999,0,38354
telephone,may,tue,1,999,0,3372
cellular,nov,mon,1,999,1,3865
cellular,may,fri,4,999,0,17966
cellular,jul,mon,1,999,0,37075
cellular,sep,thu,1,3,1,16879
cellular,apr,mon,4,999,0,7167
cellular,sep,fri,1,999,0,2770
telephone,jun,fri,3,999,0,21326
telephone,may,mon,1,999,0,19613
telephone,may,mon,3,999,0,17825
cellular,jul,mon,2,999,0,24625
telephone,jun,wed,1,999,0,34592
cellular,aug,wed,2,999,0,861
telephone,may,fri,2,999,0,29330
cellular,may,tue,4,999,0,37098
cellular,aug,fri,1,999,0,30482
cellular,nov,wed,1,999,1,40309
telephone,jun,fri,7,999,0,9694
telephone,oct,wed,1,999,0,15431
cellular,mar,thu,1,999,0,622
cellular,oct,wed,2,27,1,37278
telephone,jun,wed,1,999,0,21071
telephone,jun,tue,9,999,0,2651
cellular,jul,mon,3,999,0,19319
cellular,may,tue,1,999,0,28240
telephone,may,thu,2,999,0,26062
cellular,aug,thu,1,999,0,3885
cellular,mar,fri,1,999,0,14007
cellular,apr,thu,5,999,0,14765
cellular,oct,mon,4,999,0,28652
telephone,may,fri,3,999,0,19175
cellular,nov,tue,1,999,0,14249
telephone,jul,wed,1,999,0,22672
telephone,may,tue,1,999,0,10019
cellular,aug,tue,2,999,0,5462
cellular,aug,tue,4,999,0,4048
cellular,jul,mon,3,999,0,1873
cellular,jul,thu,3,999,0,29147
cellular,jul,mon,4,999,0,12794
cellular,may,tue,6,999,0,24549
telephone,jul,wed,1,999,0,13470
cellular,jul,fri,1,999,0,8966
telephone,aug,fri,1,999,0,16527
cellular,may,mon,1,999,1,23900
cellular,jul,tue,2,999,0,16059
cellular,nov,fri,1,999,0,3922
cellular,may,mon,7,999,0,10162
cellular,aug,thu,5,999,0,31642
cellular,jul,wed,2,999,0,32505
telephone,jun,thu,5,999,0,3905
telephone,jul,wed,1,999,0,11578
cellular,jul,wed,1,999,0,37477
cellular,jun,tue,4,999,0,40219
telephone,may,tue,2,999,0,40997
cellular,nov,mon,1,999,0,38166
telephone,nov,wed,1,999,0,24282
cellular,nov,mon,2,999,0,11583
cellular,jul,fri,10,999,0,11265
cellular,jul,wed,2,999,0,21418
cellular,jun,thu,2,999,1,30072
cellular,nov,mon,1,999,0,15453
cellular,jul,mon,20,999,0,16194
cellular,may,wed,1,999,1,36803
telephone,may,tue,2,999,0,9626
cellular,nov,tue,2,3,1,7942
telephone,apr,wed,1,999,1,12407
cellular,may,tue,1,999,0,8295
cellular,nov,fri,4,999,1,24934
telephone,may,mon,1,999,0,5894
telephone,mar,thu,1,3,1,4415
cellular,apr,fri,3,999,0,17133
cellular,jun,fri,1,10,1,32528
cellular,may,mon,1,999,1,13755
cellular,apr,thu,3,999,0,3700
cellular,aug,wed,2,999,0,27475
cellular,nov,thu,2,999,0,18336
cellular,oct,mon,2,999,1,22260
cellular,jul,wed,1,999,0,9453
telephone,may,thu,1,999,0,10420
telephone,may,tue,2,999,0,38492
telephone,may,tue,2,999,0,3560
telephone,may,thu,1,999,0,31305
telephone,jun,thu,1,999,0,18864
telephone,may,tue,3,999,0,30470
cellular,may,tue,1,999,0,14224
telephone,jun,wed,3,999,0,5090
telephone,may,thu,3,999,0,26423
telephone,may,wed,4,999,0,31486
telephone,may,mon,2,999,0,13699
cellular,jul,mon,7,999,0,17813
telephone,may,wed,1,999,0,33644
telephone,jun,mon,11,999,0,28720
telephone,nov,thu,2,999,0,227
cellular,aug,wed,1,999,0,14969
cellular,aug,mon,1,999,0,25659
cellular,may,wed,2,999,0,10205
telephone,may,tue,3,999,0,5317
cellular,jul,thu,1,999,0,38699
cellular,aug,thu,1,9,4,26000
cellular,nov,fri,1,999,0,6489
cellular,may,mon,2,999,0,13963
cellular,nov,thu,1,999,0,31438
cellular,nov,thu,2,999,0,24794
cellular,aug,fri,1,999,0,29686
cellular,jul,tue,1,999,0,30572
cellular,oct,thu,1,4,1,30388
cellular,jul,tue,9,999,0,39876
cellular,may,mon,2,999,1,18816
cellular,nov,mon,2,999,0,38616
cellular,jul,fri,1,999,0,18299
cellular,may,tue,1,999,1,3303
cellular,aug,tue,1,999,0,16408
cellular,oct,tue,3,999,1,8740
cellular,apr,mon,3,999,0,33500
cellular,nov,fri,4,999,0,11856
telephone,jul,mon,4,999,0,33957
cellular,aug,thu,9,999,0,16732
cellular,nov,thu,1,999,0,26998
cellular,may,tue,4,999,1,35193
cellular,apr,mon,3,999,0,13543
telephone,may,tue,2,999,0,31611
telephone,may,tue,6,999,0,21883
cellular,jun,mon,1,999,1,13897
telephone,may,fri,1,999,0,24698
telephone,jun,fri,4,999,0,4146
telephone,jun,tue,2,999,0,13607
cellular,aug,wed,2,999,0,10296
telephone,jun,wed,1,999,0,35200
cellular,aug,mon,1,999,0,22869
telephone,may,wed,3,999,0,6390
cellular,aug,wed,2,999,0,2649
cellular,sep,thu,1,999,0,6887
telephone,jun,thu,2,999,0,28645
telephone,jun,wed,1,999,0,38031
telephone,jul,wed,3,999,0,12404
cellular,jul,thu,18,999,0,10545
cellular,jul,thu,2,5,2,15970
telephone,may,tue,1,999,0,25107
cellular,apr,mon,3,999,0,30168
cellular,aug,wed,1,999,0,8175
cellular,nov,fri,2,999,0,2680
cellular,apr,thu,1,999,0,19975
cellular,jul,tue,3,999,0,2797
cellular,aug,tue,2,999,0,28164
telephone,jun,thu,2,999,0,14965
cellular,aug,thu,1,999,1,4421
telephone,may,tue,1,999,0,36717
telephone,jun,thu,1,999,0,8819
cellular,jul,mon,5,999,0,31492
cellular,nov,wed,1,999,0,14606
cellular,nov,thu,1,999,0,10898
telephone,jun,wed,1,999,0,33940
cellular,jul,tue,1,999,0,37622
cellular,may,tue,1,999,0,23880
cellular,may,thu,2,999,0,32046
cellular,jul,fri,2,999,0,32163
cellular,jul,fri,5,999,0,34577
cellular,may,wed,1,999,1,35183
cellular,apr,wed,2,999,0,19199
cellular,aug,wed,8,999,0,17354
cellular,apr,fri,1,999,1,30538
cellular,jul,thu,2,999,0,20396
cellular,mar,mon,3,999,0,37513
telephone,jun,thu,2,999,0,39049
cellular,aug,wed,5,999,0,37416
cellular,jun,wed,1,999,1,17948
cellular,jul,wed,3,999,0,33027
telephone,may,thu,1,999,0,14545
telephone,jun,fri,2,999,0,5931
cellular,nov,wed,1,999,1,22060
cellular,may,mon,1,999,0,33408
telephone,may,wed,5,999,0,22239
telephone,may,fri,1,999,0,3020
cellular,apr,mon,1,999,1,5294
cellular,jul,wed,1,999,0,11500
cellular,jul,wed,1,999,0,15925
cellular,nov,wed,1,999,0,37745
cellular,apr,thu,2,999,1,3672
telephone,may,tue,2,999,0,10325
cellular,nov,fri,1,3,3,25472
cellular,apr,fri,2,999,1,6297
telephone,may,fri,1,999,0,5222
telephone,jun,mon,1,999,0,25614
telephone,may,mon,2,999,0,13073
cellular,nov,mon,1,999,0,36188
telephone,may,mon,4,999,0,24356
cellular,apr,mon,4,999,0,29518
telephone,may,thu,1,999,0,15326
telephone,may,thu,5,999,0,34317
cellular,nov,thu,1,999,0,33382
cellular,jun,fri,2,999,0,23912
cellular,aug,mon,4,999,0,9778
telephone,jun,mon,4,999,0,28294
cellular,aug,fri,1,999,1,38339
cellular,may,mon,2,999,0,31959
cellular,aug,thu,2,999,0,24009
cellular,jul,tue,2,999,0,36694
telephone,jun,wed,1,999,0,21097
cellular,may,mon,1,999,1,29688
cellular,aug,fri,1,999,0,13059
telephone,jun,tue,2,999,0,1432
cellular,jul,thu,1,999,0,5671
telephone,may,fri,4,999,0,33611
cellular,nov,thu,1,999,0,21558
cellular,may,wed,1,999,1,9335
telephone,jun,mon,8,999,0,6984
cellular,nov,fri,2,999,0,13248
telephone,may,tue,2,999,0,9662
cellular,jul,mon,5,999,0,7016
telephone,may,fri,1,999,0,1907
cellular,nov,fri,1,999,1,28322
telephone,may,mon,1,999,0,21808
cellular,nov,thu,1,999,0,28132
telephone,jun,mon,2,999,0,28817
cellular,dec,mon,3,6,1,30771
cellular,aug,wed,2,999,0,8990
telephone,may,fri,1,999,0,19338
cellular,aug,wed,2,999,0,18305
telephone,jul,mon,1,999,0,13051
cellular,aug,mon,2,999,0,16126
cellular,may,thu,1,999,0,29751
telephone,may,thu,1,999,0,17167
cellular,jul,wed,3,999,0,35690
telephone,may,wed,1,999,0,6964
cellular,may,fri,4,999,0,12753
telephone,may,fri,2,999,0,40443
cellular,may,tue,1,999,0,22955
cellular,may,mon,1,999,0,21309
telephone,may,wed,7,999,0,9012
telephone,may,fri,5,999,0,15341
telephone,may,fri,1,999,0,30724
cellular,may,fri,4,999,0,8788
cellular,aug,thu,1,999,0,3436
telephone,jun,mon,2,999,0,30347
telephone,may,mon,3,999,0,13660
cellular,aug,mon,2,999,0,32153
cellular,may,thu,1,999,0,14105
telephone,jun,wed,1,999,0,38458
telephone,may,tue,4,999,0,14923
telephone,may,thu,3,999,0,19119
cellular,nov,wed,2,999,0,26670
telephone,may,tue,1,999,0,10968
cellular,jul,wed,17,999,0,16466
telephone,jun,fri,1,999,0,7809
cellular,dec,mon,1,999,0,7078
cellular,jul,tue,1,999,0,8503
cellular,mar,thu,2,10,2,32183
cellular,jul,fri,2,999,0,33332
telephone,aug,thu,3,999,0,40744
cellular,aug,fri,1,999,0,16242
cellular,apr,fri,1,999,0,22181
cellular,may,fri,3,999,0,35364
cellular,jul,fri,3,999,0,28907
cellular,jul,fri,1,999,0,37120
telephone,may,thu,1,999,0,34144
telephone,may,fri,1,999,0,40687
cellular,sep,tue,4,16,2,7441
telephone,may,thu,1,999,0,15302
cellular,jul,wed,5,999,0,22232
cellular,aug,thu,1,999,0,24561
telephone,may,thu,7,999,0,27190
telephone,jun,tue,3,999,0,2761
cellular,may,fri,1,999,0,7
cellular,aug,mon,2,999,0,14243
telephone,may,tue,1,999,0,6477
cellular,jul,thu,1,999,0,18232
cellular,nov,tue,1,999,1,6197
cellular,jun,wed,1,13,2,17667
cellular,nov,wed,1,999,0,17306
cellular,aug,thu,3,999,0,7232
cellular,nov,wed,2,999,0,33590
cellular,aug,thu,1,999,0,10254
cellular,apr,thu,1,6,1,35219
cellular,jul,thu,1,999,0,25969
cellular,jul,tue,1,999,0,37311
telephone,may,wed,1,999,0,4895
cellular,nov,tue,1,999,0,34511
telephone,jul,thu,1,999,0,4084
telephone,may,tue,1,999,0,8305
cellular,aug,mon,3,999,0,31701
cellular,jul,mon,4,999,0,13209
telephone,jul,thu,4,999,0,6966
cellular,jul,thu,2,999,0,17939
cellular,apr,fri,1,999,0,12444
cellular,aug,wed,1,999,0,8575
telephone,may,tue,3,999,0,11115
cellular,apr,mon,2,999,1,38003
cellular,jul,fri,2,999,0,12454
cellular,aug,wed,7,999,0,10814
cellular,aug,mon,2,999,0,23857
telephone,may,fri,2,999,0,20174
cellular,jul,tue,5,999,0,17831
cellular,nov,mon,1,999,1,40347
cellular,jul,wed,1,999,0,17762
cellular,may,tue,1,999,0,26975
cellular,jun,mon,1,999,0,7204
telephone,nov,fri,1,999,0,35802
cellular,may,tue,1,999,0,7207
cellular,aug,tue,3,999,0,22422
cellular,aug,wed,5,999,0,37318
cellular,jul,mon,2,999,0,33980
cellular,jul,fri,1,999,0,10587
telephone,jul,tue,12,999,0,20094
cellular,jul,wed,2,999,0,31285
cellular,may,thu,2,6,3,26635
telephone,jun,tue,1,999,0,31699
cellular,apr,mon,4,999,0,9522
cellular,jul,wed,2,999,0,14126
cellular,apr,mon,2,999,1,33159
cellular,aug,wed,1,999,0,39200
cellular,aug,thu,3,999,0,13426
telephone,jun,thu,2,999,0,14138
cellular,apr,thu,1,999,1,33477
cellular,may,tue,3,999,0,17095
cellular,jul,mon,3,999,0,34037
telephone,nov,mon,2,999,0,19946
cellular,aug,fri,3,999,0,32048
cellular,jul,thu,6,999,0,5239
telephone,jul,thu,8,999,0,16576
telephone,may,tue,1,999,0,5421
cellular,may,thu,2,999,0,2837
cellular,dec,fri,2,4,1,25271
cellular,apr,mon,1,999,0,16351
cellular,apr,mon,1,999,0,4783
cellular,nov,wed,3,999,0,7257
cellular,may,tue,1,999,0,24028
cellular,jul,mon,1,999,0,4344
telephone,may,thu,3,999,0,6113
cellular,apr,fri,2,999,0,257
cellular,aug,mon,2,999,0,17736
telephone,may,tue,3,999,0,3356
telephone,may,mon,6,999,0,16488
cellular,may,fri,4,3,4,36936
cellular,aug,mon,3,999,0,31607
cellular,aug,fri,2,999,0,37338
cellular,jul,mon,5,999,0,33366
telephone,may,fri,2,999,0,24228
cellular,apr,mon,1,999,0,18624
cellular,apr,fri,1,999,1,12132
cellular,jul,mon,1,999,0,30890
cellular,apr,wed,1,999,1,25024
cellular,aug,thu,3,999,0,40627
cellular,may,mon,1,999,0,20432
cellular,aug,thu,1,999,0,21922
cellular,mar,mon,2,999,4,11395
telephone,may,mon,1,999,0,35580
cellular,jul,tue,2,999,0,5634
telephone,jun,fri,14,999,0,6871
cellular,aug,fri,1,999,0,1044
cellular,oct,thu,3,3,3,5415
telephone,jun,thu,1,999,0,23441
cellular,may,wed,2,6,2,28830
cellular,aug,mon,1,999,0,37630
telephone,may,mon,4,999,0,11739
cellular,jul,thu,2,999,0,39492
cellular,may,tue,2,999,1,37326
telephone,may,tue,3,999,0,25270
telephone,jul,fri,1,999,0,13013
cellular,nov,tue,2,999,0,38689
cellular,aug,tue,1,3,3,26887
telephone,jun,wed,2,999,0,35215
cellular,may,fri,6,999,0,16852
cellular,jul,fri,2,999,0,38545
cellular,aug,tue,1,999,0,10153
telephone,jun,wed,1,999,0,29725
telephone,sep,tue,1,999,1,13609
cellular,may,thu,7,999,0,1996
telephone,jun,fri,28,999,0,19066
cellular,jun,wed,1,999,0,17241
telephone,may,thu,1,999,0,11821
telephone,jun,thu,1,999,0,38539
telephone,jun,thu,1,999,0,5029
cellular,nov,tue,2,999,0,35891
cellular,aug,wed,2,999,0,707
telephone,jun,thu,2,999,0,23875
telephone,may,fri,1,999,0,39035
cellular,jul,tue,1,999,0,2935
cellular,may,fri,2,999,1,30445
cellular,aug,tue,1,999,0,35893
telephone,may,tue,1,999,0,38433
cellular,nov,mon,1,999,0,4533
telephone,jun,thu,1,999,0,5551
cellular,may,mon,3,999,0,10158
cellular,aug,thu,1,999,0,21021
cellular,aug,fri,3,999,0,2754
cellular,nov,wed,1,999,0,28892
telephone,jun,tue,2,999,0,9713
cellular,jul,wed,1,999,0,22471
cellular,apr,mon,1,999,0,40571
cellular,aug,wed,12,999,0,16699
cellular,jul,thu,1,999,0,37385
cellular,nov,wed,2,999,0,12293
telephone,jun,thu,1,999,0,8902
telephone,may,tue,4,999,0,8476
cellular,jul,mon,6,999,0,6868
telephone,may,fri,17,999,0,7675
cellular,jul,thu,1,999,0,26227
cellular,jul,fri,1,999,0,38466
cellular,aug,mon,2,999,0,31790
telephone,jun,thu,1,999,0,21503
cellular,may,fri,3,999,0,10374
telephone,jun,mon,1,999,0,9657
telephone,may,thu,1,999,0,39853
telephone,jun,thu,1,999,0,13569
cellular,may,fri,11,999,0,12978
cellular,jul,wed,10,999,0,10363
cellular,aug,wed,1,3,3,32576
cellular,aug,mon,2,999,0,19626
cellular,jul,fri,2,999,0,39078
cellular,may,thu,1,999,0,3142
telephone,may,fri,4,999,0,2189
cellular,oct,wed,1,999,0,7799
telephone,may,fri,2,999,0,10790
cellular,may,thu,1,999,0,3089
cellular,may,fri,3,999,0,7015
telephone,jun,thu,2,999,0,495
cellular,may,wed,2,999,0,21986
cellular,nov,fri,6,999,0,13010
telephone,jun,fri,1,999,0,29503
cellular,nov,fri,2,999,0,40493
cellular,jul,wed,2,999,0,23677
telephone,nov,tue,2,999,0,14474
cellular,nov,tue,2,999,0,7424
cellular,nov,thu,2,999,1,5827
telephone,jun,fri,1,999,0,16705
cellular,jun,tue,1,999,0,14092
cellular,jul,tue,1,999,0,11108
cellular,may,mon,3,999,0,156
telephone,aug,mon,5,999,0,5912
cellular,aug,fri,1,999,0,9189
cellular,nov,mon,2,999,0,9728
cellular,jul,fri,2,999,0,21388
cellular,jul,wed,10,999,0,24570
cellular,jul,tue,4,999,0,766
telephone,jun,fri,1,999,0,25671
cellular,may,wed,3,999,1,25735
telephone,jun,fri,20,999,0,25003
telephone,may,thu,3,999,0,36580
cellular,nov,thu,1,999,0,16002
telephone,may,fri,1,999,0,11517
cellular,mar,thu,3,999,0,4778
cellular,nov,mon,1,999,0,26372
telephone,may,wed,1,999,0,26032
telephone,may,fri,2,999,0,11934
cellular,jul,tue,2,999,0,9909
cellular,jul,fri,2,999,0,30643
cellular,jul,fri,2,999,0,16586
cellular,nov,mon,4,999,2,39717
cellular,may,thu,2,999,0,32769
telephone,oct,wed,2,999,0,2833
cellular,jul,mon,2,999,0,38824
cellular,jul,wed,1,999,0,33395
telephone,jun,thu,1,999,0,1656
telephone,jun,wed,1,999,0,16960
telephone,may,thu,2,999,0,37830
telephone,jun,tue,1,999,0,30
cellular,apr,thu,1,999,0,16409
cellular,may,wed,1,999,1,34922
telephone,may,thu,1,999,0,38267
cellular,jul,thu,6,999,0,35181
cellular,oct,wed,3,999,0,5017
cellular,apr,thu,2,999,0,16670
telephone,may,fri,2,999,0,33333
telephone,jun,wed,1,999,0,19252
cellular,jul,tue,1,999,0,8471
cellular,aug,wed,2,6,3,39549
cellular,aug,thu,1,999,0,35349
telephone,may,mon,3,999,0,5747
telephone,may,mon,5,999,0,33288
cellular,may,mon,1,999,0,31168
telephone,jul,tue,2,999,0,40129
telephone,may,tue,2,999,0,6633
cellular,may,thu,1,999,0,9412
cellular,jul,thu,2,999,0,24728
cellular,nov,tue,1,999,1,21623
cellular,may,tue,4,999,0,39306
telephone,jun,tue,3,999,0,16956
cellular,apr,fri,1,999,0,9154
cellular,may,thu,1,999,0,33721
cellular,apr,thu,1,999,0,14336
cellular,jul,fri,8,999,0,40717
telephone,may,wed,3,999,0,25276
cellular,nov,mon,2,999,0,12617
cellular,may,tue,1,999,2,12746
telephone,jun,mon,4,999,0,34601
telephone,may,fri,1,999,0,9751
cellular,nov,wed,1,999,1,13873
telephone,jun,wed,6,999,0,6863
